timestamp,car_id,sensor_id,x_gt,y_gt,x_track,y_track
61,54,unknown,266.84,168.631,267.733,168.676
61,54,unknown,266.84,168.688,267.733,168.676
61,54,unknown,266.84,168.747,267.733,168.676
61,54,unknown,266.84,168.806,267.733,168.676
61,54,unknown,266.84,168.861,267.733,168.676
61,54,unknown,266.84,168.912,267.733,168.676
61,54,unknown,266.84,168.968,267.733,168.676
61,54,unknown,266.84,169.028,267.733,168.676
61,54,unknown,266.84,169.083,267.733,168.676
61,54,unknown,266.84,169.133,267.733,168.676
61,54,unknown,266.84,169.191,267.733,168.676
61,54,unknown,266.84,169.243,267.733,168.676
61,54,unknown,266.84,169.303,267.733,168.676
61,54,unknown,266.84,168.631,267.721,168.731
61,54,unknown,266.84,168.688,267.721,168.731
61,54,unknown,266.84,168.747,267.721,168.731
61,54,unknown,266.84,168.806,267.721,168.731
61,54,unknown,266.84,168.861,267.721,168.731
61,54,unknown,266.84,168.912,267.721,168.731
61,54,unknown,266.84,168.968,267.721,168.731
61,54,unknown,266.84,169.028,267.721,168.731
61,54,unknown,266.84,169.083,267.721,168.731
61,54,unknown,266.84,169.133,267.721,168.731
61,54,unknown,266.84,169.191,267.721,168.731
61,54,unknown,266.84,169.243,267.721,168.731
61,54,unknown,266.84,169.303,267.721,168.731
61,54,unknown,266.84,168.631,267.71,168.785
61,54,unknown,266.84,168.688,267.71,168.785
61,54,unknown,266.84,168.747,267.71,168.785
61,54,unknown,266.84,168.806,267.71,168.785
61,54,unknown,266.84,168.861,267.71,168.785
61,54,unknown,266.84,168.912,267.71,168.785
61,54,unknown,266.84,168.968,267.71,168.785
61,54,unknown,266.84,169.028,267.71,168.785
61,54,unknown,266.84,169.083,267.71,168.785
61,54,unknown,266.84,169.133,267.71,168.785
61,54,unknown,266.84,169.191,267.71,168.785
61,54,unknown,266.84,169.243,267.71,168.785
61,54,unknown,266.84,169.303,267.71,168.785
61,54,unknown,266.84,168.631,267.699,168.835
61,54,unknown,266.84,168.688,267.699,168.835
61,54,unknown,266.84,168.747,267.699,168.835
61,54,unknown,266.84,168.806,267.699,168.835
61,54,unknown,266.84,168.861,267.699,168.835
61,54,unknown,266.84,168.912,267.699,168.835
61,54,unknown,266.84,168.968,267.699,168.835
61,54,unknown,266.84,169.028,267.699,168.835
61,54,unknown,266.84,169.083,267.699,168.835
61,54,unknown,266.84,169.133,267.699,168.835
61,54,unknown,266.84,169.191,267.699,168.835
61,54,unknown,266.84,169.243,267.699,168.835
61,54,unknown,266.84,169.303,267.699,168.835
61,54,unknown,266.84,168.631,267.689,168.881
61,54,unknown,266.84,168.688,267.689,168.881
61,54,unknown,266.84,168.747,267.689,168.881
61,54,unknown,266.84,168.806,267.689,168.881
61,54,unknown,266.84,168.861,267.689,168.881
61,54,unknown,266.84,168.912,267.689,168.881
61,54,unknown,266.84,168.968,267.689,168.881
61,54,unknown,266.84,169.028,267.689,168.881
