id,timestamp,x,y,confidence
car1,15.3,267.392,223.302,31
car1,15.45,266.936,224.365,11
car1,15.5,266.999,224.356,13
car1,15.55,267.151,224.334,17
car1,15.6,267.615,224.269,29
car1,15.65,267.594,224.272,29
car1,15.65,267.594,224.272,29
car1,15.7,267.576,224.275,28
car1,15.7,267.576,224.275,28
car1,15.75,267.561,224.277,28
car1,15.75,267.561,224.277,28
car1,15.8,267.549,224.278,28
car1,15.8,267.549,224.278,28
car1,15.85,267.54,224.28,27
car1,15.85,267.54,224.28,27
car1,15.9,267.534,224.281,27
car1,15.9,267.534,224.281,27
car1,15.95,267.531,224.281,27
car1,15.95,267.531,224.281,27
car1,16,267.53,224.281,27
car1,16,267.53,224.281,27
car1,16.05,267.533,224.281,27
car1,16.05,267.533,224.281,27
car1,16.1,267.539,224.28,27
car1,16.1,267.539,224.28,27
car1,16.15,267.561,224.923,28
car1,16.15,267.135,223.526,22
car1,16.15,267.561,224.923,28
car1,16.15,267.135,223.526,22
car1,16.15,267.561,224.923,28
car1,16.2,267.216,223.455,25
car1,16.2,267.533,224.919,27
car1,16.2,267.216,223.455,25
car1,16.2,267.533,224.919,27
car1,16.2,267.216,223.455,25
car1,16.2,267.533,224.919,27
car1,16.25,267.257,223.419,26
car1,16.25,267.53,224.919,27
car1,16.25,267.257,223.419,26
car1,16.3,267.531,224.919,27
car1,16.25,267.257,223.419,26
car1,16.3,267.531,224.919,27
car1,16.3,267.305,223.377,28
car1,16.35,267.534,224.919,27
car1,16.3,267.305,223.377,28
car1,16.4,267.541,224.92,27
car1,16.3,267.305,223.377,28
car1,16.4,267.541,224.92,27
car1,16.3,267.305,223.377,28
car1,16.45,267.551,224.922,28
car1,16.3,267.305,223.377,28
car1,16.45,267.551,224.922,28
car1,16.5,266.693,222.819,24
car1,16.5,267.565,224.924,28
car1,16.5,266.693,222.819,24
car1,16.55,267.58,224.926,28
car1,16.5,266.693,222.819,24
car1,16.55,267.58,224.926,28
car1,16.55,266.703,222.773,26
car1,16.55,267.58,224.926,28
car1,16.6,266.716,222.712,27
car1,16.6,267.597,224.928,29
car1,16.6,266.716,222.712,27
car1,16.6,267.597,224.928,29
car1,16.65,266.729,222.651,29
car1,16.65,267.618,224.931,29
car1,16.65,266.729,222.651,29
car1,16.7,267.64,224.934,30
car1,16.65,266.729,222.651,29
car1,16.7,267.64,224.934,30
car1,16.7,266.741,222.594,30
car1,16.7,267.64,224.934,30
car1,16.75,266.754,222.536,32
car1,16.75,267.693,224.942,31
car1,16.75,266.754,222.536,32
car1,16.75,267.693,224.942,31
car1,16.8,266.766,222.479,33
car1,16.8,267.855,224.965,36
car1,16.8,266.766,222.479,33
car1,16.8,267.855,224.965,36
car1,16.85,266.779,222.417,35
car1,16.8,267.855,224.965,36
car1,16.9,266.79,222.363,36
car1,16.8,267.855,224.965,36
car1,16.95,266.804,222.299,38
car1,17,266.818,222.232,40
car1,17,266.818,222.232,40
car1,17.05,266.832,222.167,42
car1,17.1,267.411,225.914,32
car1,17.05,266.832,222.167,42
car1,17.1,267.411,225.914,32
car1,17.1,266.846,222.101,43
car1,17.1,267.411,225.914,32
car1,17.15,266.859,222.038,45
car1,17.15,267.434,225.934,32
car1,17.15,266.859,222.038,45
car1,17.15,266.859,222.038,45
car1,17.25,267.483,225.977,34
car1,17.25,267.483,225.977,34
car1,17.25,266.887,221.909,49
car1,17.25,267.483,225.977,34
car1,17.3,266.899,221.851,50
car1,17.3,267.505,225.996,35
car1,17.3,266.899,221.851,50
car1,17.35,267.537,226.024,36
car1,17.3,266.899,221.851,50
car1,17.35,267.537,226.024,36
car1,17.35,266.91,221.799,52
car1,17.35,267.537,226.024,36
car1,17.4,266.921,221.748,53
car1,17.4,267.562,226.046,37
car1,17.4,266.921,221.748,53
car1,17.4,267.562,226.046,37
car1,17.45,266.933,221.692,54
car1,17.45,267.595,226.074,38
car1,17.45,266.933,221.692,54
car1,17.45,267.595,226.074,38
car1,17.5,266.946,221.632,56
car1,17.5,267.622,226.098,39
car1,17.5,266.946,221.632,56
car1,17.5,267.622,226.098,39
car1,17.55,266.958,221.574,58
car1,17.55,267.655,226.127,40
car1,17.55,266.958,221.574,58
car1,17.55,267.655,226.127,40
car1,17.6,266.971,221.512,59
car1,17.6,267.684,226.152,41
car1,17.6,266.971,221.512,59
car1,17.65,267.725,226.187,42
car1,17.6,266.971,221.512,59
car1,17.65,267.725,226.187,42
car1,17.65,266.982,221.46,61
car1,17.7,267.751,226.21,43
car1,17.65,266.982,221.46,61
car1,17.7,267.751,226.21,43
car1,17.7,266.995,221.398,62
car1,17.7,267.751,226.21,43
car1,17.75,267.008,221.34,64
car1,17.75,267.77,226.227,44
car1,17.75,267.008,221.34,64
car1,17.8,267.809,226.26,45
car1,17.75,267.008,221.34,64
car1,17.8,267.809,226.26,45
car1,17.8,267.02,221.281,65
car1,17.8,267.809,226.26,45
car1,17.85,267.035,221.213,67
car1,17.85,267.852,226.298,47
car1,17.85,267.035,221.213,67
car1,17.85,267.852,226.298,47
car1,17.9,267.049,221.148,69
car1,17.9,267.889,226.33,48
car1,17.9,267.049,221.148,69
car1,17.9,267.889,226.33,48
car1,17.95,267.064,221.075,71
car1,17.95,267.923,226.359,49
car1,17.95,267.064,221.075,71
car1,17.95,267.923,226.359,49
car1,18,267.079,221.005,73
car1,18,267.954,226.386,50
car1,18,267.079,221.005,73
car1,18.05,267.994,226.421,52
car1,18,267.079,221.005,73
car1,18.05,267.994,226.421,52
car1,18.05,267.094,220.934,75
car1,18.1,268.04,226.461,53
car1,18.05,267.094,220.934,75
car1,18.1,268.04,226.461,53
car1,18.1,267.108,220.867,76
car1,18.15,268.071,226.488,54
car1,18.1,267.108,220.867,76
car1,18.15,268.071,226.488,54
car1,18.15,267.123,220.798,78
car1,18.2,268.11,226.522,56
car1,18.15,267.123,220.798,78
car1,18.2,268.11,226.522,56
car1,18.2,267.137,220.73,80
car1,18.25,268.16,226.565,57
car1,18.2,267.137,220.73,80
car1,18.25,268.16,226.565,57
car1,18.25,267.15,220.673,82
car1,18.3,268.212,226.611,59
car1,18.25,267.15,220.673,82
car1,18.3,268.212,226.611,59
car1,18.3,267.164,220.603,83
car1,18.35,268.304,226.69,62
car1,18.3,267.164,220.603,83
car1,18.35,268.304,226.69,62
car1,18.35,267.177,220.545,85
car1,18.35,268.304,226.69,62
car1,18.4,267.191,220.477,87
car1,18.35,268.304,226.69,62
car1,18.5,267.22,220.341,90
car1,18.55,267.232,220.284,92
car1,18.55,267.232,220.284,92
car1,18.6,267.243,220.231,93
car1,18.6,266.967,227.666,59
car1,18.6,267.243,220.231,93
car1,18.65,266.976,227.71,60
car1,18.6,267.243,220.231,93
car1,18.65,266.976,227.71,60
car1,18.65,267.257,220.168,95
car1,18.7,266.987,227.762,61
car1,18.65,267.257,220.168,95
car1,18.7,266.987,227.762,61
car1,18.7,267.269,220.109,97
car1,18.7,266.987,227.762,61
car1,18.75,267.283,220.044,98
car1,18.75,267.001,227.83,63
car1,18.75,267.283,220.044,98
car1,18.75,267.001,227.83,63
car1,18.8,267.298,219.977,100
car1,18.75,267.001,227.83,63
car1,18.85,267.312,219.909,102
car1,18.85,267.029,227.959,66
car1,18.85,267.312,219.909,102
car1,18.85,267.029,227.959,66
car1,18.9,267.325,219.848,104
car1,18.9,267.036,227.991,67
car1,18.9,267.325,219.848,104
car1,18.9,267.036,227.991,67
car1,18.95,267.34,219.775,106
car1,18.95,267.044,228.031,68
car1,18.95,267.34,219.775,106
car1,18.95,267.044,228.031,68
car1,19,267.354,219.712,107
car1,19,267.053,228.072,69
car1,19,267.354,219.712,107
car1,19,267.053,228.072,69
car1,19.05,267.369,219.639,109
car1,19.05,267.061,228.112,70
car1,19.05,267.369,219.639,109
car1,19.1,267.072,228.16,72
car1,19.05,267.369,219.639,109
car1,19.1,267.072,228.16,72
car1,19.1,267.381,219.584,111
car1,19.15,267.081,228.205,73
car1,19.1,267.381,219.584,111
car1,19.15,267.081,228.205,73
car1,19.15,267.394,219.525,112
car1,19.2,267.092,228.256,74
car1,19.15,267.394,219.525,112
car1,19.2,267.092,228.256,74
car1,19.2,267.407,219.462,114
car1,19.25,267.104,228.314,76
car1,19.2,267.407,219.462,114
car1,19.25,267.104,228.314,76
car1,19.25,267.42,219.399,116
car1,19.3,267.117,228.375,78
car1,19.25,267.42,219.399,116
car1,19.3,267.117,228.375,78
car1,19.3,267.432,219.343,117
car1,19.35,267.131,228.44,79
car1,19.3,267.432,219.343,117
car1,19.35,267.131,228.44,79
car1,19.35,267.444,219.288,119
car1,19.4,267.142,228.492,81
car1,19.35,267.444,219.288,119
car1,19.4,267.142,228.492,81
car1,19.4,267.456,219.231,120
car1,19.4,267.142,228.492,81
car1,19.45,267.469,219.168,122
car1,19.45,267.152,228.538,82
car1,19.45,267.469,219.168,122
car1,19.5,267.162,228.586,83
car1,19.45,267.469,219.168,122
car1,19.5,267.162,228.586,83
car1,19.5,267.483,219.104,123
car1,19.5,267.162,228.586,83
car1,19.55,267.496,219.045,125
car1,19.55,267.174,228.644,85
car1,19.55,267.496,219.045,125
car1,19.55,267.174,228.644,85
car1,19.6,267.508,218.985,127
car1,19.6,267.187,228.702,86
car1,19.6,267.508,218.985,127
car1,19.6,267.187,228.702,86
car1,19.65,267.521,218.925,128
car1,19.65,267.201,228.768,88
car1,19.65,267.521,218.925,128
car1,19.7,267.212,228.821,89
car1,19.65,267.521,218.925,128
car1,19.7,267.212,228.821,89
car1,19.7,267.536,218.857,130
car1,19.7,267.212,228.821,89
car1,19.75,267.549,218.793,132
car1,19.75,267.223,228.872,91
car1,19.75,267.549,218.793,132
car1,19.75,267.223,228.872,91
car1,19.8,267.563,218.727,134
car1,19.8,267.234,228.922,92
car1,19.8,267.563,218.727,134
car1,19.8,267.234,228.922,92
car1,19.85,267.579,218.655,135
car1,19.85,267.246,228.982,94
car1,19.85,267.579,218.655,135
car1,19.85,267.246,228.982,94
car1,19.9,267.594,218.582,137
car1,19.9,267.258,229.035,95
car1,19.9,267.594,218.582,137
car1,19.9,267.258,229.035,95
car1,19.95,267.607,218.52,139
car1,19.95,267.267,229.08,96
car1,19.95,267.607,218.52,139
