timestamp,x,y,car_id,sensor_id
1.3,266.84,168.675,car0,0.0
1.35,266.84,168.729,car0,0.0
1.4,266.84,168.783,car0,0.0
1.45,266.84,168.843,car0,0.0
1.5,266.84,168.901,car0,0.0
1.55,266.84,168.963,car0,0.0
1.6,266.84,169.027,car0,0.0
1.65,266.84,169.089,car0,0.0
1.7,266.84,169.144,car0,0.0
1.75,266.84,169.207,car0,0.0
1.8,266.84,169.259,car0,0.0
1.85,266.84,169.324,car0,0.0
1.9,266.84,169.38,car0,0.0
1.95,266.84,169.441,car0,0.0
2.0,266.84,169.505,car0,0.0
2.05,266.84,169.568,car0,0.0
2.1,266.84,169.628,car0,0.0
2.15,266.84,169.68,car0,0.0
2.2,266.84,169.742,car0,0.0
2.25,266.84,169.804,car0,0.0
2.3,266.84,169.867,car0,0.0
2.35,266.84,169.925,car0,0.0
2.4,266.84,169.987,car0,0.0
2.45,266.84,170.041,car0,0.0
2.5,266.84,170.105,car0,0.0
2.55,266.84,170.162,car0,0.0
2.6,266.84,170.218,car0,0.0
2.65,266.84,170.275,car0,0.0
2.7,266.84,170.331,car0,0.0
2.75,266.84,170.384,car0,0.0
2.8,266.84,170.437,car0,0.0
2.85,266.84,170.498,car0,0.0
2.9,266.84,170.556,car0,0.0
2.95,266.84,170.614,car0,0.0
3.0,266.84,170.677,car0,0.0
3.05,266.84,170.73,car0,0.0
3.1,266.84,170.792,car0,0.0
3.15,266.84,170.849,car0,0.0
3.2,266.84,170.912,car0,0.0
3.25,266.84,170.977,car0,0.0
3.3,266.84,171.038,car0,0.0
3.35,266.84,171.096,car0,0.0
3.4,266.84,171.149,car0,0.0
3.45,266.84,171.214,car0,0.0
3.5,266.84,171.276,car0,0.0
3.55,266.84,171.329,car0,0.0
3.6,266.84,171.39,car0,0.0
3.65,266.84,171.45,car0,0.0
3.7,266.84,171.514,car0,0.0
3.75,266.84,171.572,car0,0.0
3.8,266.84,171.634,car0,0.0
3.85,266.84,171.697,car0,0.0
3.9,266.84,171.762,car0,0.0
3.95,266.84,171.826,car0,0.0
4.0,266.84,171.882,car0,0.0
4.05,266.84,171.942,car0,0.0
4.1,266.84,172.003,car0,0.0
4.15,266.84,172.066,car0,0.0
4.2,266.84,172.122,car0,0.0
4.25,266.84,172.182,car0,0.0
4.3,266.84,172.239,car0,0.0
4.35,266.84,172.299,car0,0.0
4.4,266.84,172.357,car0,0.0
4.45,266.84,172.412,car0,0.0
4.5,266.84,172.469,car0,0.0
4.55,266.84,172.529,car0,0.0
4.6,266.84,172.589,car0,0.0
4.65,266.84,172.641,car0,0.0
4.7,266.84,172.706,car0,0.0
4.75,266.84,172.767,car0,0.0
4.8,266.84,172.831,car0,0.0
4.85,266.84,172.885,car0,0.0
4.9,266.84,172.942,car0,0.0
4.95,266.84,172.995,car0,0.0
5.0,266.84,173.054,car0,0.0
5.05,266.84,173.113,car0,0.0
5.1,266.84,173.169,car0,0.0
5.15,266.84,173.228,car0,0.0
5.2,266.84,173.282,car0,0.0
5.25,266.84,173.34,car0,0.0
5.3,266.84,173.392,car0,0.0
5.35,266.84,173.453,car0,0.0
5.4,266.84,173.513,car0,0.0
5.45,266.84,173.574,car0,0.0
5.5,266.84,173.63,car0,0.0
5.55,266.84,173.694,car0,0.0
5.6,266.84,173.753,car0,0.0
5.65,266.84,173.809,car0,0.0
5.7,266.84,173.864,car0,0.0
5.75,266.84,173.925,car0,0.0
5.8,266.84,173.981,car0,0.0
5.85,266.84,174.045,car0,1.0
5.9,266.84,174.101,car0,1.0
5.95,266.84,174.164,car0,1.0
6.0,266.84,174.218,car0,1.0
6.05,266.84,174.278,car0,1.0
6.1,266.84,174.337,car0,1.0
6.15,266.84,174.401,car0,1.0
6.2,266.84,174.461,car0,1.0
6.25,266.84,174.518,car0,1.0
6.3,266.84,174.57,car0,1.0
6.35,266.84,174.624,car0,2.0
6.4,266.84,174.687,car0,2.0
6.45,266.84,174.74,car0,2.0
6.5,266.84,174.801,car0,2.0
6.55,266.84,174.858,car0,2.0
6.6,266.84,174.917,car0,2.0
6.65,266.84,174.975,car0,2.0
6.7,266.84,175.036,car0,3.0
6.75,266.84,175.096,car0,3.0
6.8,266.84,175.152,car0,3.0
6.85,266.84,175.21,car0,3.0
6.9,266.84,175.268,car0,3.0
6.95,266.84,175.331,car0,3.0
7.0,266.84,175.385,car0,3.0
7.05,266.84,175.442,car0,3.0
7.1,266.84,175.496,car0,4.0
7.15,266.84,175.549,car0,4.0
7.2,266.84,175.607,car0,4.0
7.25,266.84,175.672,car0,4.0
7.3,266.84,175.724,car0,4.0
7.35,266.84,175.778,car0,4.0
7.4,266.84,175.837,car0,4.0
7.45,266.84,175.89,car0,4.0
7.5,266.84,175.953,car0,4.0
7.55,266.84,176.014,car0,4.0
7.6,266.84,176.068,car0,4.0
7.65,266.84,176.127,car0,4.0
7.7,266.84,176.188,car0,4.0
7.75,266.84,176.253,car0,4.0
7.8,266.84,176.31,car0,4.0
7.85,266.84,176.363,car0,5.0
7.9,266.84,176.428,car0,5.0
7.95,266.84,176.487,car0,5.0
8.0,266.84,176.54,car0,5.0
8.05,266.84,176.6,car0,5.0
8.1,266.84,176.663,car0,5.0
8.15,266.84,176.717,car0,5.0
8.2,266.84,176.772,car0,5.0
8.25,266.84,176.832,car0,5.0
8.3,266.84,176.884,car0,5.0
8.35,266.84,176.943,car0,5.0
8.4,266.84,176.996,car0,5.0
8.45,266.84,177.051,car0,5.0
8.5,266.84,177.11,car0,5.0
8.55,266.84,177.164,car0,5.0
8.6,266.84,177.224,car0,5.0
8.65,266.84,177.287,car0,5.0
8.7,266.84,177.35,car0,5.0
8.75,266.84,177.409,car0,5.0
8.8,266.84,177.47,car0,5.0
8.85,266.84,177.526,car0,5.0
8.9,266.84,177.585,car0,5.0
8.95,266.84,177.646,car0,5.0
9.0,266.84,177.7,car0,5.0
9.05,266.84,177.763,car0,5.0
9.1,266.84,177.821,car0,5.0
9.15,266.84,177.884,car0,5.0
9.2,266.84,177.939,car0,5.0
9.25,266.84,178.003,car0,5.0
9.3,266.84,178.067,car0,5.0
9.35,266.84,178.129,car0,5.0
9.4,266.84,178.191,car0,5.0
9.45,266.84,178.253,car0,5.0
9.5,266.84,178.307,car0,5.0
9.55,266.84,178.368,car0,5.0
9.6,266.84,178.429,car0,5.0
9.65,266.84,178.483,car0,5.0
9.7,266.84,178.542,car0,5.0
9.75,266.84,178.605,car0,5.0
9.8,266.84,178.667,car0,5.0
9.85,266.84,178.72,car0,5.0
9.9,266.84,178.782,car0,5.0
9.95,266.84,178.835,car0,5.0
10.0,266.84,178.893,car0,5.0
10.05,266.84,178.948,car0,5.0
10.1,266.84,179.008,car0,5.0
10.15,266.84,179.065,car0,5.0
10.2,266.84,179.121,car0,5.0
10.25,266.84,179.177,car0,5.0
10.3,266.84,179.236,car0,5.0
10.35,266.84,179.294,car0,5.0
10.4,266.84,179.353,car0,5.0
10.45,266.84,179.409,car0,5.0
10.5,266.84,179.471,car0,5.0
10.55,266.84,179.531,car0,5.0
10.6,266.84,179.59,car0,5.0
10.65,266.84,179.647,car0,5.0
10.7,266.84,179.705,car0,5.0
10.75,266.84,179.759,car0,5.0
10.8,266.84,179.812,car0,5.0
10.85,266.84,179.874,car0,5.0
10.9,266.84,179.936,car0,5.0
10.95,266.84,179.997,car0,5.0
11.0,266.84,180.052,car0,5.0
11.05,266.84,180.105,car0,5.0
11.1,266.84,180.169,car0,5.0
11.15,266.84,180.227,car0,5.0
11.2,266.84,180.292,car0,5.0
11.25,266.84,180.345,car0,5.0
11.3,266.84,180.406,car0,5.0
11.35,266.84,180.47,car0,5.0
11.4,266.84,180.528,car0,5.0
11.45,266.84,180.587,car0,5.0
11.5,266.84,180.643,car0,5.0
11.55,266.84,180.702,car0,5.0
11.6,266.84,180.762,car0,5.0
11.65,266.84,180.824,car0,5.0
11.7,266.84,180.886,car0,5.0
11.75,266.84,180.942,car0,5.0
11.8,266.84,180.995,car0,5.0
11.85,266.84,181.051,car0,5.0
11.9,266.84,181.104,car0,5.0
11.95,266.84,181.169,car0,5.0
12.0,266.84,181.222,car0,5.0
12.05,266.84,181.278,car0,5.0
12.1,266.84,181.343,car0,5.0
12.15,266.84,181.402,car0,5.0
12.2,266.84,181.464,car0,5.0
12.25,266.84,181.519,car0,5.0
12.3,266.84,181.572,car0,5.0
12.35,266.84,181.625,car0,5.0
