timestamp,track_id,x_track,y_track
1.03576,85,283.252,161.055
1.03576,227,284.443,166.752
1.03576,36,283.256,160.668
2.03576,85,283.249,161.035
2.03576,227,284.643,166.87
2.03576,36,283.252,160.666
3.03576,85,283.248,161.029
3.03576,227,284.838,166.984
3.03576,36,283.25,160.665
4.03576,85,283.248,161.027
4.03576,227,285.03,167.096
4.03576,36,283.249,160.664
5.03576,85,283.248,161.025
5.03576,227,285.222,167.209
5.03576,36,283.249,160.664
6.03576,85,283.247,161.024
6.03576,36,283.248,160.664
7.03576,85,283.247,161.023
7.03576,36,283.248,160.664
8.03576,85,283.391,161.222
8.03576,36,283.248,160.671
9.03576,85,283.355,161.172
9.03576,36,283.248,160.67
10.0358,85,283.329,161.129
10.0358,36,283.272,160.634
11.0358,85,283.315,161.11
11.0358,36,283.267,160.64
11.0358,104,283.651,157.898
12.0358,85,283.302,161.092
12.0358,36,283.263,160.644
12.0358,104,283.858,156.9
13.0358,85,283.291,161.077
13.0358,36,283.26,160.648
13.0358,104,284.073,155.884
14.0358,85,283.281,161.065
14.0358,36,283.257,160.651
14.0358,104,284.284,154.888
15.0358,85,283.274,161.055
15.0358,36,283.256,160.653
15.0358,104,284.484,153.945
16.0358,85,283.268,161.047
16.0358,36,283.254,160.655
16.0358,104,284.68,153.024
17.0358,85,283.263,161.041
17.0358,36,283.253,160.656
17.0358,104,284.876,152.105
17.51945919482,231,251.485,154.7
18.0358,85,283.259,161.035
18.0358,36,283.252,160.657
18.0358,104,285.07,151.189
18.51945919482,231,251.345,155.63
19.0358,85,283.256,161.031
19.0358,36,283.251,160.658
19.0358,104,285.265,150.273
19.51945919482,231,251.115,156.68
19.839826323344,246,267.985,180.89
20.0358,85,283.253,161.027
20.0358,36,283.25,160.659
20.0358,23,284.189,162.181
20.51945919482,231,250.875,157.78
20.839826323344,246,267.815,179.88
21.0358,85,283.251,161.024
21.0358,36,283.25,160.659
21.0358,23,284.454,162.379
21.0358,124,283.945,159.696
21.51945919482,231,250.665,158.8
21.839826323344,246,267.575,178.79
22.0358,85,283.249,161.021
22.0358,36,283.249,160.66
22.0358,23,284.711,162.57
22.0358,124,284.476,158.818
22.0358,53,283.261,157.98
22.51945919482,231,250.795,159.97
22.839826323344,246,267.365,177.81
23.0358,85,283.247,161.019
23.0358,36,283.249,160.661
23.0358,23,284.966,162.76
23.0358,124,283.83,157.297
23.0358,53,280.645,156.391
23.51945919482,231,250.805,161.01
23.839826323344,246,267.665,176.59
24.0358,85,283.246,161.017
24.0358,36,283.248,160.685
24.0358,23,285.219,162.948
24.0358,124,283.85,156.039
24.0358,53,278.276,154.951
24.51945919482,231,250.835,162.05
24.839826323344,246,267.785,175.57
25.0358,85,283.244,161.015
25.0358,36,283.248,160.735
25.0358,124,284.037,154.851
25.0358,53,275.958,153.543
25.51945919482,231,250.825,163.1
25.839826323344,246,267.835,174.59
26.0358,85,283.243,161.014
26.0358,36,283.248,160.78
26.0358,124,284.059,153.71
26.0358,53,273.662,152.148
26.51945919482,231,250.785,164.15
26.839826323344,246,267.875,173.63
27.0358,85,283.242,161.012
27.0358,36,283.247,160.821
27.0358,124,284.069,152.581
27.0358,53,271.379,150.761
27.51945919482,231,250.825,165.22
27.839826323344,246,268.015,172.7
28.0358,85,283.24,161.01
28.0358,36,283.247,160.852
28.0358,124,284.079,151.455
28.51945919482,231,250.925,166.3
28.839826323344,246,267.945,171.65
29.0358,36,283.247,160.884
29.0358,124,284.089,150.33
29.0358,2,283.264,160.673
29.51945919482,231,250.995,167.37
29.839826323344,246,267.835,170.57
30.0358,36,283.247,160.91
30.0358,124,284.098,149.207
30.0358,2,283.254,160.667
30.224238977529,48,251.49,168.6
30.51945919482,231,250.985,168.42
30.839826323344,246,267.815,169.51
31.0358,36,283.246,160.933
31.0358,2,283.252,160.666
31.224238977529,48,251.28,169.83
31.51945919482,231,250.975,169.46
31.839826323344,246,267.855,168.47
32.0358,36,283.246,160.953
32.0358,2,283.25,160.665
32.224238977529,48,251.06,170.88
32.51945919482,231,250.965,170.51
32.839826323344,246,267.855,167.45
32.92142279421,135,267.99,167.02
33.0358,36,283.246,160.971
33.0358,2,283.25,160.664
33.224238977529,48,250.83,171.96
33.51945919482,231,250.955,171.55
33.839826323344,246,267.865,166.43
33.92142279421,135,267.81,165.95
34.0358,36,283.246,160.988
34.0358,2,283.249,160.664
34.224238977529,48,250.62,172.94
