timestamp,x_gt,y_gt,car_id,sensor_id
22.3,266.84,178.341,car0,5
22.35,266.84,178.41,car0,5
22.4,266.84,178.473,car0,5
22.45,266.84,178.537,car0,5
22.5,266.84,178.602,car0,5
22.55,266.84,178.67,car0,5
22.6,266.84,178.735,car0,5
22.65,266.84,178.797,car0,5
22.7,266.84,178.871,car0,5
22.75,266.84,178.938,car0,5
22.8,266.84,179.012,car0,5
22.85,266.84,179.087,car0,5
22.9,266.84,179.161,car0,5
22.95,266.84,179.226,car0,5
23.0,266.84,179.299,car0,5
23.05,266.84,179.363,car0,5
23.1,266.84,179.432,car0,5
23.15,266.84,179.499,car0,5
23.2,266.84,179.567,car0,5
23.25,266.84,179.64,car0,5
23.3,266.84,179.706,car0,5
23.35,266.84,179.779,car0,5
23.4,266.84,179.851,car0,5
23.45,266.84,179.922,car0,5
23.5,266.84,179.996,car0,5
23.55,266.84,180.061,car0,5
23.6,266.84,180.127,car0,5
23.65,266.84,180.195,car0,5
23.7,266.84,180.264,car0,5
23.75,266.84,180.325,car0,5
23.8,266.84,180.393,car0,5
23.85,266.84,180.454,car0,5
23.9,266.84,180.528,car0,5
23.95,266.84,180.603,car0,5
24.0,266.84,180.671,car0,5
24.05,266.84,180.74,car0,5
24.1,266.84,180.801,car0,5
24.15,266.84,180.866,car0,5
24.2,266.84,180.929,car0,5
24.25,266.84,180.992,car0,5
24.3,266.84,181.054,car0,5
24.35,266.84,181.125,car0,5
24.4,266.84,181.191,car0,5
24.45,266.84,181.262,car0,5
24.5,266.84,181.335,car0,5
24.55,266.84,181.399,car0,5
24.6,266.84,181.472,car0,5
24.65,266.84,181.544,car0,5
24.7,266.84,181.606,car0,5
24.75,266.84,181.669,car0,5
