timestamp,x_gt,y_gt,track_id,x_track,y_track,car_id,sensor_id
81.4,266.84,168.636,35,267.526,180.031,35,0
81.45,266.84,168.688,35,267.54,180.094,35,0
81.5,266.84,168.737,35,267.553,180.157,35,0
81.55,266.84,168.788,35,267.566,180.216,35,0
81.6,266.84,168.846,35,267.578,180.274,35,0
81.65,266.84,168.898,35,267.592,180.338,35,0
81.7,266.84,168.956,35,267.605,180.402,35,0
81.75,266.84,169.006,35,267.62,180.471,35,0
81.8,266.84,169.065,35,267.632,180.529,35,0
81.85,266.84,169.12,35,267.647,180.6,35,0
81.9,266.84,169.17,35,267.662,180.672,35,0
81.95,266.84,169.222,35,267.676,180.734,35,0
82.0,266.84,169.274,35,267.689,180.797,35,0
82.05,266.84,169.333,35,267.703,180.862,35,0
82.1,266.84,169.386,35,267.714,180.912,35,0
82.15,266.84,169.441,35,267.725,180.964,35,0
82.2,266.84,169.5,35,267.736,181.019,35,0
82.25,266.84,169.551,90,267.548,169.545,90,0
82.3,266.84,169.607,90,267.536,169.603,90,0
82.35,266.84,169.656,90,267.525,169.655,90,0
82.4,266.84,169.712,90,267.513,169.713,90,0
82.45,266.84,169.772,90,267.5,169.774,90,0
82.5,266.84,169.822,90,267.488,169.827,90,0
82.55,266.84,169.879,90,267.476,169.886,90,0
82.6,266.84,169.929,90,267.465,169.938,90,0
82.65,266.84,169.98,90,267.454,169.989,90,0
82.7,266.84,170.028,90,267.443,170.038,90,0
82.75,266.84,170.086,90,267.431,170.097,90,0
82.8,266.84,170.137,90,267.42,170.15,90,0
82.85,266.84,170.192,90,267.408,170.207,90,0
82.9,266.84,170.249,90,267.395,170.264,90,0
82.95,266.84,170.304,90,267.384,170.319,90,0
83.0,266.84,170.359,90,267.372,170.374,90,0
83.05,266.84,170.412,90,267.361,170.425,90,0
83.1,266.84,170.465,90,267.35,170.477,90,0
83.15,266.84,170.517,90,267.34,170.525,90,0
83.2,266.84,170.569,90,267.33,170.574,90,0
83.25,266.84,170.625,90,267.318,170.627,90,0
83.3,266.84,170.673,90,267.309,170.67,90,0
83.35,266.84,170.724,90,267.299,170.716,90,0
83.4,266.84,170.782,90,267.289,170.767,90,0
83.45,266.84,170.831,90,267.28,170.808,90,0
83.5,266.84,170.886,90,267.271,170.849,90,0
83.55,266.84,170.942,90,267.265,170.88,90,0
83.6,266.84,170.995,90,267.254,170.929,90,0
83.65,266.84,171.049,90,267.243,170.981,90,0
83.7,266.84,171.099,90,267.233,171.027,90,0
83.75,266.84,171.156,90,267.221,171.083,90,0
83.8,266.84,171.212,90,267.21,171.139,90,0
83.85,266.84,171.27,90,267.197,171.196,90,0
83.9,266.84,171.328,90,267.185,171.253,90,0
83.95,266.84,171.378,90,267.175,171.301,90,0
84.0,266.84,171.432,90,267.164,171.353,90,0
84.05,266.84,171.482,90,267.154,171.401,90,0
84.1,266.84,171.533,90,267.144,171.449,90,0
84.15,266.84,171.581,90,267.134,171.494,90,0
84.2,266.84,171.634,90,267.124,171.544,90,0
84.25,266.84,171.685,90,267.112,171.599,90,0
84.3,266.84,171.735,90,267.099,171.659,90,0
84.35,266.84,171.791,90,267.085,171.724,90,0
84.4,266.84,171.85,90,267.071,171.79,90,0
84.45,266.84,171.904,90,267.058,171.851,90,0
84.5,266.84,171.96,90,267.045,171.912,90,0
84.55,266.84,172.014,90,267.033,171.97,90,0
84.6,266.84,172.063,90,267.022,172.021,90,0
84.65,266.84,172.118,90,267.011,172.075,90,0
84.7,266.84,172.17,90,267.0,172.123,90,0
84.75,266.84,172.228,90,266.989,172.176,90,0
84.8,266.84,172.286,90,266.979,172.224,90,0
84.85,266.84,172.335,90,266.971,172.262,90,0
84.9,266.84,172.394,90,266.965,172.288,90,0
84.95,266.84,172.447,90,266.955,172.335,90,0
85.0,266.84,172.497,90,266.945,172.386,90,0
85.05,266.84,172.552,90,266.933,172.441,90,0
85.1,266.84,172.603,90,266.922,172.491,90,0
85.15,266.84,172.66,90,266.911,172.544,90,0
85.2,266.84,172.709,90,266.901,172.588,90,0
85.25,266.84,172.76,90,266.892,172.634,90,0
85.3,266.84,172.813,90,266.88,172.691,90,0
85.35,266.84,172.871,90,266.867,172.749,90,0
85.4,266.84,172.919,90,266.857,172.797,90,0
85.45,266.84,172.968,90,266.848,172.842,90,0
85.5,266.84,173.027,90,266.837,172.893,90,0
85.55,266.84,173.076,90,266.826,172.942,90,0
85.6,266.84,173.124,90,266.816,172.989,90,0
85.65,266.84,173.179,90,266.806,173.038,90,0
85.7,266.84,173.233,90,266.796,173.086,90,0
85.75,266.84,173.283,90,266.786,173.133,90,0
85.8,266.84,173.338,90,266.776,173.18,90,0
85.85,266.84,173.395,90,266.765,173.232,90,0
85.9,266.84,173.448,90,266.755,173.276,90,0
85.95,266.84,173.496,90,266.747,173.316,90,0
86.0,266.84,173.547,90,266.74,173.349,90,0
86.05,266.84,173.6,90,266.735,173.372,90,0
86.1,266.84,173.657,90,267.329,173.706,90,0
86.15,266.84,173.712,90,267.275,173.753,90,0
86.2,266.84,173.763,90,267.238,173.786,90,0
86.25,266.84,173.823,90,267.202,173.816,90,0
86.3,266.84,173.881,90,267.121,173.887,90,0
86.35,266.84,173.941,90,267.059,173.941,90,0
86.4,266.84,173.996,90,267.018,173.977,90,1
86.45,266.84,174.046,90,266.988,174.003,90,1
86.5,266.84,174.094,90,266.96,174.027,90,1
86.55,266.84,174.149,90,266.93,174.053,90,1
86.6,266.84,174.207,90,266.902,174.078,90,1
86.65,266.84,174.259,90,266.878,174.098,90,1
86.7,266.84,174.318,90,266.856,174.118,90,1
86.75,266.84,174.376,90,266.846,174.126,90,1
86.8,266.84,174.428,90,266.91,174.07,90,1
86.85,266.84,174.484,,,,,1
86.9,266.84,174.536,,,,,1
86.95,266.84,174.585,90,267.119,174.6,90,2
87.0,266.84,174.642,90,266.964,174.622,90,2
87.05,266.84,174.698,90,266.917,174.629,90,2
87.1,266.84,174.745,90,266.902,174.631,90,2
87.15,266.84,174.793,90,266.891,174.632,90,2
87.2,266.84,174.843,90,266.886,174.633,90,2
87.25,266.84,174.898,90,266.89,174.633,90,2
87.3,266.84,174.951,90,266.938,174.626,90,2
87.35,266.84,175.004,90,267.139,174.598,90,3
87.4,266.84,175.063,90,267.082,175.074,90,3
87.45,266.84,175.114,90,266.899,175.049,90,3
87.5,266.84,175.17,90,266.886,175.047,90,3
87.55,266.84,175.223,90,266.887,175.047,90,3
87.6,266.84,175.28,90,266.897,175.048,90,3
87.65,266.84,175.336,90,266.916,175.051,90,3
87.7,266.84,175.391,90,266.974,175.059,90,3
87.75,266.84,175.447,90,267.107,175.078,90,3
87.8,266.84,175.505,,,,,4
87.85,266.84,175.553,,,,,4
87.9,266.84,175.611,90,266.863,175.569,90,4
87.95,266.84,175.667,90,266.841,175.549,90,4
88.0,266.84,175.721,90,266.856,175.562,90,4
88.05,266.84,175.779,90,266.878,175.581,90,4
88.1,266.84,175.837,90,266.903,175.604,90,4
88.15,266.84,175.888,90,266.928,175.625,90,4
88.2,266.84,175.936,90,266.955,175.648,90,4
88.25,266.84,175.989,90,266.985,175.675,90,4
88.3,266.84,176.045,90,267.026,175.71,90,4
88.35,266.84,176.095,90,267.075,175.753,90,4
88.4,266.84,176.144,90,267.143,175.812,90,4
88.45,266.84,176.194,90,267.172,175.837,90,5
88.5,266.84,176.253,90,267.211,175.871,90,5
88.55,266.84,176.311,90,267.266,175.919,90,5
88.6,266.84,176.359,90,266.721,176.244,90,5
88.65,266.84,176.414,90,266.725,176.261,90,5
88.7,266.84,176.474,90,266.733,176.298,90,5
88.75,266.84,176.531,90,266.743,176.345,90,5
88.8,266.84,176.581,90,266.752,176.39,90,5
88.85,266.84,176.636,90,266.762,176.437,90,5
88.9,266.84,176.69,90,266.773,176.488,90,5
88.95,266.84,176.74,90,266.782,176.53,90,5
89.0,266.84,176.789,90,266.792,176.575,90,5
89.05,266.84,176.839,90,266.802,176.623,90,5
89.1,266.84,176.889,90,266.811,176.666,90,5
89.15,266.84,176.939,90,266.821,176.712,90,5
89.2,266.84,176.99,90,266.832,176.763,90,5
89.25,266.84,177.043,90,266.842,176.812,90,5
89.3,266.84,177.101,90,266.853,176.863,90,5
89.35,266.84,177.157,90,266.864,176.916,90,5
89.4,266.84,177.21,90,266.875,176.967,90,5
89.45,266.84,177.261,90,266.885,177.016,90,5
89.5,266.84,177.312,90,266.896,177.067,90,5
89.55,266.84,177.362,90,266.906,177.111,90,5
89.6,266.84,177.419,90,266.917,177.163,90,5
89.65,266.84,177.467,90,266.926,177.208,90,5
89.7,266.84,177.526,90,266.938,177.264,90,5
89.75,266.84,177.58,90,266.949,177.315,90,5
89.8,266.84,177.638,90,266.961,177.37,90,5
89.85,266.84,177.686,90,266.971,177.419,90,5
89.9,266.84,177.738,90,266.983,177.474,90,5
89.95,266.84,177.796,90,266.993,177.524,90,5
90.0,266.84,177.847,90,267.001,177.561,90,5
90.05,266.84,177.904,90,267.011,177.606,90,5
90.1,266.84,177.957,90,267.02,177.65,90,5
90.15,266.84,178.013,90,267.031,177.699,90,5
90.2,266.84,178.062,90,267.04,177.743,90,5
90.25,266.84,178.114,90,267.05,177.79,90,5
90.3,266.84,178.167,90,267.061,177.841,90,5
