timestamp,x,y,car,sensor
39.5,266.84,177.661,car0,5
39.55,266.84,177.716,car0,5
39.6,266.84,177.769,car0,5
39.65,266.84,177.82,car0,5
39.7,266.84,177.869,car0,5
39.75,266.84,177.919,car0,5
39.8,266.84,177.978,car0,5
39.85,266.84,178.029,car0,5
39.9,266.84,178.085,car0,5
39.95,266.84,178.144,car0,5
40.0,266.84,178.202,car0,5
40.05,266.84,178.259,car0,5
40.1,266.84,178.318,car0,5
40.15,266.84,178.371,car0,5
40.2,266.84,178.423,car0,5
40.25,266.84,178.472,car0,5
40.3,266.84,178.525,car0,5
40.35,266.84,178.586,car0,5
40.4,266.84,178.64,car0,5
40.45,266.84,178.698,car0,5
40.5,266.84,178.759,car0,5
40.55,266.84,178.817,car0,5
40.6,266.84,178.875,car0,5
40.65,266.84,178.929,car0,5
40.7,266.84,178.99,car0,5
40.75,266.84,179.048,car0,5
40.8,266.84,179.098,car0,5
40.85,266.84,179.155,car0,5
40.9,266.84,179.209,car0,5
40.95,266.84,179.267,car0,5
41.0,266.84,179.319,car0,5
41.05,266.84,179.371,car0,5
41.1,266.84,179.428,car0,5
41.15,266.84,179.479,car0,5
41.2,266.84,179.532,car0,5
41.25,266.84,179.594,car0,5
41.3,266.84,179.645,car0,5
41.35,266.84,179.701,car0,5
41.4,266.84,179.754,car0,5
41.45,266.84,179.807,car0,5
41.5,266.84,179.864,car0,5
41.55,266.84,179.914,car0,5
41.6,266.84,179.965,car0,5
41.65,266.84,180.018,car0,5
41.7,266.84,180.07,car0,5
41.75,266.84,180.122,car0,5
41.8,266.84,180.176,car0,5
41.85,266.84,180.232,car0,5
41.9,266.84,180.287,car0,5
41.95,266.84,180.347,car0,5
42.0,266.84,180.407,car0,5
42.05,266.84,180.456,car0,5
42.1,266.84,180.512,car0,5
42.15,266.84,180.569,car0,5
42.2,266.84,180.622,car0,5
42.25,266.84,180.682,car0,5
42.3,266.84,180.737,car0,5
42.35,266.84,180.789,car0,5
42.4,266.84,180.85,car0,5
42.45,266.84,180.902,car0,5
42.5,266.84,180.957,car0,5
42.55,266.84,181.015,car0,5
42.6,266.84,181.068,car0,5
42.65,266.84,181.125,car0,5
42.7,266.84,181.18,car0,5
42.75,266.84,181.237,car0,5
42.8,266.84,181.286,car0,5
42.85,266.84,181.337,car0,5
42.9,266.84,181.397,car0,5
42.95,266.84,181.456,car0,5
43.0,266.84,181.514,car0,5
43.05,266.84,181.575,car0,5
