timestamp,x,y,car,sensor_id
81.4,266.84,168.636,car0,0
81.45,266.84,168.688,car0,0
81.5,266.84,168.737,car0,0
81.55,266.84,168.788,car0,0
81.6,266.84,168.846,car0,0
81.65,266.84,168.898,car0,0
81.7,266.84,168.956,car0,0
81.75,266.84,169.006,car0,0
81.8,266.84,169.065,car0,0
81.85,266.84,169.12,car0,0
81.9,266.84,169.17,car0,0
81.95,266.84,169.222,car0,0
82.0,266.84,169.274,car0,0
82.05,266.84,169.333,car0,0
82.1,266.84,169.386,car0,0
82.15,266.84,169.441,car0,0
82.2,266.84,169.5,car0,0
82.25,266.84,169.551,car0,0
82.3,266.84,169.607,car0,0
82.35,266.84,169.656,car0,0
82.4,266.84,169.712,car0,0
82.45,266.84,169.772,car0,0
82.5,266.84,169.822,car0,0
82.55,266.84,169.879,car0,0
82.6,266.84,169.929,car0,0
82.65,266.84,169.98,car0,0
82.7,266.84,170.028,car0,0
82.75,266.84,170.086,car0,0
82.8,266.84,170.137,car0,0
82.85,266.84,170.192,car0,0
82.9,266.84,170.249,car0,0
82.95,266.84,170.304,car0,0
83.0,266.84,170.359,car0,0
83.05,266.84,170.412,car0,0
83.1,266.84,170.465,car0,0
83.15,266.84,170.517,car0,0
83.2,266.84,170.569,car0,0
83.25,266.84,170.625,car0,0
83.3,266.84,170.673,car0,0
83.35,266.84,170.724,car0,0
83.4,266.84,170.782,car0,0
83.45,266.84,170.831,car0,0
83.5,266.84,170.886,car0,0
83.55,266.84,170.942,car0,0
83.6,266.84,170.995,car0,0
83.65,266.84,171.049,car0,0
83.7,266.84,171.099,car0,0
83.75,266.84,171.156,car0,0
83.8,266.84,171.212,car0,0
83.85,266.84,171.27,car0,0
83.9,266.84,171.328,car0,0
83.95,266.84,171.378,car0,0
84.0,266.84,171.432,car0,0
84.05,266.84,171.482,car0,0
84.1,266.84,171.533,car0,0
84.15,266.84,171.581,car0,0
84.2,266.84,171.634,car0,0
84.25,266.84,171.685,car0,0
84.3,266.84,171.735,car0,0
84.35,266.84,171.791,car0,0
84.4,266.84,171.85,car0,0
84.45,266.84,171.904,car0,0
84.5,266.84,171.96,car0,0
84.55,266.84,172.014,car0,0
84.6,266.84,172.063,car0,0
84.65,266.84,172.118,car0,0
84.7,266.84,172.17,car0,0
84.75,266.84,172.228,car0,0
84.8,266.84,172.286,car0,0
84.85,266.84,172.335,car0,0
84.9,266.84,172.394,car0,0
84.95,266.84,172.447,car0,0
85.0,266.84,172.497,car0,0
85.05,266.84,172.552,car0,0
85.1,266.84,172.603,car0,0
85.15,266.84,172.66,car0,0
85.2,266.84,172.709,car0,0
85.25,266.84,172.76,car0,0
85.3,266.84,172.813,car0,0
85.35,266.84,172.871,car0,0
85.4,266.84,172.919,car0,0
85.45,266.84,172.968,car0,0
85.5,266.84,173.027,car0,0
85.55,266.84,173.076,car0,0
85.6,266.84,173.124,car0,0
85.65,266.84,173.179,car0,0
85.7,266.84,173.233,car0,0
85.75,266.84,173.283,car0,0
85.8,266.84,173.338,car0,0
85.85,266.84,173.395,car0,0
