timestamp,x,y,car_id,sensor_id
16.2,266.84,168.671,car0,0
16.25,266.84,168.735,car0,0
16.3,266.84,168.8,car0,0
16.35,266.84,168.861,car0,0
16.4,266.84,168.927,car0,0
16.45,266.84,168.987,car0,0
16.5,266.84,169.046,car0,0
16.55,266.84,169.117,car0,0
16.6,266.84,169.181,car0,0
16.65,266.84,169.241,car0,0
16.7,266.84,169.311,car0,0
16.75,266.84,169.38,car0,0
16.8,266.84,169.441,car0,0
16.85,266.84,169.505,car0,0
16.9,266.84,169.575,car0,0
16.95,266.84,169.637,car0,0
17.0,266.84,169.696,car0,0
17.05,266.84,169.763,car0,0
17.1,266.84,169.822,car0,0
17.15,266.84,169.884,car0,0
17.2,266.84,169.948,car0,0
17.25,266.84,170.007,car0,0
17.3,266.84,170.069,car0,0
17.35,266.84,170.139,car0,0
17.4,266.84,170.198,car0,0
17.45,266.84,170.268,car0,0
17.5,266.84,170.329,car0,0
17.55,266.84,170.398,car0,0
17.6,266.84,170.462,car0,0
17.65,266.84,170.531,car0,0
17.7,266.84,170.592,car0,0
17.75,266.84,170.663,car0,0
17.8,266.84,170.723,car0,0
17.85,266.84,170.787,car0,0
17.9,266.84,170.852,car0,0
17.95,266.84,170.912,car0,0
18.0,266.84,170.975,car0,0
18.05,266.84,171.037,car0,0
18.1,266.84,171.103,car0,0
18.15,266.84,171.168,car0,0
18.2,266.84,171.231,car0,0
18.25,266.84,171.298,car0,0
18.3,266.84,171.366,car0,0
18.35,266.84,171.437,car0,0
18.4,266.84,171.507,car0,0
18.45,266.84,171.576,car0,0
18.5,266.84,171.643,car0,0
18.55,266.84,171.704,car0,0
18.6,266.84,171.768,car0,0
18.65,266.84,171.838,car0,0
18.7,266.84,171.902,car0,0
18.75,266.84,171.968,car0,0
18.8,266.84,172.038,car0,0
18.85,266.84,172.107,car0,0
18.9,266.84,172.171,car0,0
18.95,266.84,172.236,car0,0
19.0,266.84,172.304,car0,0
19.05,266.84,172.362,car0,0
19.1,266.84,172.433,car0,0
19.15,266.84,172.502,car0,0
19.2,266.84,172.563,car0,0
19.25,266.84,172.623,car0,0
19.3,266.84,172.681,car0,0
19.35,266.84,172.741,car0,0
19.4,266.84,172.803,car0,0
19.45,266.84,172.874,car0,0
19.5,266.84,172.937,car0,0
19.55,266.84,173.002,car0,0
19.6,266.84,173.073,car0,0
19.65,266.84,173.143,car0,0
19.7,266.84,173.205,car0,0
19.75,266.84,173.275,car0,0
19.8,266.84,173.338,car0,0
19.85,266.84,173.4,car0,0
19.9,266.84,173.458,car0,0
19.95,266.84,173.526,car0,0
20.0,266.84,173.588,car0,0
20.05,266.84,173.646,car0,0
20.1,266.84,173.713,car0,0
20.15,266.84,173.781,car0,0
20.2,266.84,173.851,car0,0
20.25,266.84,173.909,car0,0
20.3,266.84,173.975,car0,0
20.35,266.84,174.042,car0,1
20.4,266.84,174.112,car0,1
20.45,266.84,174.174,car0,1
20.5,266.84,174.236,car0,1
20.55,266.84,174.301,car0,1
20.6,266.84,174.359,car0,1
20.65,266.84,174.421,car0,1
20.7,266.84,174.482,car0,1
20.75,266.84,174.539,car0,1
20.8,266.84,174.604,car0,2
20.85,266.84,174.667,car0,2
20.9,266.84,174.73,car0,2
20.95,266.84,174.796,car0,2
21.0,266.84,174.856,car0,2
21.05,266.84,174.915,car0,2
21.1,266.84,174.974,car0,2
21.15,266.84,175.044,car0,3
21.2,266.84,175.114,car0,3
21.25,266.84,175.184,car0,3
21.3,266.84,175.254,car0,3
21.35,266.84,175.318,car0,3
21.4,266.84,175.378,car0,3
21.45,266.84,175.444,car0,3
21.5,266.84,175.515,car0,4
21.55,266.84,175.578,car0,4
21.6,266.84,175.643,car0,4
21.65,266.84,175.709,car0,4
21.7,266.84,175.773,car0,4
21.75,266.84,175.843,car0,4
21.8,266.84,175.903,car0,4
21.85,266.84,175.971,car0,4
21.9,266.84,176.029,car0,4
21.95,266.84,176.098,car0,4
22.0,266.84,176.164,car0,5
22.05,266.84,176.229,car0,5
22.1,266.84,176.292,car0,5
22.15,266.84,176.358,car0,5
22.2,266.84,176.425,car0,5
22.25,266.84,176.494,car0,5
22.3,266.84,176.555,car0,5
22.35,266.84,176.616,car0,5
22.4,266.84,176.685,car0,5
22.45,266.84,176.75,car0,5
22.5,266.84,176.813,car0,5
