timestamp,x_gt,y_gt,sensor_id,track_id,x_track,y_track,car_id
31.15,266.84,168.645,0,74.0,267.694,168.605,car0
31.2,266.84,168.713,0,74.0,267.768,168.72,car0
31.25,266.84,168.779,0,74.0,267.746,168.777,car0
31.3,266.84,168.842,0,74.0,267.727,168.833,car0
31.35,266.84,168.906,0,74.0,267.709,168.889,car0
31.4,266.84,168.968,0,74.0,267.694,168.947,car0
31.45,266.84,169.033,0,74.0,267.678,169.008,car0
31.5,266.84,169.099,0,74.0,267.662,169.072,car0
31.55,266.84,169.16,0,74.0,267.648,169.135,car0
31.6,266.84,169.226,0,74.0,267.633,169.198,car0
31.65,266.84,169.288,0,74.0,267.619,169.261,car0
31.7,266.84,169.349,0,74.0,267.604,169.324,car0
31.75,266.84,169.41,0,74.0,267.59,169.39,car0
31.8,266.84,169.48,0,74.0,267.575,169.458,car0
31.85,266.84,169.543,0,74.0,267.56,169.526,car0
31.9,266.84,169.613,0,74.0,267.545,169.595,car0
31.95,266.84,169.676,0,74.0,267.53,169.664,car0
32.0,266.84,169.744,0,74.0,267.515,169.733,car0
32.05,266.84,169.805,0,74.0,267.5,169.8,car0
32.1,266.84,169.876,0,74.0,267.485,169.869,car0
32.15,266.84,169.935,0,74.0,267.47,169.937,car0
32.2,266.84,169.998,0,74.0,267.456,170.004,car0
32.25,266.84,170.069,0,74.0,267.441,170.072,car0
32.3,266.84,170.139,0,74.0,267.426,170.141,car0
32.35,266.84,170.207,0,74.0,267.412,170.209,car0
32.4,266.84,170.275,0,74.0,267.397,170.278,car0
32.45,266.84,170.345,0,74.0,267.382,170.347,car0
32.5,266.84,170.409,0,74.0,267.367,170.415,car0
32.55,266.84,170.476,0,74.0,267.353,170.483,car0
32.6,266.84,170.543,0,74.0,267.338,170.55,car0
32.65,266.84,170.615,0,74.0,267.324,170.617,car0
32.7,266.84,170.677,0,74.0,267.31,170.683,car0
32.75,266.84,170.74,0,74.0,267.296,170.748,car0
32.8,266.84,170.801,0,74.0,267.282,170.811,car0
32.85,266.84,170.872,0,74.0,267.269,170.874,car0
32.9,266.84,170.934,0,74.0,267.256,170.933,car0
32.95,266.84,170.998,0,74.0,267.244,170.992,car0
33.0,266.84,171.067,0,74.0,267.231,171.052,car0
33.05,266.84,171.135,0,74.0,267.218,171.112,car0
33.1,266.84,171.204,0,74.0,267.205,171.173,car0
33.15,266.84,171.267,0,74.0,267.192,171.234,car0
33.2,266.84,171.332,0,74.0,267.179,171.296,car0
33.25,266.84,171.391,0,74.0,267.166,171.357,car0
33.3,266.84,171.457,0,74.0,267.153,171.418,car0
33.35,266.84,171.515,0,74.0,267.14,171.478,car0
33.4,266.84,171.579,0,74.0,267.127,171.538,car0
33.45,266.84,171.637,0,74.0,267.114,171.598,car0
33.5,266.84,171.697,0,74.0,267.101,171.659,car0
33.55,266.84,171.758,0,74.0,267.088,171.72,car0
33.6,266.84,171.822,0,74.0,267.075,171.782,car0
33.65,266.84,171.891,0,74.0,267.062,171.845,car0
33.7,266.84,171.949,0,74.0,267.048,171.909,car0
