timestamp,car_id,sensor_id,track_id,gt_x,gt_y,track_x,track_y
31.15,car0,unknown,0,266.84,168.645,267.742,168.636
31.2,car0,unknown,0,266.84,168.713,267.728,168.699
31.25,car0,unknown,0,266.84,168.779,267.715,168.76
31.3,car0,unknown,0,266.84,168.842,267.703,168.818
31.35,car0,unknown,0,266.84,168.906,267.69,168.876
31.4,car0,unknown,0,266.84,168.968,267.678,168.937
31.45,car0,unknown,0,266.84,169.033,267.663,169.003
31.5,car0,unknown,0,266.84,169.099,267.649,169.071
31.55,car0,unknown,0,266.84,169.16,267.636,169.132
31.6,car0,unknown,0,266.84,169.226,267.622,169.197
31.65,car0,unknown,0,266.84,169.288,267.609,169.259
31.7,car0,unknown,0,266.84,169.349,267.596,169.322
31.75,car0,unknown,0,266.84,169.41,267.581,169.394
31.8,car0,unknown,0,266.84,169.48,267.564,169.47
31.85,car0,unknown,0,266.84,169.543,267.55,169.537
31.9,car0,unknown,0,266.84,169.613,267.535,169.61
31.95,car0,unknown,0,266.84,169.676,267.521,169.675
32.0,car0,unknown,0,266.84,169.744,267.506,169.746
32.05,car0,unknown,0,266.84,169.805,267.492,169.808
32.1,car0,unknown,0,266.84,169.876,267.477,169.882
32.15,car0,unknown,0,266.84,169.935,267.464,169.943
32.2,car0,unknown,0,266.84,169.998,267.45,170.008
32.25,car0,unknown,0,266.84,170.069,267.435,170.08
32.3,car0,unknown,0,266.84,170.139,267.419,170.152
32.35,car0,unknown,0,266.84,170.207,267.405,170.221
32.4,car0,unknown,0,266.84,170.275,267.39,170.29
32.45,car0,unknown,0,266.84,170.345,267.375,170.36
32.5,car0,unknown,0,266.84,170.409,267.362,170.422
32.55,car0,unknown,0,266.84,170.476,267.348,170.486
32.6,car0,unknown,0,266.84,170.543,267.335,170.551
32.65,car0,unknown,0,266.84,170.615,267.32,170.617
32.7,car0,unknown,0,266.84,170.677,267.308,170.674
32.75,car0,unknown,0,266.84,170.74,267.297,170.73
32.8,car0,unknown,0,266.84,170.801,267.285,170.783
32.85,car0,unknown,0,266.84,170.872,267.273,170.839
32.9,car0,unknown,0,266.84,170.934,267.266,170.872
32.95,car0,unknown,0,266.84,170.998,267.253,170.932
33.0,car0,unknown,0,266.84,171.067,267.24,170.998
33.05,car0,unknown,0,266.84,171.135,267.226,171.062
33.1,car0,unknown,0,266.84,171.204,267.211,171.131
33.15,car0,unknown,0,266.84,171.267,267.198,171.194
33.2,car0,unknown,0,266.84,171.332,267.184,171.257
33.25,car0,unknown,0,266.84,171.391,267.172,171.314
33.3,car0,unknown,0,266.84,171.457,267.159,171.376
33.35,car0,unknown,0,266.84,171.515,267.147,171.432
33.4,car0,unknown,0,266.84,171.579,267.135,171.492
33.45,car0,unknown,0,266.84,171.637,267.123,171.547
33.5,car0,unknown,0,266.84,171.697,267.109,171.613
33.55,car0,unknown,0,266.84,171.758,267.093,171.686
33.6,car0,unknown,0,266.84,171.822,267.078,171.758
33.65,car0,unknown,0,266.84,171.891,267.061,171.836
33.7,car0,unknown,0,266.84,171.949,267.048,171.901
33.75,car0,unknown,0,266.84,172.017,267.032,171.973
33.8,car0,unknown,0,266.84,172.077,267.019,172.035
33.85,car0,unknown,0,266.84,172.136,267.007,172.091
33.9,car0,unknown,0,266.84,172.207,266.993,172.157
33.95,car0,unknown,0,266.84,172.278,266.98,172.218
34.0,car0,unknown,0,266.84,172.348,266.969,172.27
34.05,car0,unknown,0,266.84,172.412,266.963,172.297
34.1,car0,unknown,0,266.84,172.479,266.948,172.368
34.15,car0,unknown,0,266.84,172.549,266.933,172.439
34.2,car0,unknown,0,266.84,172.617,266.919,172.504
34.25,car0,unknown,0,266.84,172.679,266.907,172.562
34.3,car0,unknown,0,266.84,172.743,266.895,172.619
34.35,car0,unknown,0,266.84,172.81,266.88,172.688
34.4,car0,unknown,0,266.84,172.868,266.868,172.747
34.45,car0,unknown,0,266.84,172.931,266.855,172.806
34.5,car0,unknown,0,266.84,172.996,266.842,172.866
34.55,car0,unknown,0,266.84,173.055,266.831,172.922
34.6,car0,unknown,0,266.84,173.122,266.817,172.987
34.65,car0,unknown,0,266.84,173.186,266.805,173.044
34.7,car0,unknown,0,266.84,173.255,266.791,173.108
34.75,car0,unknown,0,266.84,173.314,266.78,173.161
34.8,car0,unknown,0,266.84,173.384,266.767,173.221
34.85,car0,unknown,0,266.84,173.446,266.756,173.275
34.9,car0,unknown,0,266.84,173.517,266.744,173.331
34.95,car0,unknown,0,266.84,173.581,266.736,173.366
35.0,car0,unknown,0,266.84,173.645,267.346,173.691
35.05,car0,unknown,0,266.84,173.711,267.275,173.753
35.1,car0,unknown,0,266.84,173.778,267.229,173.794
35.15,car0,unknown,0,266.84,173.848,267.184,173.832
35.2,car0,unknown,0,266.84,173.906,267.091,173.913
35.25,car0,unknown,0,266.84,173.967,267.038,173.959
35.3,car0,unknown,0,266.84,174.025,267.0,173.992
35.35,car0,unknown,0,266.84,174.09,266.963,174.024
35.4,car0,unknown,0,266.84,174.154,266.928,174.055
35.45,car0,unknown,0,266.84,174.22,266.895,174.083
35.5,car0,unknown,0,266.84,174.29,266.866,174.109
35.55,car0,unknown,0,266.84,174.36,266.845,174.127
35.6,car0,unknown,0,266.84,174.42,266.89,174.088
35.75,car0,unknown,0,266.84,174.62,267.087,174.605
35.8,car0,unknown,0,266.84,174.689,266.921,174.628
35.85,car0,unknown,0,266.84,174.755,266.899,174.631
35.9,car0,unknown,0,266.84,174.826,266.887,174.633
35.95,car0,unknown,0,266.84,174.886,266.887,174.633
36.0,car0,unknown,0,266.84,174.948,266.933,174.627
36.05,car0,unknown,0,266.84,175.011,267.156,174.595
36.1,car0,unknown,0,266.84,175.069,267.072,175.073
36.15,car0,unknown,0,266.84,175.14,266.889,175.047
36.2,car0,unknown,0,266.84,175.202,266.886,175.047
36.25,car0,unknown,0,266.84,175.259,266.892,175.048
36.3,car0,unknown,0,266.84,175.319,266.909,175.05
36.35,car0,unknown,0,266.84,175.376,266.953,175.056
36.4,car0,unknown,0,266.84,175.439,267.098,175.077
36.55,car0,unknown,0,266.84,175.621,266.85,175.557
36.6,car0,unknown,0,266.84,175.682,266.843,175.551
36.65,car0,unknown,0,266.84,175.749,266.866,175.571
36.7,car0,unknown,0,266.84,175.819,266.894,175.596
36.75,car0,unknown,0,266.84,175.88,266.925,175.622
36.8,car0,unknown,0,266.84,175.944,266.958,175.652
36.85,car0,unknown,0,266.84,176.01,266.998,175.686
36.9,car0,unknown,0,266.84,176.073,267.052,175.733
36.95,car0,unknown,0,266.84,176.134,267.125,175.797
37.0,car0,unknown,0,266.84,176.198,267.174,175.839
37.05,car0,unknown,0,266.84,176.257,267.214,175.873
37.1,car0,unknown,0,266.84,176.321,267.28,175.931
37.15,car0,unknown,0,266.84,176.388,266.722,176.248
37.2,car0,unknown,0,266.84,176.458,266.731,176.288
37.25,car0,unknown,0,266.84,176.524,266.741,176.338
37.3,car0,unknown,0,266.84,176.59,266.754,176.397
37.35,car0,unknown,0,266.84,176.649,266.765,176.449
37.4,car0,unknown,0,266.84,176.717,266.778,176.51
37.45,car0,unknown,0,266.84,176.784,266.791,176.571
37.5,car0,unknown,0,266.84,176.854,266.805,176.636
37.55,car0,unknown,0,266.84,176.924,266.818,176.698
37.6,car0,unknown,0,266.84,176.993,266.832,176.766
37.65,car0,unknown,0,266.84,177.059,266.845,176.826
37.7,car0,unknown,0,266.84,177.121,266.857,176.881
37.75,car0,unknown,0,266.84,177.182,266.869,176.94
37.8,car0,unknown,0,266.84,177.248,266.883,177.004
37.85,car0,unknown,0,266.84,177.305,266.895,177.061
37.9,car0,unknown,0,266.84,177.367,266.907,177.116
37.95,car0,unknown,0,266.84,177.437,266.92,177.181
38.0,car0,unknown,0,266.84,177.508,266.935,177.247
38.05,car0,unknown,0,266.84,177.572,266.947,177.307
38.1,car0,unknown,0,266.84,177.643,266.962,177.376
38.15,car0,unknown,0,266.84,177.705,266.975,177.44
38.2,car0,unknown,0,266.84,177.768,266.989,177.503
38.25,car0,unknown,0,266.84,177.838,267.0,177.554
38.3,car0,unknown,0,266.84,177.909,267.012,177.61
38.35,car0,unknown,0,266.84,177.979,267.024,177.67
38.4,car0,unknown,0,266.84,178.039,267.036,177.723
38.45,car0,unknown,0,266.84,178.1,267.047,177.777
38.5,car0,unknown,0,266.84,178.158,267.059,177.833
38.55,car0,unknown,0,266.84,178.216,267.07,177.884
38.6,car0,unknown,0,266.84,178.278,267.081,177.937
38.65,car0,unknown,0,266.84,178.342,267.093,177.993
38.7,car0,unknown,0,266.84,178.405,267.105,178.05
38.75,car0,unknown,0,266.84,178.467,267.117,178.107
38.8,car0,unknown,0,266.84,178.53,267.13,178.167
38.85,car0,unknown,0,266.84,178.602,267.145,178.235
38.9,car0,unknown,0,266.84,178.664,267.158,178.297
38.95,car0,unknown,0,266.84,178.735,267.173,178.368
39.0,car0,unknown,0,266.84,178.792,267.185,178.428
39.05,car0,unknown,0,266.84,178.85,267.199,178.489
39.1,car0,unknown,0,266.84,178.915,267.214,178.56
39.15,car0,unknown,0,266.84,178.984,267.23,178.635
39.2,car0,unknown,0,266.84,179.043,267.244,178.702
39.25,car0,unknown,0,266.84,179.109,267.259,178.775
39.3,car0,unknown,0,266.84,179.175,267.273,178.84
39.35,car0,unknown,0,266.84,179.24,267.286,178.902
39.4,car0,unknown,0,266.84,179.299,267.299,178.96
39.45,car0,unknown,0,266.84,179.369,267.313,179.028
39.5,car0,unknown,0,266.84,179.44,267.327,179.096
39.55,car0,unknown,0,266.84,179.507,267.339,179.151
39.6,car0,unknown,0,266.84,179.567,267.35,179.202
39.65,car0,unknown,0,266.84,179.639,267.363,179.263
39.7,car0,unknown,0,266.84,179.703,267.375,179.319
39.75,car0,unknown,0,266.84,179.767,267.387,179.376
39.8,car0,unknown,0,266.84,179.832,267.399,179.434
39.85,car0,unknown,0,266.84,179.902,267.413,179.499
39.9,car0,unknown,0,266.84,179.972,267.427,179.563
39.95,car0,unknown,0,266.84,180.039,267.44,179.626
40.0,car0,unknown,0,266.84,180.111,267.455,179.694
40.05,car0,unknown,0,266.84,180.175,267.468,179.755
40.1,car0,unknown,0,266.84,180.243,267.482,179.821
40.15,car0,unknown,0,266.84,180.31,267.495,179.886
40.2,car0,unknown,0,266.84,180.367,267.507,179.942
40.25,car0,unknown,0,266.84,180.425,267.519,179.999
40.3,car0,unknown,0,266.84,180.491,267.534,180.065
40.35,car0,unknown,0,266.84,180.556,267.547,180.13
40.4,car0,unknown,0,266.84,180.617,267.56,180.191
40.45,car0,unknown,0,266.84,180.68,267.574,180.256
40.5,car0,unknown,0,266.84,180.744,267.588,180.322
40.55,car0,unknown,0,266.84,180.807,267.602,180.389
40.6,car0,unknown,0,266.84,180.877,267.618,180.463
40.65,car0,unknown,0,266.84,180.937,267.632,180.528
40.7,car0,unknown,0,266.84,180.998,267.646,180.595
40.75,car0,unknown,0,266.84,181.064,267.662,180.669
40.8,car0,unknown,0,266.84,181.131,267.678,180.745
40.85,car0,unknown,0,266.84,181.188,267.692,180.811
40.9,car0,unknown,0,266.84,181.252,267.706,180.875
40.95,car0,unknown,0,266.84,181.322,267.72,180.943
41.0,car0,unknown,0,266.84,181.392,267.735,181.012
