timestamp,x_gt,y_gt
37.1,250.94,153.32
37.2,250.94,153.32
37.3,250.94,153.32
37.4,250.94,153.425
37.5,250.94,153.529
37.6,250.94,153.622
37.7,250.94,153.728
37.8,250.94,153.827
37.9,250.94,153.921
38,250.94,154.022
38.1,250.94,154.125
38.2,250.94,154.223
38.3,250.94,154.326
38.4,250.94,154.425
38.5,250.94,154.53
38.6,250.94,154.644
38.7,250.94,154.747
38.8,250.94,154.848
38.9,250.94,154.952
39,250.94,155.066
39.1,250.94,155.179
39.2,250.94,155.292
39.3,250.94,155.397
39.4,250.94,155.491
39.5,250.94,155.589
39.6,250.94,155.697
39.7,250.94,155.799
39.8,250.94,155.905
39.9,250.94,156.007
40,250.94,156.1
40.1,250.94,156.208
40.2,250.94,156.317
40.3,250.94,156.429
40.4,250.94,156.543
40.5,250.94,156.652
40.6,250.94,156.761
40.7,250.94,156.871
40.8,250.94,156.983
40.9,250.94,157.077
41,250.94,157.192
41.1,250.94,157.285
41.2,250.94,157.399
41.3,250.94,157.507
41.4,250.94,157.603
41.5,250.94,157.7
41.6,250.94,157.798
41.7,250.94,157.905
41.8,250.94,158.002
41.9,250.94,158.097
42,250.94,158.202
42.1,250.94,158.299
42.2,250.94,158.395
42.3,250.94,158.507
42.4,250.94,158.607
42.5,250.94,158.703
42.6,250.94,158.804
42.7,250.94,158.906
42.8,250.94,159.005
42.9,250.94,159.108
43,250.94,159.218
43.1,250.94,159.311
43.2,250.94,159.404
43.3,250.94,159.515
43.4,250.94,159.627
43.5,250.94,159.734
43.6,250.94,159.848
43.7,250.94,159.948
43.8,250.94,160.057
43.9,250.94,160.161
44,250.94,160.275
44.1,250.94,160.375
44.2,250.94,160.49
44.3,250.94,160.593
44.4,250.94,160.693
44.5,250.94,160.803
44.6,250.94,160.905
44.7,250.94,161.006
44.8,250.94,161.11
44.9,250.94,161.208
45,250.94,161.308
45.1,250.94,161.419
45.2,250.94,161.532
45.3,250.94,161.645
45.4,250.94,161.754
45.5,250.94,161.851
45.6,250.94,161.955
45.7,250.94,162.056
45.8,250.94,162.164
45.9,250.94,162.266
46,250.94,162.379
46.1,250.94,162.482
46.2,250.94,162.581
46.3,250.94,162.681
46.4,250.94,162.793
46.5,250.94,162.903
46.6,250.94,163.003
46.7,250.94,163.114
46.8,250.94,163.229
46.9,250.94,163.338
47,250.94,163.439
47.1,250.94,163.538
47.2,250.94,163.645
47.3,250.94,163.745
47.4,250.94,163.851
47.5,250.94,163.963
47.6,250.94,164.057
47.7,250.94,164.161
47.8,250.94,164.255
47.9,250.94,164.365
48,250.94,164.464
48.1,250.94,164.558
48.2,250.94,164.665
48.3,250.94,164.778
48.4,250.94,164.885
48.5,250.94,164.991
48.6,250.94,165.103
48.7,250.94,165.202
48.8,250.94,165.303
48.9,250.94,165.401
49,250.94,165.494
49.1,250.94,165.587
49.2,250.94,165.686
49.3,250.94,165.786
49.4,250.94,165.881
49.5,250.94,165.996
49.6,250.94,166.092
49.7,250.94,166.203
49.8,250.94,166.301
49.9,250.94,166.397
50,250.94,166.507
50.1,250.94,166.613
50.2,250.94,166.711
50.3,250.94,166.81
50.4,250.94,166.914
50.5,250.94,167.021
50.6,250.94,167.122
50.7,250.94,167.227
50.8,250.94,167.324
50.9,250.94,167.422
51,250.94,167.516
51.1,250.94,167.628
51.2,250.94,167.741
51.3,250.94,167.852
51.4,250.94,167.959
51.5,250.94,168.052
51.6,250.94,168.154
51.7,250.94,168.262
51.8,250.94,168.358
51.9,250.94,168.451
52,250.94,168.559
52.1,250.94,168.67
52.2,250.94,168.773
52.3,250.94,168.883
52.4,250.94,168.984
52.5,250.94,169.078
52.6,250.94,169.173
52.7,250.94,169.275
52.8,250.94,169.378
52.9,250.94,169.485
53,250.94,169.584
53.1,250.94,169.69
53.2,250.94,169.803
53.3,250.94,169.896
53.4,250.94,169.996
53.5,250.94,170.103
53.6,250.94,170.215
53.7,250.94,170.31
53.8,250.94,170.412
53.9,250.94,170.518
54,250.94,170.611
54.1,250.94,170.724
54.2,250.94,170.835
54.3,250.94,170.938
54.4,250.94,171.047
54.5,250.94,171.143
54.6,250.94,171.237
54.7,250.94,171.336
54.8,250.94,171.439
54.9,250.94,171.534
55,250.94,171.645
55.1,250.94,171.758
55.2,250.94,171.858
55.3,250.94,171.967
55.4,250.94,172.071
55.5,250.94,172.184
55.6,250.94,172.289
55.7,250.94,172.396
55.8,250.94,172.488
55.9,250.94,172.585
56,250.94,172.688
56.1,250.94,172.8
56.2,250.94,172.899
56.3,250.94,173.009
56.4,250.94,173.11
56.5,250.94,173.207
56.6,250.94,173.322
56.7,250.94,173.429
56.8,250.94,173.536
56.9,250.94,173.641
57,250.94,173.749
57.1,250.94,173.857
57.2,250.94,173.969
57.3,250.94,174.077
57.4,250.94,174.176
57.5,250.94,174.289
57.6,250.94,174.399
57.7,250.94,174.5
57.8,250.94,174.602
57.9,250.94,174.714
58,250.94,174.818
58.1,250.94,174.931
58.2,250.94,175.032
58.3,250.94,175.14
58.4,250.94,175.241
58.5,250.94,175.347
58.6,250.94,175.458
