timestamp,x_gt,y_gt,sensor_id,track_id,x_track,y_track,car_id
1.3,266.84,168.675,0,249.0,267.688,168.634,car0
1.35,266.84,168.729,0,249.0,267.765,168.735,car0
1.4,266.84,168.783,0,249.0,267.745,168.781,car0
1.45,266.84,168.843,0,249.0,267.727,168.831,car0
1.5,266.84,168.901,0,249.0,267.711,168.881,car0
1.55,266.84,168.963,0,249.0,267.696,168.936,car0
1.6,266.84,169.027,0,249.0,267.681,168.996,car0
1.65,266.84,169.089,0,249.0,267.666,169.058,car0
1.7,266.84,169.144,0,249.0,267.652,169.116,car0
1.75,266.84,169.207,0,249.0,267.638,169.177,car0
1.8,266.84,169.259,0,249.0,267.624,169.234,car0
1.85,266.84,169.324,0,249.0,267.611,169.294,car0
1.9,266.84,169.38,0,249.0,267.597,169.355,car0
1.95,266.84,169.441,0,249.0,267.583,169.419,car0
2.0,266.84,169.505,0,249.0,267.569,169.483,car0
2.05,266.84,169.568,0,249.0,267.555,169.548,car0
2.1,266.84,169.628,0,249.0,267.54,169.612,car0
2.15,266.84,169.68,0,249.0,267.527,169.675,car0
2.2,266.84,169.742,0,249.0,267.513,169.738,car0
2.25,266.84,169.804,0,249.0,267.499,169.801,car0
2.3,266.84,169.867,0,249.0,267.486,169.864,car0
2.35,266.84,169.925,0,249.0,267.472,169.927,car0
2.4,266.84,169.987,0,249.0,267.458,169.99,car0
2.45,266.84,170.041,0,249.0,267.445,170.052,car0
2.5,266.84,170.105,0,249.0,267.432,170.115,car0
2.55,266.84,170.162,0,249.0,267.418,170.176,car0
2.6,266.84,170.218,0,249.0,267.405,170.237,car0
2.65,266.84,170.275,0,249.0,267.392,170.298,car0
2.7,266.84,170.331,0,249.0,267.379,170.358,car0
2.75,266.84,170.384,0,249.0,267.367,170.417,car0
2.8,266.84,170.437,0,249.0,267.354,170.475,car0
2.85,266.84,170.498,0,249.0,267.342,170.532,car0
2.9,266.84,170.556,0,249.0,267.33,170.59,car0
2.95,266.84,170.614,0,249.0,267.317,170.647,car0
3.0,266.84,170.677,0,249.0,267.305,170.704,car0
3.05,266.84,170.73,0,249.0,267.293,170.76,car0
3.1,266.84,170.792,0,249.0,267.281,170.816,car0
3.15,266.84,170.849,0,249.0,267.269,170.871,car0
3.2,266.84,170.912,0,249.0,267.258,170.924,car0
3.25,266.84,170.977,0,249.0,267.247,170.977,car0
3.3,266.84,171.038,0,249.0,267.235,171.03,car0
3.35,266.84,171.096,0,249.0,267.224,171.084,car0
3.4,266.84,171.149,0,249.0,267.213,171.137,car0
3.45,266.84,171.214,0,249.0,267.201,171.191,car0
3.5,266.84,171.276,0,249.0,267.189,171.246,car0
3.55,266.84,171.329,0,249.0,267.178,171.3,car0
3.6,266.84,171.39,0,249.0,267.166,171.355,car0
3.65,266.84,171.45,0,249.0,267.154,171.409,car0
3.7,266.84,171.514,0,249.0,267.143,171.465,car0
3.75,266.84,171.572,0,249.0,267.131,171.52,car0
3.8,266.84,171.634,0,249.0,267.119,171.576,car0
3.85,266.84,171.697,0,249.0,267.107,171.632,car0
3.9,266.84,171.762,0,249.0,267.094,171.69,car0
3.95,266.84,171.826,0,249.0,267.082,171.749,car0
4.0,266.84,171.882,0,249.0,267.069,171.808,car0
4.05,266.84,171.942,0,249.0,267.057,171.868,car0
4.1,266.84,172.003,0,249.0,267.044,171.928,car0
4.15,266.84,172.066,0,249.0,267.031,171.989,car0
4.2,266.84,172.122,0,249.0,267.018,172.049,car0
4.25,266.84,172.182,0,249.0,267.005,172.109,car0
4.3,266.84,172.239,0,249.0,266.993,172.168,car0
4.35,266.84,172.299,0,249.0,266.98,172.227,car0
4.4,266.84,172.357,0,249.0,266.968,172.285,car0
4.45,266.84,172.412,0,249.0,266.956,172.34,car0
4.5,266.84,172.469,0,249.0,266.944,172.396,car0
4.55,266.84,172.529,0,249.0,266.932,172.452,car0
4.6,266.84,172.589,0,249.0,266.92,172.508,car0
4.65,266.84,172.641,0,249.0,266.908,172.564,car0
4.7,266.84,172.706,0,249.0,266.896,172.62,car0
4.75,266.84,172.767,0,249.0,266.884,172.676,car0
4.8,266.84,172.831,0,249.0,266.872,172.733,car0
4.85,266.84,172.885,0,249.0,266.86,172.789,car0
4.9,266.84,172.942,0,249.0,266.848,172.845,car0
4.95,266.84,172.995,0,249.0,266.836,172.901,car0
5.0,266.84,173.054,0,249.0,266.825,172.957,car0
5.05,266.84,173.113,0,249.0,266.813,173.013,car0
5.1,266.84,173.169,0,249.0,266.801,173.069,car0
5.15,266.84,173.228,0,249.0,266.789,173.124,car0
5.2,266.84,173.282,0,249.0,266.777,173.179,car0
5.25,266.84,173.34,0,249.0,266.766,173.234,car0
5.3,266.84,173.392,0,249.0,266.754,173.289,car0
5.35,266.84,173.453,0,249.0,266.742,173.343,car0
5.4,266.84,173.513,0,249.0,266.731,173.397,car0
5.45,266.84,173.574,0,249.0,266.72,173.45,car0
5.5,266.84,173.63,0,,,,
5.55,266.84,173.694,0,249.0,266.723,173.57,car0
5.6,266.84,173.753,0,249.0,266.736,173.634,car0
5.65,266.84,173.809,0,249.0,266.746,173.697,car0
5.7,266.84,173.864,0,249.0,266.754,173.759,car0
5.75,266.84,173.925,0,249.0,266.758,173.822,car0
5.8,266.84,173.981,0,249.0,266.759,173.883,car0
5.85,266.84,174.045,1,249.0,266.76,173.944,car0
5.9,266.84,174.101,1,249.0,266.758,174.003,car0
5.95,266.84,174.164,1,249.0,266.756,174.061,car0
6.0,266.84,174.218,1,249.0,266.752,174.117,car0
6.05,266.84,174.278,1,249.0,266.748,174.172,car0
6.1,266.84,174.337,1,249.0,266.743,174.226,car0
6.15,266.84,174.401,1,249.0,266.739,174.277,car0
6.2,266.84,174.461,1,,,,
6.25,266.84,174.518,1,,,,
6.3,266.84,174.57,1,249.0,266.728,174.451,car0
6.35,266.84,174.624,2,249.0,266.733,174.512,car0
6.4,266.84,174.687,2,249.0,266.732,174.572,car0
6.45,266.84,174.74,2,249.0,266.73,174.63,car0
6.5,266.84,174.801,2,249.0,266.728,174.686,car0
6.55,266.84,174.858,2,249.0,266.725,174.739,car0
6.6,266.84,174.917,2,249.0,266.723,174.791,car0
6.65,266.84,174.975,2,249.0,266.725,174.84,car0
6.7,266.84,175.036,3,,,,
6.75,266.84,175.096,3,249.0,266.716,174.956,car0
6.8,266.84,175.152,3,249.0,266.714,175.015,car0
6.85,266.84,175.21,3,249.0,266.713,175.071,car0
6.9,266.84,175.268,3,249.0,266.711,175.126,car0
6.95,266.84,175.331,3,249.0,266.711,175.179,car0
7.0,266.84,175.385,3,249.0,266.712,175.23,car0
7.05,266.84,175.442,3,249.0,266.718,175.28,car0
7.1,266.84,175.496,4,,,,
7.15,266.84,175.549,4,,,,
7.2,266.84,175.607,4,,,,
7.25,266.84,175.672,4,249.0,266.694,175.505,car0
7.3,266.84,175.724,4,249.0,266.692,175.562,car0
7.35,266.84,175.778,4,249.0,266.691,175.618,car0
7.4,266.84,175.837,4,249.0,266.69,175.673,car0
7.45,266.84,175.89,4,249.0,266.691,175.727,car0
7.5,266.84,175.953,4,249.0,266.693,175.78,car0
7.55,266.84,176.014,4,249.0,266.696,175.832,car0
7.6,266.84,176.068,4,249.0,266.7,175.884,car0
7.65,266.84,176.127,4,249.0,266.706,175.936,car0
7.7,266.84,176.188,5,249.0,266.714,175.988,car0
7.75,266.84,176.253,5,249.0,266.723,176.04,car0
7.8,266.84,176.31,5,249.0,266.733,176.091,car0
7.85,266.84,176.363,5,249.0,266.727,176.151,car0
7.9,266.84,176.428,5,249.0,266.721,176.209,car0
7.95,266.84,176.487,5,249.0,266.716,176.267,car0
8.0,266.84,176.54,5,249.0,266.711,176.325,car0
8.05,266.84,176.6,5,249.0,266.706,176.382,car0
8.1,266.84,176.663,5,249.0,266.702,176.439,car0
8.15,266.84,176.717,5,249.0,266.698,176.497,car0
8.2,266.84,176.772,5,249.0,266.695,176.554,car0
8.25,266.84,176.832,5,249.0,266.692,176.611,car0
8.3,266.84,176.884,5,249.0,266.69,176.667,car0
8.35,266.84,176.943,5,249.0,266.688,176.724,car0
8.4,266.84,176.996,5,249.0,266.686,176.78,car0
8.45,266.84,177.051,5,249.0,266.685,176.836,car0
8.5,266.84,177.11,5,249.0,266.684,176.893,car0
8.55,266.84,177.164,5,249.0,266.683,176.949,car0
8.6,266.84,177.224,5,249.0,266.683,177.005,car0
8.65,266.84,177.287,5,249.0,266.683,177.061,car0
8.7,266.84,177.35,5,249.0,266.684,177.117,car0
8.75,266.84,177.409,5,249.0,266.685,177.173,car0
8.8,266.84,177.47,5,249.0,266.686,177.23,car0
8.85,266.84,177.526,5,249.0,266.687,177.286,car0
8.9,266.84,177.585,5,249.0,266.689,177.342,car0
8.95,266.84,177.646,5,249.0,266.691,177.398,car0
9.0,266.84,177.7,5,249.0,266.693,177.454,car0
9.05,266.84,177.763,5,249.0,266.696,177.511,car0
9.1,266.84,177.821,5,249.0,266.698,177.567,car0
9.15,266.84,177.884,5,249.0,266.701,177.623,car0
9.2,266.84,177.939,5,249.0,266.704,177.678,car0
9.25,266.84,178.003,5,249.0,266.708,177.734,car0
9.3,266.84,178.067,5,249.0,266.711,177.789,car0
9.35,266.84,178.129,5,249.0,266.715,177.845,car0
9.4,266.84,178.191,5,249.0,266.719,177.901,car0
9.45,266.84,178.253,5,249.0,266.724,177.956,car0
9.5,266.84,178.307,5,249.0,266.728,178.012,car0
9.55,266.84,178.368,5,249.0,266.733,178.067,car0
9.6,266.84,178.429,5,249.0,266.738,178.122,car0
9.65,266.84,178.483,5,249.0,266.743,178.178,car0
9.7,266.84,178.542,5,249.0,266.748,178.233,car0
9.75,266.84,178.605,5,249.0,266.753,178.288,car0
9.8,266.84,178.667,5,249.0,266.759,178.344,car0
9.85,266.84,178.72,5,249.0,266.765,178.399,car0
9.9,266.84,178.782,5,249.0,266.771,178.455,car0
9.95,266.84,178.835,5,249.0,266.777,178.511,car0
10.0,266.84,178.893,5,249.0,266.783,178.566,car0
10.05,266.84,178.948,5,249.0,266.79,178.622,car0
10.1,266.84,179.008,5,249.0,266.796,178.678,car0
10.15,266.84,179.065,5,249.0,266.803,178.735,car0
10.2,266.84,179.121,5,249.0,266.81,178.791,car0
10.25,266.84,179.177,5,249.0,266.817,178.848,car0
10.3,266.84,179.236,5,249.0,266.825,178.904,car0
10.35,266.84,179.294,5,249.0,266.832,178.96,car0
10.4,266.84,179.353,5,249.0,266.84,179.017,car0
10.45,266.84,179.409,5,249.0,266.847,179.073,car0
10.5,266.84,179.471,5,249.0,266.855,179.129,car0
10.55,266.84,179.531,5,249.0,266.863,179.186,car0
10.6,266.84,179.59,5,249.0,266.871,179.242,car0
10.65,266.84,179.647,5,249.0,266.879,179.298,car0
10.7,266.84,179.705,5,249.0,266.887,179.353,car0
10.75,266.84,179.759,5,249.0,266.895,179.409,car0
10.8,266.84,179.812,5,249.0,266.904,179.464,car0
10.85,266.84,179.874,5,249.0,266.912,179.52,car0
10.9,266.84,179.936,5,249.0,266.92,179.575,car0
10.95,266.84,179.997,5,249.0,266.929,179.631,car0
11.0,266.84,180.052,5,249.0,266.938,179.686,car0
11.05,266.84,180.105,5,249.0,266.946,179.742,car0
11.1,266.84,180.169,5,249.0,266.955,179.797,car0
11.15,266.84,180.227,5,249.0,266.964,179.853,car0
11.2,266.84,180.292,5,249.0,266.973,179.908,car0
11.25,266.84,180.345,5,249.0,266.982,179.964,car0
11.3,266.84,180.406,5,249.0,266.991,180.019,car0
11.35,266.84,180.47,5,249.0,267.001,180.075,car0
11.4,266.84,180.528,5,249.0,267.01,180.131,car0
11.45,266.84,180.587,5,249.0,267.02,180.187,car0
11.5,266.84,180.643,5,249.0,267.029,180.243,car0
11.55,266.84,180.702,5,249.0,267.039,180.299,car0
11.6,266.84,180.762,5,249.0,267.048,180.355,car0
11.65,266.84,180.824,5,249.0,267.058,180.411,car0
11.7,266.84,180.886,5,249.0,267.068,180.468,car0
11.75,266.84,180.942,5,249.0,267.078,180.524,car0
11.8,266.84,180.995,5,249.0,267.088,180.581,car0
11.85,266.84,181.051,5,249.0,267.099,180.637,car0
11.9,266.84,181.104,5,249.0,267.109,180.694,car0
11.95,266.84,181.169,5,249.0,267.119,180.751,car0
12.0,266.84,181.222,5,249.0,267.13,180.808,car0
12.05,266.84,181.278,5,249.0,267.14,180.865,car0
12.1,266.84,181.343,5,249.0,267.151,180.923,car0
12.15,266.84,181.402,5,249.0,267.161,180.98,car0
12.2,266.84,181.464,5,,,,
12.25,266.84,181.519,5,,,,
12.3,266.84,181.572,5,,,,
12.35,266.84,181.625,5,,,,
