timestamp,x_gt,y_gt,sensor_id,track_id,x_track,y_track,car_id
21.15,266.84,168.646,0,49.0,267.693,168.607,car0
21.2,266.84,168.71,0,49.0,267.769,168.717,car0
21.25,266.84,168.78,0,49.0,267.746,168.777,car0
21.3,266.84,168.852,0,49.0,267.725,168.839,car0
21.35,266.84,168.924,0,49.0,267.707,168.902,car0
21.4,266.84,168.996,0,49.0,267.689,168.97,car0
21.45,266.84,169.063,0,49.0,267.672,169.038,car0
21.5,266.84,169.124,0,49.0,267.656,169.103,car0
21.55,266.84,169.191,0,49.0,267.64,169.169,car0
21.6,266.84,169.262,0,49.0,267.625,169.236,car0
21.65,266.84,169.33,0,49.0,267.61,169.303,car0
21.7,266.84,169.398,0,49.0,267.594,169.374,car0
21.75,266.84,169.47,0,49.0,267.577,169.448,car0
21.8,266.84,169.538,0,49.0,267.561,169.521,car0
21.85,266.84,169.608,0,49.0,267.545,169.594,car0
21.9,266.84,169.676,0,49.0,267.529,169.667,car0
21.95,266.84,169.744,0,49.0,267.514,169.739,car0
22.0,266.84,169.811,0,49.0,267.498,169.811,car0
22.05,266.84,169.885,0,49.0,267.482,169.883,car0
22.1,266.84,169.958,0,49.0,267.466,169.956,car0
22.15,266.84,170.03,0,49.0,267.451,170.029,car0
22.2,266.84,170.091,0,49.0,267.435,170.101,car0
22.25,266.84,170.165,0,49.0,267.42,170.173,car0
22.3,266.84,170.233,0,49.0,267.404,170.245,car0
22.35,266.84,170.308,0,49.0,267.389,170.317,car0
22.4,266.84,170.379,0,49.0,267.373,170.389,car0
22.45,266.84,170.447,0,49.0,267.358,170.46,car0
22.5,266.84,170.519,0,49.0,267.343,170.531,car0
22.55,266.84,170.58,0,49.0,267.328,170.6,car0
22.6,266.84,170.652,0,49.0,267.313,170.669,car0
22.65,266.84,170.714,0,49.0,267.299,170.736,car0
22.7,266.84,170.782,0,49.0,267.285,170.802,car0
22.75,266.84,170.852,0,49.0,267.271,170.867,car0
22.8,266.84,170.915,0,49.0,267.258,170.928,car0
22.85,266.84,170.979,0,49.0,267.245,170.989,car0
22.9,266.84,171.053,0,49.0,267.231,171.05,car0
22.95,266.84,171.121,0,49.0,267.218,171.112,car0
23.0,266.84,171.183,0,49.0,267.205,171.174,car0
23.05,266.84,171.246,0,49.0,267.192,171.236,car0
