id,timestamp,x,y,confidence
car1,10.05,267.63,218.413,142
car1,10.1,267.617,218.473,140
car1,10.15,267.604,218.534,139
car1,10.2,267.591,218.597,137
car1,10.25,267.578,218.658,135
car1,10.3,267.566,218.716,134
car1,10.35,267.554,218.771,132
car1,10.4,267.545,218.814,131
car1,10.45,267.533,218.871,130
car1,10.5,267.519,218.937,128
car1,10.55,267.505,219.002,126
car1,10.6,267.49,219.07,124
car1,10.65,267.477,219.134,123
car1,10.7,267.462,219.203,121
car1,10.75,267.448,219.267,119
car1,10.8,267.436,219.328,117
car1,10.85,267.423,219.389,116
car1,10.95,267.397,219.511,113
car1,11,267.383,219.576,111
car1,11.05,267.371,219.633,109
car1,11.1,267.359,219.687,108
car1,11.15,267.35,219.732,107
car1,11.2,267.341,219.773,106
car1,11.25,267.325,219.848,104
car1,11.3,267.312,219.91,102
car1,11.35,267.299,219.971,100
car1,11.4,267.287,220.026,99
car1,11.45,267.271,220.101,97
car1,11.5,267.257,220.166,95
car1,11.55,267.245,220.225,94
car1,11.6,267.233,220.28,92
car1,11.6,267.233,220.28,92
car1,11.65,267.625,230.766,141
car1,11.6,267.233,220.28,92
car1,11.65,267.625,230.766,141
car1,11.65,267.223,220.329,91
car1,11.65,267.625,230.766,141
car1,11.7,267.215,220.363,90
car1,11.7,267.613,230.705,140
car1,11.7,267.215,220.363,90
car1,11.7,267.613,230.705,140
car1,11.75,267.2,220.434,88
car1,11.75,267.602,230.653,138
car1,11.75,267.2,220.434,88
car1,11.75,267.602,230.653,138
car1,11.8,267.187,220.495,86
car1,11.8,267.589,230.592,137
car1,11.8,267.187,220.495,86
car1,11.85,267.578,230.542,135
car1,11.8,267.187,220.495,86
car1,11.85,267.578,230.542,135
car1,11.85,267.176,220.55,85
car1,11.9,267.567,230.49,134
car1,11.85,267.176,220.55,85
car1,11.9,267.567,230.49,134
car1,11.9,267.164,220.604,83
car1,11.9,267.567,230.49,134
car1,11.95,267.152,220.663,82
car1,11.95,267.556,230.44,133
car1,11.95,267.152,220.663,82
car1,11.95,267.556,230.44,133
car1,12,267.139,220.721,80
car1,12,267.545,230.386,131
car1,12,267.139,220.721,80
car1,12,267.545,230.386,131
car1,12.05,267.129,220.769,79
car1,12.05,267.534,230.334,130
car1,12.05,267.129,220.769,79
car1,12.1,267.522,230.28,128
car1,12.05,267.129,220.769,79
car1,12.1,267.522,230.28,128
car1,12.1,267.119,220.816,78
car1,12.1,267.522,230.28,128
car1,12.15,267.105,220.883,76
car1,12.15,267.512,230.23,127
car1,12.15,267.105,220.883,76
car1,12.15,267.512,230.23,127
car1,12.2,267.092,220.945,74
car1,12.2,267.501,230.179,126
car1,12.2,267.092,220.945,74
car1,12.2,267.501,230.179,126
car1,12.25,267.079,221.003,73
car1,12.25,267.49,230.13,124
car1,12.25,267.079,221.003,73
car1,12.25,267.49,230.13,124
car1,12.3,267.068,221.057,71
car1,12.3,267.479,230.077,123
car1,12.3,267.068,221.057,71
car1,12.35,267.468,230.024,122
car1,12.3,267.068,221.057,71
car1,12.35,267.468,230.024,122
car1,12.35,267.054,221.124,70
car1,12.35,267.468,230.024,122
car1,12.4,267.041,221.182,68
car1,12.4,267.456,229.966,120
car1,12.4,267.041,221.182,68
car1,12.45,267.444,229.911,118
car1,12.4,267.041,221.182,68
car1,12.45,267.444,229.911,118
car1,12.45,267.033,221.223,67
car1,12.5,267.43,229.848,117
car1,12.45,267.033,221.223,67
car1,12.5,267.43,229.848,117
car1,12.5,267.021,221.28,65
car1,12.55,267.417,229.786,115
car1,12.5,267.021,221.28,65
car1,12.55,267.417,229.786,115
car1,12.55,267.004,221.356,63
car1,12.55,267.417,229.786,115
car1,12.6,266.99,221.426,61
car1,12.6,267.406,229.734,114
car1,12.6,266.99,221.426,61
car1,12.65,267.396,229.685,112
car1,12.6,266.99,221.426,61
car1,12.65,267.396,229.685,112
car1,12.65,266.977,221.484,60
car1,12.65,267.396,229.685,112
car1,12.7,266.967,221.532,59
car1,12.7,267.384,229.629,111
car1,12.7,266.967,221.532,59
car1,12.75,267.371,229.57,109
car1,12.7,266.967,221.532,59
car1,12.75,267.371,229.57,109
car1,12.75,266.974,221.499,60
car1,12.75,267.371,229.57,109
car1,12.8,266.941,221.655,55
car1,12.8,267.361,229.519,108
car1,12.8,266.941,221.655,55
car1,12.85,267.348,229.462,107
car1,12.8,266.941,221.655,55
car1,12.85,267.348,229.462,107
car1,12.85,266.927,221.721,54
car1,12.9,267.336,229.405,105
car1,12.85,266.927,221.721,54
car1,12.9,267.336,229.405,105
car1,12.9,266.917,221.769,52
car1,12.9,267.336,229.405,105
car1,12.95,266.912,221.792,52
car1,12.95,267.325,229.353,104
car1,12.95,266.912,221.792,52
car1,13,267.312,229.29,102
car1,12.95,266.912,221.792,52
