id,timestamp,x,y
car0,12.65,267.386,227.74
car0,12.65,267.565,220.618
car0,12.7,267.368,227.655
car0,12.7,267.552,220.68
car0,12.75,267.352,227.583
car0,12.75,267.538,220.742
car0,12.8,267.336,227.504
car0,12.8,267.527,220.798
car0,12.85,267.32,227.429
car0,12.85,267.515,220.851
car0,12.9,267.306,227.364
car0,12.9,267.505,220.901
car0,12.95,267.293,227.301
car0,12.95,267.493,220.958
car0,13,267.28,227.242
car0,13,267.482,221.008
car0,13.05,267.268,227.187
car0,13.05,267.471,221.062
car0,13.1,267.258,227.137
car0,13.1,267.459,221.115
car0,13.15,267.242,227.063
car0,13.15,267.446,221.176
car0,13.2,267.229,227.004
car0,13.2,267.434,221.234
car0,13.25,267.216,226.94
car0,13.25,267.422,221.29
car0,13.3,267.201,226.872
car0,13.3,267.412,221.339
car0,13.35,267.187,226.803
car0,13.35,267.4,221.391
car0,13.4,267.173,226.737
car0,13.4,267.39,221.439
car0,13.45,267.158,226.666
car0,13.45,267.377,221.504
car0,13.5,267.144,226.603
car0,13.5,267.364,221.562
car0,13.55,267.131,226.543
car0,13.55,267.351,221.622
car0,13.6,267.117,226.477
car0,13.6,267.34,221.675
car0,13.65,267.103,226.411
car0,13.65,267.326,221.741
car0,13.7,267.09,226.347
car0,13.7,267.314,221.797
car0,13.75,267.077,226.288
car0,13.75,267.303,221.852
car0,13.8,267.065,226.229
car0,13.8,267.291,221.905
car0,13.85,267.052,226.171
car0,13.85,267.28,221.957
car0,13.9,267.039,226.107
car0,13.9,267.27,222.005
car0,13.95,267.025,226.041
car0,13.95,267.259,222.055
car0,14,267.011,225.976
car0,14,267.247,222.115
car0,14.05,266.998,225.915
car0,14.05,267.236,222.167
car0,14.1,266.985,225.852
car0,14.1,267.225,222.219
car0,14.15,266.973,225.797
car0,14.15,267.213,222.273
car0,14.2,266.96,225.738
car0,14.2,267.202,222.327
car0,14.25,266.948,225.682
car0,14.25,267.193,222.369
car0,14.3,266.934,225.614
car0,14.3,267.187,222.397
car0,14.35,266.921,225.555
car0,14.35,267.186,222.399
car0,14.4,266.911,225.507
car0,14.4,267.23,225.399
car0,14.45,266.906,225.481
car0,14.45,267.177,225.353
car0,14.5,267.138,225.319
car0,14.55,267.098,225.284
car0,14.55,268.04,223.096
car0,14.6,266.993,225.193
car0,14.6,267.981,223.148
car0,14.65,267.938,223.185
car0,14.7,267.908,223.212
car0,14.75,266.914,225.124
car0,14.75,267.837,223.273
car0,14.8,267.772,223.329
car0,14.85,267.73,223.366
car0,14.9,267.127,224.803
car0,14.9,267.695,223.397
car0,14.95,266.953,224.778
car0,14.95,267.657,223.429
car0,15,267.622,223.46
car0,15.05,266.94,224.776
car0,15.05,267.589,223.489
car0,15.1,267.561,223.513
car0,15.15,267.53,223.54
car0,15.2,267.128,224.397
car0,15.2,267.502,223.564
car0,15.25,267.476,223.587
car0,15.3,267.455,223.605
car0,15.35,267.08,224.404
car0,15.35,267.434,223.624
car0,15.4,267.17,224.391
car0,15.4,267.438,223.62
car0,15.5,266.92,224.07
car0,15.6,267.773,224.306
car0,15.65,267.621,224.328
car0,15.7,267.572,224.335
car0,15.7,267.083,223.929
car0,15.75,267.555,224.337
car0,15.75,267.117,223.899
car0,15.8,267.164,223.858
car0,15.8,266.905,223.723
car0,15.85,267.235,223.796
car0,15.85,266.911,223.696
car0,15.9,267.528,224.341
car0,15.9,266.921,223.649
car0,15.95,267.527,224.341
car0,15.95,266.934,223.586
car0,16,267.531,224.341
car0,16,266.947,223.523
car0,16.05,267.556,224.337
car0,16.05,266.959,223.468
car0,16.1,267.654,224.323
car0,16.1,266.973,223.403
car0,16.15,267.537,224.86
car0,16.15,266.986,223.343
car0,16.2,267.526,224.859
car0,16.2,267,223.277
car0,16.25,267.528,224.859
car0,16.25,267.012,223.22
car0,16.3,267.532,224.86
car0,16.3,267.026,223.154
car0,16.35,267.545,224.861
car0,16.35,267.04,223.089
car0,16.4,267.559,224.863
car0,16.4,267.055,223.018
car0,16.45,267.581,224.867
car0,16.45,267.069,222.953
car0,16.5,267.612,224.871
car0,16.5,267.081,222.896
car0,16.55,267.675,224.88
car0,16.55,267.094,222.833
car0,16.6,267.83,224.902
car0,16.6,267.109,222.764
car0,16.65,267.121,222.705
car0,16.7,267.135,222.64
car0,16.75,267.148,222.578
car0,16.8,267.445,225.586
car0,16.8,267.161,222.517
car0,16.85,267.458,225.597
car0,16.85,267.174,222.459
car0,16.9,267.48,225.617
car0,16.9,267.188,222.389
car0,16.95,267.505,225.639
car0,16.95,267.203,222.321
car0,17,267.534,225.664
car0,17,267.217,222.256
car0,17.05,267.56,225.687
car0,17.05,267.232,222.186
car0,17.1,267.591,225.713
car0,17.1,267.246,222.118
car0,17.15,267.622,225.74
car0,17.15,267.26,222.053
car0,17.2,267.655,225.769
car0,17.2,267.275,221.982
car0,17.25,267.683,225.793
car0,17.25,267.287,221.926
car0,17.3,267.717,225.822
car0,17.3,267.299,221.869
car0,17.35,267.757,225.857
car0,17.35,267.31,221.818
car0,17.4,267.789,225.885
car0,17.4,267.322,221.761
car0,17.45,267.828,225.919
car0,17.45,267.334,221.704
car0,17.5,267.87,225.956
car0,17.5,267.345,221.651
car0,17.55,267.926,226.005
car0,17.55,267.358,221.592
car0,17.6,268.007,226.075
car0,17.6,267.369,221.539
car0,17.65,268.041,226.104
car0,17.65,267.383,221.473
car0,17.7,268.092,226.149
car0,17.7,267.396,221.411
car0,17.75,268.159,226.207
car0,17.75,267.409,221.35
car0,17.8,267.424,221.283
car0,17.85,267.437,221.217
car0,17.9,267.453,221.146
car0,17.95,267.467,221.078
car0,18,267.219,226.953
car0,18,267.481,221.013
car0,18.05,267.223,226.975
car0,18.05,267.494,220.951
car0,18.1,267.231,227.01
car0,18.1,267.509,220.882
car0,18.15,267.241,227.057
car0,18.15,267.525,220.807
car0,18.2,267.252,227.112
car0,18.2,267.538,220.745
car0,18.25,267.263,227.16
car0,18.25,267.554,220.67
car0,18.3,267.275,227.221
car0,18.3,267.567,220.608
car0,18.35,267.287,227.273
car0,18.35,267.582,220.536
car0,18.4,267.298,227.326
car0,18.4,267.598,220.462
car0,18.45,267.309,227.38
car0,18.45,267.613,220.392
car0,18.5,267.322,227.441
car0,18.5,267.626,220.329
car0,18.55,267.331,227.481
car0,18.55,267.638,220.275
car0,18.6,267.341,227.53
car0,18.6,267.651,220.213
car0,18.65,267.352,227.582
car0,18.65,267.663,220.155
car0,18.7,267.365,227.642
car0,18.7,267.677,220.092
car0,18.75,267.376,227.695
car0,18.75,267.69,220.028
car0,18.8,267.385,227.737
car0,18.8,267.704,219.962
car0,18.85,267.395,227.785
car0,18.85,267.716,219.906
car0,18.9,267.406,227.833
car0,18.9,267.731,219.838
car0,18.95,267.416,227.883
car0,18.95,267.743,219.779
car0,19,267.428,227.94
car0,19,267.757,219.714
car0,19.05,267.441,228.001
car0,19.05,267.771,219.65
car0,19.1,267.453,228.058
car0,19.1,267.785,219.583
car0,19.15,267.464,228.106
car0,19.15,267.8,219.512
car0,19.2,267.475,228.159
car0,19.2,267.815,219.441
car0,19.25,267.486,228.21
car0,19.25,267.828,219.379
car0,19.3,267.499,228.271
car0,19.3,267.841,219.319
car0,19.35,267.511,228.329
car0,19.35,267.855,219.255
car0,19.4,267.523,228.385
car0,19.4,267.869,219.188
car0,19.45,267.535,228.44
car0,19.45,267.884,219.116
car0,19.5,267.549,228.507
car0,19.5,267.898,219.053
car0,19.55,267.562,228.571
car0,19.55,267.911,218.988
car0,19.6,267.576,228.635
car0,19.6,267.925,218.924
car0,19.65,267.589,228.695
car0,19.65,267.941,218.848
car0,19.7,267.601,228.753
car0,19.7,267.956,218.779
car0,19.75,267.613,228.806
car0,19.75,267.971,218.706
car0,19.8,267.625,228.867
car0,19.8,267.988,218.628
car0,19.85,267.636,228.917
car0,19.85,268.004,218.554
car0,19.9,267.646,228.964
car0,19.9,268.017,218.489
car0,19.95,267.656,229.011
car0,19.95,268.031,218.424
car0,20,267.666,229.059
car0,20.05,267.678,229.114
car0,20.1,267.69,229.171
car0,20.15,267.702,229.227
car0,20.2,267.713,229.279
car0,20.25,267.726,229.341
car0,20.3,267.739,229.403
car0,20.35,267.752,229.461
car0,20.4,267.764,229.518
car0,20.45,267.779,229.59
car0,20.5,267.79,229.64
car0,20.55,267.799,229.684
car0,20.6,267.81,229.736
car0,20.65,267.821,229.785
car0,20.7,267.831,229.834
car0,20.75,267.842,229.887
car0,20.8,267.855,229.946
car0,20.85,267.865,229.996
car0,20.9,267.877,230.05
car0,20.95,267.888,230.103
car0,21,267.901,230.163
car0,21.05,267.913,230.218
car0,21.1,267.924,230.271
car0,21.15,267.936,230.33
car0,21.2,267.948,230.387
car0,21.25,267.961,230.448
car0,21.3,267.974,230.507
car0,21.35,267.987,230.567
car0,21.4,268,230.63
car0,21.45,268.014,230.696
car0,21.5,268.026,230.753
car0,21.55,268.041,230.82
