timestamp,x_gt,y_gt,track_id,x_track,y_track,car_id,sensor_id
21.15,266.84,168.646,76,267.72,180.944,76,0
21.2,266.84,168.71,76,267.734,181.01,76,0
21.25,266.84,168.78,145,267.715,168.761,145,0
21.3,266.84,168.852,145,267.701,168.827,145,0
21.35,266.84,168.924,145,267.687,168.892,145,0
21.4,266.84,168.996,145,267.672,168.965,145,0
21.45,266.84,169.063,145,267.657,169.034,145,0
21.5,266.84,169.124,145,267.644,169.095,145,0
21.55,266.84,169.191,145,267.63,169.163,145,0
21.6,266.84,169.262,145,267.615,169.233,145,0
21.65,266.84,169.33,145,267.6,169.301,145,0
21.7,266.84,169.398,145,267.583,169.38,145,0
21.75,266.84,169.47,145,267.566,169.46,145,0
21.8,266.84,169.538,145,267.551,169.532,145,0
21.85,266.84,169.608,145,267.536,169.605,145,0
21.9,266.84,169.676,145,267.521,169.675,145,0
21.95,266.84,169.744,145,267.506,169.746,145,0
22.0,266.84,169.811,145,267.491,169.815,145,0
22.05,266.84,169.885,145,267.475,169.892,145,0
22.1,266.84,169.958,145,267.459,169.966,145,0
22.15,266.84,170.03,145,267.443,170.04,145,0
22.2,266.84,170.091,145,267.43,170.103,145,0
22.25,266.84,170.165,145,267.414,170.178,145,0
22.3,266.84,170.233,145,267.399,170.249,145,0
22.35,266.84,170.308,145,267.383,170.323,145,0
22.4,266.84,170.379,145,267.368,170.393,145,0
22.45,266.84,170.447,145,267.354,170.459,145,0
22.5,266.84,170.519,145,267.34,170.527,145,0
22.55,266.84,170.58,145,267.327,170.584,145,0
22.6,266.84,170.652,145,267.313,170.652,145,0
22.65,266.84,170.714,145,267.301,170.707,145,0
22.7,266.84,170.782,145,267.289,170.766,145,0
22.75,266.84,170.852,145,267.277,170.824,145,0
22.8,266.84,170.915,145,267.27,170.854,145,0
22.85,266.84,170.979,145,267.257,170.915,145,0
22.9,266.84,171.053,145,267.242,170.984,145,0
22.95,266.84,171.121,145,267.229,171.049,145,0
23.0,266.84,171.183,145,267.216,171.11,145,0
23.05,266.84,171.246,145,267.202,171.173,145,0
23.1,266.84,171.319,145,267.187,171.243,145,0
23.15,266.84,171.385,145,267.174,171.308,145,0
23.2,266.84,171.448,145,267.161,171.369,145,0
23.25,266.84,171.522,145,267.146,171.439,145,0
23.3,266.84,171.589,145,267.132,171.502,145,0
23.35,266.84,171.65,145,267.12,171.558,145,0
23.4,266.84,171.722,145,267.102,171.643,145,0
23.45,266.84,171.797,145,267.084,171.731,145,0
23.5,266.84,171.86,145,267.069,171.801,145,0
23.55,266.84,171.928,145,267.053,171.877,145,0
23.6,266.84,171.992,145,267.038,171.947,145,0
