timestamp,x_gt,y_gt,track_id,x_track,y_track,car_id,sensor_id
41.45,266.84,168.678,239.0,267.735,168.667,car0,0
41.5,266.84,168.727,239.0,267.725,168.712,car0,0
41.55,266.84,168.786,239.0,267.714,168.767,car0,0
41.6,266.84,168.841,239.0,267.703,168.818,car0,0
41.65,266.84,168.894,239.0,267.693,168.866,car0,0
41.7,266.84,168.942,239.0,267.683,168.91,car0,0
41.75,266.84,169.002,239.0,267.67,168.971,car0,0
41.8,266.84,169.059,239.0,267.658,169.03,car0,0
41.85,266.84,169.108,239.0,267.647,169.08,car0,0
41.9,266.84,169.159,239.0,267.636,169.131,car0,0
41.95,266.84,169.214,239.0,267.625,169.185,car0,0
42.0,266.84,169.262,239.0,267.615,169.232,car0,0
42.05,266.84,169.32,239.0,267.603,169.29,car0,0
42.1,266.84,169.371,239.0,267.59,169.35,car0,0
42.15,266.84,169.426,239.0,267.577,169.412,car0,0
42.2,266.84,169.481,239.0,267.564,169.471,car0,0
42.25,266.84,169.529,239.0,267.553,169.522,car0,0
42.3,266.84,169.579,239.0,267.542,169.575,car0,0
42.35,266.84,169.629,239.0,267.531,169.627,car0,0
42.4,266.84,169.681,239.0,267.52,169.68,car0,0
42.45,266.84,169.736,239.0,267.508,169.737,car0,0
42.5,266.84,169.786,239.0,267.497,169.789,car0,0
42.55,266.84,169.841,239.0,267.484,169.846,car0,0
42.6,266.84,169.899,239.0,267.472,169.905,car0,0
42.65,266.84,169.947,239.0,267.461,169.955,car0,0
42.7,266.84,170.001,239.0,267.45,170.01,car0,0
42.75,266.84,170.052,239.0,267.438,170.063,car0,0
42.8,266.84,170.104,239.0,267.427,170.117,car0,0
42.85,266.84,170.158,239.0,267.415,170.171,car0,0
42.9,266.84,170.208,239.0,267.404,170.222,car0,0
42.95,266.84,170.267,239.0,267.392,170.282,car0,0
43.0,266.84,170.321,239.0,267.38,170.336,car0,0
43.05,266.84,170.38,239.0,267.368,170.393,car0,0
43.1,266.84,170.436,239.0,267.357,170.447,car0,0
43.15,266.84,170.494,239.0,267.345,170.504,car0,0
43.2,266.84,170.544,239.0,267.335,170.551,car0,0
43.25,266.84,170.598,239.0,267.324,170.602,car0,0
43.3,266.84,170.649,239.0,267.314,170.649,car0,0
43.35,266.84,170.707,239.0,267.303,170.701,car0,0
43.4,266.84,170.763,239.0,267.292,170.75,car0,0
43.45,266.84,170.821,239.0,267.282,170.799,car0,0
43.5,266.84,170.878,239.0,267.272,170.843,car0,0
43.55,266.84,170.93,239.0,267.267,170.868,car0,0
43.6,266.84,170.987,239.0,267.256,170.923,car0,0
43.65,266.84,171.046,239.0,267.244,170.978,car0,0
43.7,266.84,171.097,239.0,267.234,171.025,car0,0
