timestamp,x,y,car,sensor_id
51.15,266.84,168.648,car0,0
51.2,266.84,168.711,car0,0
51.25,266.84,168.777,car0,0
51.3,266.84,168.837,car0,0
51.35,266.84,168.908,car0,0
51.4,266.84,168.967,car0,0
51.45,266.84,169.03,car0,0
51.5,266.84,169.096,car0,0
51.55,266.84,169.157,car0,0
51.6,266.84,169.226,car0,0
51.65,266.84,169.293,car0,0
51.7,266.84,169.358,car0,0
51.75,266.84,169.421,car0,0
51.8,266.84,169.484,car0,0
51.85,266.84,169.544,car0,0
51.9,266.84,169.611,car0,0
51.95,266.84,169.681,car0,0
52.0,266.84,169.75,car0,0
52.05,266.84,169.821,car0,0
52.1,266.84,169.888,car0,0
52.15,266.84,169.957,car0,0
52.2,266.84,170.02,car0,0
52.25,266.84,170.085,car0,0
52.3,266.84,170.157,car0,0
52.35,266.84,170.227,car0,0
52.4,266.84,170.299,car0,0
52.45,266.84,170.363,car0,0
52.5,266.84,170.426,car0,0
52.55,266.84,170.488,car0,0
52.6,266.84,170.546,car0,0
52.65,266.84,170.607,car0,0
52.7,266.84,170.678,car0,0
52.75,266.84,170.744,car0,0
52.8,266.84,170.813,car0,0
52.85,266.84,170.883,car0,0
52.9,266.84,170.949,car0,0
52.95,266.84,171.011,car0,0
53.0,266.84,171.075,car0,0
53.05,266.84,171.141,car0,0
53.1,266.84,171.203,car0,0
53.15,266.84,171.266,car0,0
53.2,266.84,171.335,car0,0
53.25,266.84,171.403,car0,0
53.3,266.84,171.462,car0,0
53.35,266.84,171.527,car0,0
53.4,266.84,171.595,car0,0
53.45,266.84,171.661,car0,0
53.5,266.84,171.724,car0,0
53.55,266.84,171.782,car0,0
53.6,266.84,171.851,car0,0
53.65,266.84,171.913,car0,0
53.7,266.84,171.979,car0,0
53.75,266.84,172.039,car0,0
53.8,266.84,172.105,car0,0
53.85,266.84,172.166,car0,0
53.9,266.84,172.226,car0,0
53.95,266.84,172.294,car0,0
54.0,266.84,172.357,car0,0
