id,timestamp,x,y,confidence
car0,11.5,267.692,229.18
car0,11.55,267.677,229.11
car0,11.6,267.664,229.05
car0,11.65,267.649,228.976
car0,11.7,267.635,228.913
car0,11.75,267.619,228.838
car0,11.8,267.606,228.777
car0,11.85,267.593,228.714
car0,11.9,267.58,228.656
car0,11.95,267.567,228.592
car0,12,267.554,228.532
car0,12.05,267.541,228.47
car0,12.1,267.529,228.412
car0,12.15,267.516,228.351
car0,12.2,267.504,228.296
car0,12.25,267.492,228.237
car0,12.3,267.479,228.179
car0,12.35,267.466,228.116
car0,12.4,267.453,228.055
car0,12.45,267.438,227.986
car0,12.5,267.424,227.918
car0,12.55,267.411,227.857
car0,12.6,267.399,227.803
car0,12.65,267.386,227.74
car0,12.7,267.368,227.655
car0,12.75,267.352,227.583
car0,12.8,267.336,227.504
car0,12.85,267.32,227.429
car0,12.9,267.306,227.364
car0,12.95,267.293,227.301
car0,13,267.28,227.242
car0,13.05,267.268,227.187
car0,13.1,267.258,227.137
car0,13.15,267.242,227.063
car0,13.2,267.229,227.004
car0,13.25,267.216,226.94
car0,13.3,267.201,226.872
car0,13.35,267.187,226.803
car0,13.4,267.173,226.737
car0,13.45,267.158,226.666
car0,13.5,267.144,226.603
car0,13.55,267.131,226.543
car0,13.6,267.117,226.477
car0,13.65,267.103,226.411
car0,13.7,267.09,226.347
car0,13.75,267.077,226.288
car0,13.8,267.065,226.229
car0,13.85,267.052,226.171
car0,13.9,267.039,226.107
car0,13.95,267.025,226.041
car0,14,267.011,225.976
car0,14.05,266.998,225.915
car0,14.1,266.985,225.852
car0,14.15,266.973,225.797
car0,14.2,266.96,225.738
car0,14.25,266.948,225.682
car0,14.3,266.934,225.614
car0,14.35,266.921,225.555
car0,14.4,266.911,225.507
car0,14.45,266.906,225.481
car0,14.5,267.138,225.319
car0,14.55,267.098,225.284
car0,14.6,266.993,225.193
car0,14.6,266.993,225.193
car0,14.6,266.993,225.193
car0,14.75,266.914,225.124
car0,14.8,267.772,223.329
car0,14.85,267.73,223.366
car0,14.9,267.127,224.803
car0,14.95,266.953,224.778
car0,14.95,266.953,224.778
car0,15.05,266.94,224.776
car0,15.1,267.561,223.513
car0,15.15,267.53,223.54
car0,15.2,267.128,224.397
car0,15.2,267.128,224.397
car0,15.2,267.128,224.397
car0,15.35,267.08,224.404
car0,15.4,267.17,224.391
car0,15.5,266.92,224.07
car0,15.5,266.92,224.07
car0,15.5,266.92,224.07
car0,15.5,266.92,224.07
car0,15.7,267.083,223.929
car0,15.75,267.117,223.899
car0,15.8,267.164,223.858
car0,15.85,267.235,223.796
car0,15.9,267.528,224.341
car0,15.95,267.527,224.341
car0,16,267.531,224.341
car0,16.05,267.556,224.337
car0,16.1,267.654,224.323
car0,16.15,267.537,224.86
car0,16.2,267.526,224.859
car0,16.25,267.528,224.859
car0,16.3,267.532,224.86
car0,16.35,267.545,224.861
car0,16.4,267.559,224.863
car0,16.45,267.581,224.867
car0,16.5,267.612,224.871
car0,16.55,267.675,224.88
car0,16.6,267.83,224.902
car0,16.65,267.121,222.705
car0,16.7,267.135,222.64
car0,16.75,267.148,222.578
car0,16.8,267.445,225.586
car0,16.85,267.458,225.597
car0,16.9,267.48,225.617
car0,16.95,267.505,225.639
car0,17,267.534,225.664
car0,17.05,267.56,225.687
car0,17.1,267.591,225.713
car0,17.15,267.622,225.74
car0,17.2,267.655,225.769
car0,17.25,267.683,225.793
car0,17.3,267.717,225.822
car0,17.35,267.757,225.857
car0,17.4,267.789,225.885
car0,17.45,267.828,225.919
car0,17.5,267.87,225.956
car0,17.55,267.926,226.005
car0,17.6,268.007,226.075
car0,17.65,268.041,226.104
car0,17.7,268.092,226.149
car0,17.75,268.159,226.207
car0,17.8,267.424,221.283
car0,17.85,267.437,221.217
car0,17.9,267.453,221.146
car0,17.95,267.467,221.078
car0,18,267.219,226.953
car0,18.05,267.223,226.975
car0,18.1,267.231,227.01
car0,18.15,267.241,227.057
car0,18.2,267.252,227.112
car0,18.25,267.263,227.16
car0,18.3,267.275,227.221
car0,18.35,267.287,227.273
car0,18.4,267.298,227.326
car0,18.45,267.309,227.38
car0,18.5,267.322,227.441
car0,18.55,267.331,227.481
car0,18.6,267.341,227.53
car0,18.65,267.352,227.582
car0,18.7,267.365,227.642
car0,18.75,267.376,227.695
car0,18.8,267.385,227.737
car0,18.85,267.395,227.785
car0,18.9,267.406,227.833
car0,18.95,267.416,227.883
car0,19,267.428,227.94
car0,19.05,267.441,228.001
car0,19.1,267.453,228.058
car0,19.15,267.464,228.106
car0,19.2,267.475,228.159
car0,19.25,267.486,228.21
car0,19.3,267.499,228.271
car0,19.35,267.511,228.329
car0,19.4,267.523,228.385
car0,19.45,267.535,228.44
car0,19.5,267.549,228.507
car0,19.55,267.562,228.571
car0,19.6,267.576,228.635
car0,19.65,267.589,228.695
car0,19.7,267.601,228.753
car0,19.75,267.613,228.806
car0,19.8,267.625,228.867
car0,19.85,267.636,228.917
car0,19.9,267.646,228.964
car0,19.95,267.656,229.011
car0,20,267.666,229.059
car0,20.05,267.678,229.114
car0,20.1,267.69,229.171
