timestamp,x_gt,y_gt,track_id,x_track,y_track,car_id,sensor_id
22.15,266.84,168.666,139.0,267.737,168.656,car0,0
22.2,266.84,168.728,139.0,267.725,168.713,car0,0
22.25,266.84,168.787,139.0,267.714,168.768,car0,0
22.3,266.84,168.846,139.0,267.702,168.822,car0,0
22.35,266.84,168.906,139.0,267.69,168.876,car0,0
22.4,266.84,168.967,139.0,267.678,168.936,car0,0
22.45,266.84,169.038,139.0,267.662,169.009,car0,0
22.5,266.84,169.102,139.0,267.649,169.073,car0,0
22.55,266.84,169.166,139.0,267.635,169.137,car0,0
22.6,266.84,169.227,139.0,267.622,169.198,car0,0
22.65,266.84,169.296,139.0,267.608,169.267,car0,0
22.7,266.84,169.358,139.0,267.593,169.334,car0,0
22.75,266.84,169.429,139.0,267.576,169.415,car0,0
22.8,266.84,169.5,139.0,267.56,169.492,car0,0
22.85,266.84,169.561,139.0,267.546,169.556,car0,0
22.9,266.84,169.63,139.0,267.531,169.627,car0,0
22.95,266.84,169.697,139.0,267.516,169.697,car0,0
23.0,266.84,169.762,139.0,267.502,169.764,car0,0
23.05,266.84,169.831,139.0,267.487,169.836,car0,0
23.1,266.84,169.892,139.0,267.473,169.898,car0,0
23.15,266.84,169.96,139.0,267.458,169.969,car0,0
23.2,266.84,170.028,139.0,267.443,170.038,car0,0
23.25,266.84,170.096,139.0,267.429,170.108,car0,0
23.3,266.84,170.154,139.0,267.416,170.167,car0,0
23.35,266.84,170.218,139.0,267.402,170.232,car0,0
23.4,266.84,170.282,139.0,267.388,170.298,car0,0
23.45,266.84,170.344,139.0,267.376,170.358,car0,0
23.5,266.84,170.412,139.0,267.361,170.426,car0,0
23.55,266.84,170.474,139.0,267.349,170.484,car0,0
23.6,266.84,170.534,139.0,267.336,170.542,car0,0
23.65,266.84,170.596,139.0,267.324,170.6,car0,0
23.7,266.84,170.658,139.0,267.312,170.657,car0,0
23.75,266.84,170.728,139.0,267.299,170.72,car0,0
23.8,266.84,170.789,139.0,267.287,170.773,car0,0
23.85,266.84,170.853,139.0,267.276,170.825,car0,0
23.9,266.84,170.913,139.0,267.269,170.861,car0,0
23.95,266.84,170.972,139.0,267.259,170.908,car0,0
24.0,266.84,171.043,139.0,267.244,170.975,car0,0
24.05,266.84,171.106,139.0,267.232,171.033,car0,0
24.1,266.84,171.17,139.0,267.218,171.098,car0,0
24.15,266.84,171.237,139.0,267.204,171.163,car0,0
24.2,266.84,171.304,139.0,267.19,171.23,car0,0
24.25,266.84,171.37,139.0,267.177,171.293,car0,0
24.3,266.84,171.428,139.0,267.165,171.349,car0,0
24.35,266.84,171.487,139.0,267.153,171.406,car0,0
24.4,266.84,171.547,139.0,267.141,171.463,car0,0
24.45,266.84,171.605,139.0,267.129,171.517,car0,0
24.5,266.84,171.674,139.0,267.114,171.587,car0,0
24.55,266.84,171.744,139.0,267.097,171.67,car0,0
24.6,266.84,171.808,139.0,267.081,171.743,car0,0
24.65,266.84,171.867,139.0,267.067,171.809,car0,0
24.7,266.84,171.935,139.0,267.051,171.885,car0,0
24.75,266.84,172.004,139.0,267.035,171.959,car0,0
24.8,266.84,172.07,139.0,267.021,172.028,car0,0
24.85,266.84,172.129,139.0,267.008,172.086,car0,0
24.9,266.84,172.187,139.0,266.997,172.138,car0,0
24.95,266.84,172.251,139.0,266.985,172.195,car0,0
25.0,266.84,172.309,139.0,266.975,172.242,car0,0
25.05,266.84,172.375,139.0,266.966,172.287,car0,0
25.1,266.84,172.445,139.0,266.956,172.332,car0,0
25.15,266.84,172.507,139.0,266.942,172.396,car0,0
25.2,266.84,172.573,139.0,266.929,172.461,car0,0
25.25,266.84,172.632,139.0,266.916,172.518,car0,0
25.3,266.84,172.699,139.0,266.903,172.581,car0,0
25.35,266.84,172.76,139.0,266.892,172.634,car0,0
25.4,266.84,172.82,139.0,266.878,172.698,car0,0
25.45,266.84,172.88,139.0,266.865,172.759,car0,0
25.5,266.84,172.951,139.0,266.851,172.825,car0,0
25.55,266.84,173.016,139.0,266.839,172.883,car0,0
25.6,266.84,173.084,139.0,266.824,172.951,car0,0
25.65,266.84,173.153,139.0,266.811,173.016,car0,0
25.7,266.84,173.214,139.0,266.8,173.068,car0,0
25.75,266.84,173.28,139.0,266.786,173.131,car0,0
25.8,266.84,173.349,139.0,266.774,173.19,car0,0
25.85,266.84,173.418,139.0,266.761,173.252,car0,0
25.9,266.84,173.481,139.0,266.749,173.304,car0,0
25.95,266.84,173.544,139.0,266.74,173.348,car0,0
26.0,266.84,173.609,139.0,266.735,173.372,car0,0
26.05,266.84,173.675,139.0,267.31,173.723,car0,0
26.1,266.84,173.741,139.0,267.253,173.773,car0,0
26.15,266.84,173.806,139.0,267.212,173.808,car0,0
26.2,266.84,173.869,139.0,267.142,173.869,car0,0
26.25,266.84,173.927,139.0,267.072,173.93,car0,0
26.3,266.84,173.995,139.0,267.019,173.976,car0,1
26.35,266.84,174.064,139.0,266.977,174.013,car0,1
26.4,266.84,174.127,139.0,266.942,174.043,car0,1
26.45,266.84,174.188,139.0,266.91,174.07,car0,1
26.5,266.84,174.254,139.0,266.88,174.097,car0,1
26.55,266.84,174.316,139.0,266.857,174.117,car0,1
26.6,266.84,174.378,139.0,266.846,174.126,car0,1
26.65,266.84,174.437,,,,,1
26.7,266.84,174.506,,,,,1
26.75,266.84,174.567,139.0,267.145,174.597,car0,1
26.8,266.84,174.633,139.0,266.982,174.62,car0,2
26.85,266.84,174.704,139.0,266.914,174.629,car0,2
26.9,266.84,174.774,139.0,266.895,174.632,car0,2
26.95,266.84,174.837,139.0,266.886,174.633,car0,2
27.0,266.84,174.906,139.0,266.893,174.632,car0,2
27.05,266.84,174.971,139.0,266.982,174.62,car0,2
27.1,266.84,175.041,,,,,3
27.15,266.84,175.104,139.0,266.905,175.05,car0,3
27.2,266.84,175.169,139.0,266.886,175.047,car0,3
27.25,266.84,175.23,139.0,266.888,175.047,car0,3
27.3,266.84,175.291,139.0,266.9,175.049,car0,3
27.35,266.84,175.361,139.0,266.936,175.054,car0,3
27.4,266.84,175.426,139.0,267.085,175.075,car0,3
27.45,266.84,175.489,139.0,267.192,175.09,car0,4
27.5,266.84,175.555,,,,,4
27.55,266.84,175.622,139.0,266.849,175.556,car0,4
27.6,266.84,175.686,139.0,266.844,175.552,car0,4
27.65,266.84,175.756,139.0,266.868,175.573,car0,4
27.7,266.84,175.817,139.0,266.894,175.595,car0,4
27.75,266.84,175.885,139.0,266.927,175.624,car0,4
27.8,266.84,175.953,139.0,266.965,175.657,car0,4
27.85,266.84,176.018,139.0,267.005,175.692,car0,4
27.9,266.84,176.081,139.0,267.06,175.74,car0,4
27.95,266.84,176.143,139.0,267.142,175.811,car0,4
28.0,266.84,176.211,139.0,267.182,175.846,car0,5
28.05,266.84,176.279,139.0,267.232,175.889,car0,5
28.1,266.84,176.346,139.0,266.722,176.249,car0,5
28.15,266.84,176.416,139.0,266.725,176.261,car0,5
28.2,266.84,176.484,139.0,266.735,176.306,car0,5
28.25,266.84,176.545,139.0,266.745,176.357,car0,5
28.3,266.84,176.616,139.0,266.758,176.419,car0,5
28.35,266.84,176.679,139.0,266.771,176.477,car0,5
28.4,266.84,176.746,139.0,266.783,176.536,car0,5
28.45,266.84,176.803,139.0,266.795,176.59,car0,5
28.5,266.84,176.872,139.0,266.808,176.651,car0,5
28.55,266.84,176.937,139.0,266.82,176.71,car0,5
28.6,266.84,177.004,139.0,266.835,176.777,car0,5
28.65,266.84,177.072,139.0,266.847,176.837,car0,5
28.7,266.84,177.133,139.0,266.859,176.893,car0,5
28.75,266.84,177.2,139.0,266.873,176.958,car0,5
28.8,266.84,177.269,139.0,266.887,177.024,car0,5
28.85,266.84,177.329,139.0,266.9,177.083,car0,5
28.9,266.84,177.4,139.0,266.913,177.146,car0,5
28.95,266.84,177.465,139.0,266.926,177.206,car0,5
29.0,266.84,177.529,139.0,266.939,177.267,car0,5
29.05,266.84,177.599,139.0,266.953,177.333,car0,5
29.1,266.84,177.661,139.0,266.966,177.395,car0,5
29.15,266.84,177.725,139.0,266.98,177.46,car0,5
29.2,266.84,177.785,139.0,266.991,177.515,car0,5
29.25,266.84,177.854,139.0,267.003,177.567,car0,5
29.3,266.84,177.913,139.0,267.012,177.614,car0,5
29.35,266.84,177.984,139.0,267.025,177.674,car0,5
29.4,266.84,178.053,139.0,267.038,177.734,car0,5
29.45,266.84,178.123,139.0,267.052,177.799,car0,5
29.5,266.84,178.18,139.0,267.063,177.854,car0,5
29.55,266.84,178.241,139.0,267.074,177.905,car0,5
29.6,266.84,178.307,139.0,267.087,177.962,car0,5
29.65,266.84,178.367,139.0,267.098,178.015,car0,5
29.7,266.84,178.432,139.0,267.11,178.074,car0,5
29.75,266.84,178.49,139.0,267.122,178.128,car0,5
29.8,266.84,178.559,139.0,267.136,178.194,car0,5
29.85,266.84,178.623,139.0,267.149,178.257,car0,5
29.9,266.84,178.693,139.0,267.164,178.326,car0,5
29.95,266.84,178.762,139.0,267.179,178.396,car0,5
30.0,266.84,178.821,139.0,267.192,178.458,car0,5
30.05,266.84,178.889,139.0,267.208,178.531,car0,5
30.1,266.84,178.949,139.0,267.221,178.597,car0,5
30.15,266.84,179.017,139.0,267.237,178.672,car0,5
30.2,266.84,179.08,139.0,267.252,178.742,car0,5
30.25,266.84,179.14,139.0,267.266,178.805,car0,5
30.3,266.84,179.203,139.0,267.279,178.866,car0,5
30.35,266.84,179.263,139.0,267.291,178.924,car0,5
30.4,266.84,179.329,139.0,267.305,178.989,car0,5
30.45,266.84,179.39,139.0,267.318,179.05,car0,5
30.5,266.84,179.453,139.0,267.33,179.107,car0,5
30.55,266.84,179.512,139.0,267.34,179.155,car0,5
30.6,266.84,179.578,139.0,267.352,179.21,car0,5
30.65,266.84,179.642,139.0,267.364,179.266,car0,5
30.7,266.84,179.706,139.0,267.376,179.322,car0,5
30.75,266.84,179.766,139.0,267.387,179.376,car0,5
30.8,266.84,179.825,139.0,267.398,179.428,car0,5
30.85,266.84,179.883,139.0,267.409,179.481,car0,5
30.9,266.84,179.947,139.0,267.422,179.54,car0,5
30.95,266.84,180.012,139.0,267.435,179.601,car0,5
31.0,266.84,180.074,139.0,267.447,179.658,car0,5
31.05,266.84,180.133,139.0,267.459,179.715,car0,5
31.1,266.84,180.203,139.0,267.473,179.783,car0,5
31.15,266.84,180.269,139.0,267.487,179.846,car0,5
31.2,266.84,180.34,139.0,267.502,179.916,car0,5
31.25,266.84,180.406,139.0,267.515,179.98,car0,5
31.3,266.84,180.475,139.0,267.53,180.049,car0,5
31.35,266.84,180.542,139.0,267.544,180.116,car0,5
31.4,266.84,180.606,139.0,267.558,180.181,car0,5
31.45,266.84,180.664,139.0,267.571,180.24,car0,5
31.5,266.84,180.729,139.0,267.585,180.308,car0,5
31.55,266.84,180.8,139.0,267.601,180.382,car0,5
31.6,266.84,180.872,139.0,267.617,180.457,car0,5
31.65,266.84,180.942,139.0,267.633,180.534,car0,5
31.7,266.84,181.0,139.0,267.647,180.597,car0,5
31.75,266.84,181.06,139.0,267.661,180.664,car0,5
31.8,266.84,181.129,139.0,267.677,180.742,car0,5
31.85,266.84,181.192,139.0,267.693,180.815,car0,5
31.9,266.84,181.252,139.0,267.706,180.875,car0,5
31.95,266.84,181.32,139.0,267.72,180.941,car0,5
32.0,266.84,181.378,139.0,267.732,180.997,car0,5
32.05,266.84,181.444,,,,,5
32.1,266.84,181.506,,,,,5
32.15,266.84,181.572,,,,,5
