timestamp,x_gt,y_gt,car_id,sensor_id
50.3,266.84,168.673,car0,0
50.35,266.84,168.728,car0,0
50.4,266.84,168.784,car0,0
50.45,266.84,168.842,car0,0
50.5,266.84,168.901,car0,0
50.55,266.84,168.961,car0,0
50.6,266.84,169.018,car0,0
50.65,266.84,169.075,car0,0
50.7,266.84,169.132,car0,0
50.75,266.84,169.188,car0,0
50.8,266.84,169.253,car0,0
50.85,266.84,169.314,car0,0
50.9,266.84,169.369,car0,0
50.95,266.84,169.43,car0,0
51.0,266.84,169.49,car0,0
51.05,266.84,169.55,car0,0
51.1,266.84,169.603,car0,0
51.15,266.84,169.665,car0,0
51.2,266.84,169.727,car0,0
51.25,266.84,169.786,car0,0
51.3,266.84,169.842,car0,0
51.35,266.84,169.903,car0,0
51.4,266.84,169.968,car0,0
51.45,266.84,170.022,car0,0
51.5,266.84,170.075,car0,0
51.55,266.84,170.14,car0,0
51.6,266.84,170.205,car0,0
51.65,266.84,170.258,car0,0
51.7,266.84,170.31,car0,0
51.75,266.84,170.37,car0,0
51.8,266.84,170.434,car0,0
51.85,266.84,170.498,car0,0
51.9,266.84,170.554,car0,0
51.95,266.84,170.617,car0,0
52.0,266.84,170.67,car0,0
52.05,266.84,170.723,car0,0
52.1,266.84,170.785,car0,0
52.15,266.84,170.845,car0,0
52.2,266.84,170.901,car0,0
52.25,266.84,170.959,car0,0
52.3,266.84,171.011,car0,0
52.35,266.84,171.066,car0,0
52.4,266.84,171.127,car0,0
52.45,266.84,171.19,car0,0
52.5,266.84,171.249,car0,0
52.55,266.84,171.31,car0,0
52.6,266.84,171.366,car0,0
52.65,266.84,171.429,car0,0
52.7,266.84,171.485,car0,0
52.75,266.84,171.537,car0,0
52.8,266.84,171.589,car0,0
52.85,266.84,171.648,car0,0
52.9,266.84,171.704,car0,0
52.95,266.84,171.765,car0,0
53.0,266.84,171.827,car0,0
53.05,266.84,171.886,car0,0
53.1,266.84,171.95,car0,0
53.15,266.84,172.013,car0,0
53.2,266.84,172.068,car0,0
53.25,266.84,172.123,car0,0
53.3,266.84,172.18,car0,0
53.35,266.84,172.237,car0,0
53.4,266.84,172.292,car0,0
53.45,266.84,172.348,car0,0
53.5,266.84,172.408,car0,0
53.55,266.84,172.473,car0,0
53.6,266.84,172.533,car0,0
53.65,266.84,172.597,car0,0
53.7,266.84,172.656,car0,0
53.75,266.84,172.709,car0,0
53.8,266.84,172.768,car0,0
53.85,266.84,172.825,car0,0
53.9,266.84,172.878,car0,0
53.95,266.84,172.943,car0,0
54.0,266.84,173.0,car0,0
54.05,266.84,173.059,car0,0
54.1,266.84,173.113,car0,0
54.15,266.84,173.168,car0,0
54.2,266.84,173.231,car0,0
54.25,266.84,173.293,car0,0
54.3,266.84,173.355,car0,0
54.35,266.84,173.418,car0,0
54.4,266.84,173.474,car0,0
54.45,266.84,173.529,car0,0
54.5,266.84,173.588,car0,0
54.55,266.84,173.644,car0,0
