timestamp,x_gt,y_gt,track_id,x_track,y_track,car_id,sensor_id
36.15,266.84,168.667,141.0,267.737,168.657,car0,0
36.2,266.84,168.734,141.0,267.724,168.719,car0,0
36.25,266.84,168.794,141.0,267.712,168.775,car0,0
36.3,266.84,168.86,141.0,267.699,168.834,car0,0
36.35,266.84,168.922,141.0,267.687,168.891,car0,0
36.4,266.84,168.984,141.0,267.674,168.954,car0,0
36.45,266.84,169.047,141.0,267.661,169.017,car0,0
36.5,266.84,169.112,141.0,267.646,169.084,car0,0
36.55,266.84,169.173,141.0,267.634,169.144,car0,0
36.6,266.84,169.245,141.0,267.618,169.216,car0,0
36.65,266.84,169.315,141.0,267.603,169.286,car0,0
36.7,266.84,169.376,141.0,267.589,169.356,car0,0
36.75,266.84,169.437,141.0,267.574,169.424,car0,0
36.8,266.84,169.508,141.0,267.558,169.5,car0,0
36.85,266.84,169.576,141.0,267.543,169.572,car0,0
36.9,266.84,169.639,141.0,267.529,169.637,car0,0
36.95,266.84,169.705,141.0,267.514,169.706,car0,0
37.0,266.84,169.772,141.0,267.5,169.774,car0,0
37.05,266.84,169.834,141.0,267.486,169.839,car0,0
37.1,266.84,169.905,141.0,267.47,169.912,car0,0
37.15,266.84,169.976,141.0,267.455,169.986,car0,0
37.2,266.84,170.041,141.0,267.441,170.051,car0,0
37.25,266.84,170.101,141.0,267.427,170.114,car0,0
37.3,266.84,170.166,141.0,267.413,170.18,car0,0
37.35,266.84,170.23,141.0,267.4,170.245,car0,0
37.4,266.84,170.297,141.0,267.385,170.312,car0,0
37.45,266.84,170.357,141.0,267.373,170.371,car0,0
37.5,266.84,170.419,141.0,267.36,170.432,car0,0
37.55,266.84,170.485,141.0,267.346,170.495,car0,0
37.6,266.84,170.551,141.0,267.333,170.558,car0,0
37.65,266.84,170.616,141.0,267.32,170.618,car0,0
37.7,266.84,170.688,141.0,267.306,170.684,car0,0
37.75,266.84,170.753,141.0,267.294,170.742,car0,0
37.8,266.84,170.824,141.0,267.281,170.802,car0,0
37.85,266.84,170.891,141.0,267.271,170.852,car0,0
37.9,266.84,170.952,141.0,267.263,170.888,car0,0
37.95,266.84,171.011,141.0,267.251,170.944,car0,0
38.0,266.84,171.078,141.0,267.237,171.008,car0,0
38.05,266.84,171.143,141.0,267.224,171.07,car0,0
38.1,266.84,171.212,141.0,267.21,171.139,car0,0
38.15,266.84,171.283,141.0,267.195,171.209,car0,0
38.2,266.84,171.344,141.0,267.182,171.269,car0,0
38.25,266.84,171.415,141.0,267.168,171.336,car0,0
38.3,266.84,171.475,141.0,267.155,171.394,car0,0
38.35,266.84,171.539,141.0,267.142,171.455,car0,0
38.4,266.84,171.607,141.0,267.129,171.518,car0,0
38.45,266.84,171.679,141.0,267.113,171.592,car0,0
