timestamp,person_id,x_gt,y_gt
33.8,personFlow1.3,266.84,172.077
33.85,personFlow1.1,276.698,188.608
33.85,personFlow1.2,266.94,185.815
33.85,personFlow1.3,266.84,172.136
33.9,personFlow1.1,276.768,188.608
33.9,personFlow1.2,266.94,185.89
33.9,personFlow1.3,266.84,172.207
33.95,personFlow1.1,276.836,188.608
33.95,personFlow1.2,266.94,185.958
33.95,personFlow1.3,266.84,172.278
34,personFlow1.1,276.898,188.608
34,personFlow1.2,266.94,186.032
34,personFlow1.3,266.84,172.348
34.05,personFlow1.1,276.969,188.608
34.05,personFlow1.2,266.94,186.103
34.05,personFlow1.3,266.84,172.412
34.1,personFlow1.1,277.041,188.608
34.1,personFlow1.2,266.94,186.178
34.1,personFlow1.3,266.84,172.479
34.15,personFlow1.1,277.108,188.608
34.15,personFlow1.2,266.94,186.251
34.15,personFlow1.3,266.84,172.549
34.2,personFlow1.1,277.175,188.609
34.2,personFlow1.2,266.94,186.322
34.2,personFlow1.3,266.84,172.617
34.25,personFlow1.1,277.241,188.609
34.25,personFlow1.2,266.94,186.393
34.25,personFlow1.3,266.84,172.679
34.3,personFlow1.1,277.314,188.609
34.3,personFlow1.2,266.94,186.46
34.3,personFlow1.3,266.84,172.743
34.35,personFlow1.1,277.386,188.609
34.35,personFlow1.2,266.94,186.527
34.35,personFlow1.3,266.84,172.81
34.4,personFlow1.1,277.449,188.609
34.4,personFlow1.2,266.94,186.59
34.4,personFlow1.3,266.84,172.868
34.45,personFlow1.1,277.523,188.609
34.45,personFlow1.2,266.94,186.663
34.45,personFlow1.3,266.84,172.931
34.5,personFlow1.1,277.598,188.609
34.5,personFlow1.2,266.94,186.735
34.5,personFlow1.3,266.84,172.996
34.55,personFlow1.1,277.673,188.609
34.55,personFlow1.2,266.94,186.802
34.55,personFlow1.3,266.84,173.055
34.6,personFlow1.1,277.735,188.61
34.6,personFlow1.2,266.94,186.868
34.6,personFlow1.3,266.84,173.122
34.65,personFlow1.1,277.81,188.61
34.65,personFlow1.2,266.94,186.942
34.65,personFlow1.3,266.84,173.186
34.7,personFlow1.1,277.883,188.61
34.7,personFlow1.2,266.94,187.014
34.7,personFlow1.3,266.84,173.255
34.75,personFlow1.1,277.944,188.61
34.75,personFlow1.2,266.94,187.084
34.75,personFlow1.3,266.84,173.314
34.8,personFlow1.1,278.014,188.61
34.8,personFlow1.2,266.94,187.145
34.8,personFlow1.3,266.84,173.384
34.85,personFlow1.1,278.085,188.61
34.85,personFlow1.2,266.94,187.219
34.85,personFlow1.3,266.84,173.446
34.9,personFlow1.1,278.157,188.61
34.9,personFlow1.2,266.94,187.28
34.9,personFlow1.3,266.84,173.517
34.95,personFlow1.1,278.222,188.61
34.95,personFlow1.2,266.94,187.341
34.95,personFlow1.3,266.84,173.581
35,personFlow1.1,278.293,188.611
35,personFlow1.2,266.94,187.407
35,personFlow1.3,266.84,173.645
35.05,personFlow1.1,278.359,188.611
35.05,personFlow1.2,266.94,187.473
35.05,personFlow1.3,266.84,173.711
35.1,personFlow1.1,278.423,188.611
35.1,personFlow1.2,266.94,187.548
35.1,personFlow1.3,266.84,173.778
35.15,personFlow1.1,278.491,188.611
35.15,personFlow1.2,266.94,187.611
35.15,personFlow1.3,266.84,173.848
35.2,personFlow1.1,278.56,188.611
35.2,personFlow1.2,266.94,187.678
35.2,personFlow1.3,266.84,173.906
35.25,personFlow1.1,278.633,188.611
35.25,personFlow1.2,266.94,187.74
35.25,personFlow1.3,266.84,173.967
35.3,personFlow1.1,278.706,188.611
35.3,personFlow1.2,266.94,187.814
35.3,personFlow1.3,266.84,174.025
35.35,personFlow1.1,278.77,188.611
35.35,personFlow1.2,266.94,187.88
35.35,personFlow1.3,266.84,174.09
35.4,personFlow1.1,278.84,188.612
35.4,personFlow1.2,266.94,187.952
35.4,personFlow1.3,266.84,174.154
35.45,personFlow1.1,278.908,188.612
35.45,personFlow1.2,266.94,188.019
35.45,personFlow1.3,266.84,174.22
35.5,personFlow1.1,278.978,188.612
35.5,personFlow1.2,266.94,188.089
35.5,personFlow1.3,266.84,174.29
35.55,personFlow1.1,279.043,188.612
35.55,personFlow1.2,267.187,188.313
35.55,personFlow1.3,266.84,174.36
35.6,personFlow1.1,279.104,188.612
35.6,personFlow1.2,267.251,188.317
35.6,personFlow1.3,266.84,174.42
35.65,personFlow1.1,279.172,188.612
35.65,personFlow1.2,267.323,188.321
35.65,personFlow1.3,266.84,174.486
35.7,personFlow1.1,279.234,188.612
35.7,personFlow1.2,267.397,188.326
35.7,personFlow1.3,266.84,174.551
35.75,personFlow1.1,279.302,188.612
35.75,personFlow1.2,267.462,188.33
35.75,personFlow1.3,266.84,174.62
35.8,personFlow1.1,279.374,188.613
35.8,personFlow1.2,267.535,188.334
35.8,personFlow1.3,266.84,174.689
35.85,personFlow1.1,279.447,188.613
35.85,personFlow1.2,267.604,188.338
35.85,personFlow1.3,266.84,174.755
35.9,personFlow1.1,279.514,188.613
35.9,personFlow1.2,267.667,188.342
35.9,personFlow1.3,266.84,174.826
35.95,personFlow1.1,279.586,188.613
35.95,personFlow1.2,267.728,188.346
35.95,personFlow1.3,266.84,174.886
36,personFlow1.1,279.659,188.613
36,personFlow1.2,267.791,188.35
36,personFlow1.3,266.84,174.948
36.05,personFlow1.1,279.722,188.613
36.05,personFlow1.2,267.858,188.354
36.05,personFlow1.3,266.84,175.011
36.1,personFlow1.1,279.783,188.613
36.1,personFlow1.2,267.927,188.358
36.1,personFlow1.3,266.84,175.069
36.15,personFlow1.1,279.854,188.613
36.15,personFlow1.2,267.991,188.362
36.15,personFlow1.3,266.84,175.14
36.2,personFlow1.1,279.92,188.614
36.2,personFlow1.2,268.064,188.367
36.2,personFlow1.3,266.84,175.202
36.25,personFlow1.1,279.988,188.614
36.25,personFlow1.2,268.133,188.371
36.25,personFlow1.3,266.84,175.259
36.3,personFlow1.1,280.054,188.614
36.3,personFlow1.2,268.204,188.376
36.3,personFlow1.3,266.84,175.319
36.35,personFlow1.1,280.123,188.614
36.35,personFlow1.2,268.273,188.38
36.35,personFlow1.3,266.84,175.376
36.4,personFlow1.1,280.19,188.614
36.4,personFlow1.2,268.342,188.384
36.4,personFlow1.3,266.84,175.439
36.45,personFlow1.1,280.255,188.614
36.45,personFlow1.2,268.405,188.388
36.45,personFlow1.3,266.84,175.496
36.5,personFlow1.1,280.316,188.614
36.5,personFlow1.2,268.479,188.393
36.5,personFlow1.3,266.84,175.559
36.55,personFlow1.1,280.39,188.614
36.55,personFlow1.2,268.545,188.397
36.55,personFlow1.3,266.84,175.621
36.6,personFlow1.1,280.455,188.615
36.6,personFlow1.2,268.607,188.4
36.6,personFlow1.3,266.84,175.682
36.65,personFlow1.1,280.522,188.615
36.65,personFlow1.2,268.669,188.404
36.65,personFlow1.3,266.84,175.749
36.7,personFlow1.1,280.592,188.615
36.7,personFlow1.2,268.733,188.408
36.7,personFlow1.3,266.84,175.819
36.75,personFlow1.1,280.663,188.615
36.75,personFlow1.2,268.806,188.413
36.75,personFlow1.3,266.84,175.88
36.8,personFlow1.1,280.734,188.615
36.8,personFlow1.2,268.87,188.417
36.8,personFlow1.3,266.84,175.944
36.85,personFlow1.1,280.801,188.615
36.85,personFlow1.2,268.931,188.42
36.85,personFlow1.3,266.84,176.01
36.9,personFlow1.1,280.874,188.615
36.9,personFlow1.2,268.998,188.425
36.9,personFlow1.3,266.84,176.073
36.95,personFlow1.1,280.938,188.615
36.95,personFlow1.2,269.059,188.428
36.95,personFlow1.3,266.84,176.134
37,personFlow1.1,281.01,188.616
37,personFlow1.2,269.129,188.433
37,personFlow1.3,266.84,176.198
37.05,personFlow1.1,281.086,188.616
37.05,personFlow1.2,269.202,188.437
37.05,personFlow1.3,266.84,176.257
37.1,personFlow1.1,281.15,188.616
37.1,personFlow1.2,269.273,188.442
37.1,personFlow1.3,266.84,176.321
37.15,personFlow1.1,281.223,188.616
37.15,personFlow1.2,269.334,188.445
37.15,personFlow1.3,266.84,176.388
37.2,personFlow1.1,281.291,188.616
37.2,personFlow1.2,269.407,188.45
37.2,personFlow1.3,266.84,176.458
37.25,personFlow1.1,281.356,188.616
37.25,personFlow1.2,269.468,188.454
37.25,personFlow1.3,266.84,176.524
37.3,personFlow1.1,281.42,188.616
37.3,personFlow1.2,269.539,188.458
37.3,personFlow1.3,266.84,176.59
37.35,personFlow1.1,281.493,188.616
37.35,personFlow1.2,269.601,188.462
37.35,personFlow1.3,266.84,176.649
37.4,personFlow1.1,281.56,188.617
37.4,personFlow1.2,269.665,188.466
37.4,personFlow1.3,266.84,176.717
37.45,personFlow1.1,281.624,188.617
37.45,personFlow1.2,269.74,188.47
37.45,personFlow1.3,266.84,176.784
37.5,personFlow1.1,281.685,188.617
37.5,personFlow1.2,269.803,188.474
37.5,personFlow1.3,266.84,176.854
37.55,personFlow1.1,281.759,188.617
37.55,personFlow1.2,269.872,188.479
37.55,personFlow1.3,266.84,176.924
37.6,personFlow1.1,281.82,188.617
37.6,personFlow1.2,269.944,188.483
37.6,personFlow1.3,266.84,176.993
37.65,personFlow1.1,281.883,188.617
37.65,personFlow1.2,270.014,188.487
37.65,personFlow1.3,266.84,177.059
37.7,personFlow1.1,281.958,188.617
37.7,personFlow1.2,270.086,188.492
37.7,personFlow1.3,266.84,177.121
37.75,personFlow1.1,282.033,188.617
37.75,personFlow1.2,270.161,188.496
37.75,personFlow1.3,266.84,177.182
37.8,personFlow1.1,282.1,188.618
37.8,personFlow1.2,270.234,188.501
37.8,personFlow1.3,266.84,177.248
37.85,personFlow1.1,282.168,188.618
37.85,personFlow1.2,270.303,188.505
37.85,personFlow1.3,266.84,177.305
37.9,personFlow1.1,282.239,188.618
37.9,personFlow1.2,270.376,188.51
37.9,personFlow1.3,266.84,177.367
37.95,personFlow1.1,282.311,188.618
37.95,personFlow1.2,270.441,188.514
37.95,personFlow1.3,266.84,177.437
38,personFlow1.1,282.373,188.618
38,personFlow1.2,270.506,188.518
38,personFlow1.3,266.84,177.508
38.05,personFlow1.1,282.446,188.618
38.05,personFlow1.2,270.577,188.522
38.05,personFlow1.3,266.84,177.572
38.1,personFlow1.1,282.518,188.618
38.1,personFlow1.2,270.65,188.527
38.1,personFlow1.3,266.84,177.643
38.15,personFlow1.1,282.587,188.618
38.15,personFlow1.2,270.711,188.531
38.15,personFlow1.3,266.84,177.705
38.2,personFlow1.1,282.656,188.619
38.2,personFlow1.2,270.778,188.535
38.2,personFlow1.3,266.84,177.768
38.25,personFlow1.1,282.718,188.619
38.25,personFlow1.2,270.838,188.538
38.25,personFlow1.3,266.84,177.838
38.3,personFlow1.1,282.793,188.619
38.3,personFlow1.2,270.91,188.543
38.3,personFlow1.3,266.84,177.909
38.35,personFlow1.1,282.862,188.619
38.35,personFlow1.2,270.97,188.546
38.35,personFlow1.3,266.84,177.979
38.4,personFlow1.1,282.925,188.619
38.4,personFlow1.2,271.045,188.551
38.4,personFlow1.3,266.84,178.039
38.45,personFlow1.1,283,188.619
38.45,personFlow1.2,271.11,188.555
38.45,personFlow1.3,266.84,178.1
38.5,personFlow1.1,283.075,188.619
38.5,personFlow1.2,271.18,188.559
38.5,personFlow1.3,266.84,178.158
38.55,personFlow1.1,283.15,188.62
38.55,personFlow1.2,271.246,188.564
38.55,personFlow1.3,266.84,178.216
38.6,personFlow1.1,283.214,188.62
38.6,personFlow1.2,271.316,188.568
38.6,personFlow1.3,266.84,178.278
38.65,personFlow1.1,283.285,188.62
38.65,personFlow1.2,271.379,188.572
38.65,personFlow1.3,266.84,178.342
38.7,personFlow1.1,283.359,188.62
38.7,personFlow1.2,271.444,188.576
38.7,personFlow1.3,266.84,178.405
38.75,personFlow1.1,283.536,188.572
38.75,personFlow1.2,271.515,188.58
38.75,personFlow1.3,266.84,178.467
38.8,personFlow1.1,283.595,188.534
38.8,personFlow1.2,271.581,188.584
38.8,personFlow1.3,266.84,178.53
38.85,personFlow1.1,283.657,188.494
38.85,personFlow1.2,271.647,188.588
38.85,personFlow1.3,266.84,178.602
38.9,personFlow1.1,283.72,188.453
38.9,personFlow1.2,271.709,188.592
38.9,personFlow1.3,266.84,178.664
38.95,personFlow1.1,283.78,188.414
38.95,personFlow1.2,271.78,188.597
38.95,personFlow1.3,266.84,178.735
39,personFlow1.1,283.842,188.374
39,personFlow1.2,271.854,188.599
39,personFlow1.3,266.84,178.792
39.05,personFlow1.1,283.895,188.34
39.05,personFlow1.2,271.92,188.599
39.05,personFlow1.3,266.84,178.85
39.1,personFlow1.1,283.955,188.301
39.1,personFlow1.2,271.986,188.599
39.1,personFlow1.3,266.84,178.915
39.15,personFlow1.1,284.015,188.262
39.15,personFlow1.2,272.055,188.599
39.15,personFlow1.3,266.84,178.984
39.2,personFlow1.1,284.07,188.226
39.2,personFlow1.2,272.127,188.599
39.2,personFlow1.3,266.84,179.043
39.25,personFlow1.1,284.125,188.191
39.25,personFlow1.2,272.2,188.599
39.25,personFlow1.3,266.84,179.109
39.3,personFlow1.1,284.183,188.153
39.3,personFlow1.2,272.264,188.599
39.3,personFlow1.3,266.84,179.175
39.35,personFlow1.1,284.245,188.113
39.35,personFlow1.2,272.33,188.6
39.35,personFlow1.3,266.84,179.24
39.4,personFlow1.1,284.304,188.075
39.4,personFlow1.2,272.399,188.6
39.4,personFlow1.3,266.84,179.299
39.45,personFlow1.1,284.359,188.039
39.45,personFlow1.2,272.471,188.6
39.45,personFlow1.3,266.84,179.369
39.5,personFlow1.1,284.417,188.002
39.5,personFlow1.2,272.536,188.6
39.5,personFlow1.3,266.84,179.44
39.55,personFlow1.1,284.471,187.967
39.55,personFlow1.2,272.607,188.6
39.55,personFlow1.3,266.84,179.507
39.6,personFlow1.1,284.524,187.932
39.6,personFlow1.2,272.677,188.6
39.6,personFlow1.3,266.84,179.567
39.65,personFlow1.1,284.581,187.895
39.65,personFlow1.2,272.747,188.6
39.65,personFlow1.3,266.84,179.639
39.7,personFlow1.1,284.636,187.86
39.7,personFlow1.2,272.817,188.6
39.7,personFlow1.3,266.84,179.703
39.75,personFlow1.1,284.697,187.82
39.75,personFlow1.2,272.897,188.601
39.75,personFlow1.3,266.84,179.767
39.8,personFlow1.1,284.748,187.787
39.8,personFlow1.2,272.977,188.601
39.8,personFlow1.3,266.84,179.832
39.85,personFlow1.1,284.804,187.751
39.85,personFlow1.2,273.055,188.601
39.85,personFlow1.3,266.84,179.902
39.9,personFlow1.1,284.862,187.714
39.9,personFlow1.2,273.123,188.601
39.9,personFlow1.3,266.84,179.972
39.95,personFlow1.1,284.925,187.673
39.95,personFlow1.2,273.196,188.601
39.95,personFlow1.3,266.84,180.039
40,personFlow1.1,284.982,187.636
40,personFlow1.2,273.276,188.601
40,personFlow1.3,266.84,180.111
40.05,personFlow1.1,285.035,187.601
40.05,personFlow1.2,273.344,188.601
40.05,personFlow1.3,266.84,180.175
40.05,personFlow1.4,266.84,167.201
40.1,personFlow1.2,273.416,188.602
40.1,personFlow1.3,266.84,180.243
40.1,personFlow1.4,266.84,167.255
40.15,personFlow1.2,273.488,188.602
40.15,personFlow1.3,266.84,180.31
40.15,personFlow1.4,266.84,167.303
40.2,personFlow1.2,273.56,188.602
40.2,personFlow1.3,266.84,180.367
40.2,personFlow1.4,266.84,167.353
40.25,personFlow1.2,273.629,188.602
40.25,personFlow1.3,266.84,180.425
40.25,personFlow1.4,266.84,167.402
40.3,personFlow1.2,273.697,188.602
40.3,personFlow1.3,266.84,180.491
40.3,personFlow1.4,266.84,167.459
40.35,personFlow1.2,273.777,188.602
40.35,personFlow1.3,266.84,180.556
40.35,personFlow1.4,266.84,167.514
40.4,personFlow1.2,273.849,188.602
40.4,personFlow1.3,266.84,180.617
40.4,personFlow1.4,266.84,167.566
40.45,personFlow1.2,273.918,188.602
40.45,personFlow1.3,266.84,180.68
40.45,personFlow1.4,266.84,167.621
40.5,personFlow1.2,273.992,188.603
40.5,personFlow1.3,266.84,180.744
40.5,personFlow1.4,266.84,167.668
40.55,personFlow1.2,274.062,188.603
40.55,personFlow1.3,266.84,180.807
40.55,personFlow1.4,266.84,167.722
40.6,personFlow1.2,274.128,188.603
40.6,personFlow1.3,266.84,180.877
40.6,personFlow1.4,266.84,167.77
40.65,personFlow1.2,274.204,188.603
40.65,personFlow1.3,266.84,180.937
40.65,personFlow1.4,266.84,167.821
40.7,personFlow1.2,274.281,188.603
40.7,personFlow1.3,266.84,180.998
40.7,personFlow1.4,266.84,167.871
40.75,personFlow1.2,274.362,188.603
40.75,personFlow1.3,266.84,181.064
40.75,personFlow1.4,266.84,167.923
40.8,personFlow1.2,274.436,188.603
40.8,personFlow1.3,266.84,181.131
40.8,personFlow1.4,266.84,167.974
40.85,personFlow1.2,274.502,188.604
40.85,personFlow1.3,266.84,181.188
40.85,personFlow1.4,266.84,168.024
40.9,personFlow1.2,274.581,188.604
40.9,personFlow1.3,266.84,181.252
40.9,personFlow1.4,266.84,168.075
40.95,personFlow1.2,274.66,188.604
40.95,personFlow1.3,266.84,181.322
40.95,personFlow1.4,266.84,168.126
41,personFlow1.2,274.739,188.604
41,personFlow1.3,266.84,181.392
41,personFlow1.4,266.84,168.174
41.05,personFlow1.2,274.812,188.604
41.05,personFlow1.3,266.84,181.45
41.05,personFlow1.4,266.84,168.225
41.1,personFlow1.2,274.888,188.604
41.1,personFlow1.3,266.84,181.512
41.1,personFlow1.4,266.84,168.273
41.15,personFlow1.2,274.957,188.604
41.15,personFlow1.3,266.84,181.581
41.15,personFlow1.4,266.84,168.319
41.2,personFlow1.2,275.026,188.605
41.2,personFlow1.3,266.84,181.645
41.2,personFlow1.4,266.84,168.369
41.25,personFlow1.2,275.107,188.605
41.25,personFlow1.3,266.84,181.716
41.25,personFlow1.4,266.84,168.422
41.3,personFlow1.2,275.176,188.605
41.3,personFlow1.3,266.84,181.783
41.3,personFlow1.4,266.84,168.47
41.35,personFlow1.2,275.243,188.605
41.35,personFlow1.3,266.84,181.845
41.35,personFlow1.4,266.84,168.518
41.4,personFlow1.2,275.319,188.605
41.4,personFlow1.3,266.84,181.903
41.4,personFlow1.4,266.84,168.57
41.45,personFlow1.2,275.398,188.605
41.45,personFlow1.3,266.84,181.966
41.45,personFlow1.4,266.84,168.623
41.5,personFlow1.2,275.471,188.605
41.5,personFlow1.3,266.84,182.026
41.5,personFlow1.4,266.84,168.677
41.55,personFlow1.2,275.551,188.606
41.55,personFlow1.3,266.84,182.087
41.55,personFlow1.4,266.84,168.729
41.6,personFlow1.2,275.623,188.606
41.6,personFlow1.3,266.84,182.155
41.6,personFlow1.4,266.84,168.784
41.65,personFlow1.2,275.696,188.606
41.65,personFlow1.3,266.84,182.215
41.65,personFlow1.4,266.84,168.842
41.7,personFlow1.2,275.765,188.606
41.7,personFlow1.3,266.84,182.281
41.7,personFlow1.4,266.84,168.898
41.75,personFlow1.2,275.842,188.606
41.75,personFlow1.3,266.84,182.343
41.75,personFlow1.4,266.84,168.945
41.8,personFlow1.2,275.912,188.606
41.8,personFlow1.3,266.84,182.413
41.8,personFlow1.4,266.84,169
41.85,personFlow1.2,275.99,188.606
41.85,personFlow1.3,266.84,182.479
41.85,personFlow1.4,266.84,169.049
41.9,personFlow1.2,276.06,188.606
41.9,personFlow1.3,266.84,182.549
41.9,personFlow1.4,266.84,169.101
41.95,personFlow1.2,276.126,188.607
41.95,personFlow1.3,266.84,182.619
41.95,personFlow1.4,266.84,169.156
42,personFlow1.2,276.206,188.607
42,personFlow1.3,266.84,182.682
42,personFlow1.4,266.84,169.214
42.05,personFlow1.2,276.272,188.607
42.05,personFlow1.3,266.84,182.749
42.05,personFlow1.4,266.84,169.262
42.1,personFlow1.2,276.35,188.607
42.1,personFlow1.3,266.84,182.814
42.1,personFlow1.4,266.84,169.313
42.15,personFlow1.2,276.418,188.607
42.15,personFlow1.3,266.84,182.882
42.15,personFlow1.4,266.84,169.36
42.2,personFlow1.2,276.491,188.607
42.2,personFlow1.3,266.84,182.94
42.2,personFlow1.4,266.84,169.41
42.25,personFlow1.2,276.562,188.607
42.25,personFlow1.3,266.84,182.998
42.25,personFlow1.4,266.84,169.467
42.3,personFlow1.2,276.632,188.608
42.3,personFlow1.3,266.84,183.06
42.3,personFlow1.4,266.84,169.522
42.35,personFlow1.2,276.702,188.608
42.35,personFlow1.3,266.84,183.122
42.35,personFlow1.4,266.84,169.574
42.4,personFlow1.2,276.767,188.608
42.4,personFlow1.3,266.84,183.18
42.4,personFlow1.4,266.84,169.624
42.45,personFlow1.2,276.842,188.608
42.45,personFlow1.3,266.84,183.246
42.45,personFlow1.4,266.84,169.681
42.5,personFlow1.2,276.911,188.608
42.5,personFlow1.3,266.84,183.309
42.5,personFlow1.4,266.84,169.729
42.55,personFlow1.2,276.991,188.608
42.55,personFlow1.3,266.84,183.375
42.55,personFlow1.4,266.84,169.78
42.6,personFlow1.2,277.067,188.608
42.6,personFlow1.3,266.851,183.505
42.6,personFlow1.4,266.84,169.829
42.65,personFlow1.2,277.138,188.608
42.65,personFlow1.3,266.868,183.563
42.65,personFlow1.4,266.84,169.886
42.7,personFlow1.2,277.215,188.609
42.7,personFlow1.3,266.888,183.63
42.7,personFlow1.4,266.84,169.943
42.75,personFlow1.2,277.287,188.609
42.75,personFlow1.3,266.906,183.689
42.75,personFlow1.4,266.84,169.991
42.8,personFlow1.2,277.355,188.609
42.8,personFlow1.3,266.926,183.754
42.8,personFlow1.4,266.84,170.044
42.85,personFlow1.2,277.436,188.609
42.85,personFlow1.3,266.944,183.816
42.85,personFlow1.4,266.84,170.101
42.9,personFlow1.2,277.503,188.609
42.9,personFlow1.3,266.94,183.814
42.9,personFlow1.4,266.84,170.157
42.95,personFlow1.2,277.577,188.609
42.95,personFlow1.3,266.94,183.883
42.95,personFlow1.4,266.84,170.21
43,personFlow1.2,277.649,188.609
43,personFlow1.3,266.94,183.95
43,personFlow1.4,266.84,170.257
43.05,personFlow1.2,277.715,188.61
43.05,personFlow1.3,266.94,184.017
43.05,personFlow1.4,266.84,170.309
43.1,personFlow1.2,277.793,188.61
43.1,personFlow1.3,266.94,184.083
43.1,personFlow1.4,266.84,170.362
43.15,personFlow1.2,277.862,188.61
43.15,personFlow1.3,266.94,184.145
43.15,personFlow1.4,266.84,170.413
43.2,personFlow1.2,277.931,188.61
43.2,personFlow1.3,266.94,184.211
43.2,personFlow1.4,266.84,170.465
43.25,personFlow1.2,278.006,188.61
43.25,personFlow1.3,266.94,184.27
43.25,personFlow1.4,266.84,170.522
43.3,personFlow1.2,278.079,188.61
43.3,personFlow1.3,266.94,184.335
43.3,personFlow1.4,266.84,170.578
43.35,personFlow1.2,278.146,188.61
43.35,personFlow1.3,266.94,184.393
43.35,personFlow1.4,266.84,170.632
43.4,personFlow1.2,278.22,188.61
43.4,personFlow1.3,266.94,184.453
43.4,personFlow1.4,266.84,170.688
43.45,personFlow1.2,278.298,188.611
43.45,personFlow1.3,266.94,184.524
43.45,personFlow1.4,266.84,170.744
43.5,personFlow1.2,278.371,188.611
43.5,personFlow1.3,266.94,184.588
43.5,personFlow1.4,266.84,170.791
43.55,personFlow1.2,278.447,188.611
43.55,personFlow1.3,266.94,184.654
43.55,personFlow1.4,266.84,170.846
43.6,personFlow1.2,278.528,188.611
43.6,personFlow1.3,266.94,184.714
43.6,personFlow1.4,266.84,170.895
43.65,personFlow1.2,278.602,188.611
43.65,personFlow1.3,266.94,184.779
43.65,personFlow1.4,266.84,170.947
43.7,personFlow1.2,278.683,188.611
43.7,personFlow1.3,266.94,184.85
43.7,personFlow1.4,266.84,170.998
43.75,personFlow1.2,278.761,188.611
43.75,personFlow1.3,266.94,184.909
43.75,personFlow1.4,266.84,171.045
43.8,personFlow1.2,278.84,188.612
43.8,personFlow1.3,266.94,184.97
43.8,personFlow1.4,266.84,171.093
43.85,personFlow1.2,278.915,188.612
43.85,personFlow1.3,266.94,185.03
43.85,personFlow1.4,266.84,171.148
43.9,personFlow1.2,278.985,188.612
43.9,personFlow1.3,266.94,185.102
43.9,personFlow1.4,266.84,171.204
43.95,personFlow1.2,279.062,188.612
43.95,personFlow1.3,266.94,185.173
43.95,personFlow1.4,266.84,171.255
44,personFlow1.2,279.131,188.612
44,personFlow1.3,266.94,185.237
44,personFlow1.4,266.84,171.311
44.05,personFlow1.2,279.212,188.612
44.05,personFlow1.3,266.94,185.302
44.05,personFlow1.4,266.84,171.365
44.1,personFlow1.2,279.282,188.612
44.1,personFlow1.3,266.94,185.369
44.1,personFlow1.4,266.84,171.412
44.15,personFlow1.2,279.355,188.613
44.15,personFlow1.3,266.94,185.436
44.15,personFlow1.4,266.84,171.469
44.2,personFlow1.2,279.423,188.613
44.2,personFlow1.3,266.94,185.502
44.2,personFlow1.4,266.84,171.519
44.25,personFlow1.2,279.499,188.613
44.25,personFlow1.3,266.94,185.569
44.25,personFlow1.4,266.84,171.572
44.3,personFlow1.2,279.568,188.613
44.3,personFlow1.3,266.94,185.637
44.3,personFlow1.4,266.84,171.63
44.35,personFlow1.2,279.64,188.613
44.35,personFlow1.3,266.94,185.702
44.35,personFlow1.4,266.84,171.678
44.4,personFlow1.2,279.708,188.613
44.4,personFlow1.3,266.94,185.765
44.4,personFlow1.4,266.84,171.734
44.45,personFlow1.2,279.784,188.613
44.45,personFlow1.3,266.94,185.833
44.45,personFlow1.4,266.84,171.784
44.5,personFlow1.2,279.858,188.613
44.5,personFlow1.3,266.94,185.895
44.5,personFlow1.4,266.84,171.838
44.55,personFlow1.2,279.931,188.614
44.55,personFlow1.3,266.94,185.957
44.55,personFlow1.4,266.84,171.895
44.6,personFlow1.2,280.006,188.614
44.6,personFlow1.3,266.94,186.019
44.6,personFlow1.4,266.84,171.943
44.65,personFlow1.2,280.076,188.614
44.65,personFlow1.3,266.94,186.088
44.65,personFlow1.4,266.84,171.994
44.7,personFlow1.2,280.144,188.614
44.7,personFlow1.3,266.94,186.149
44.7,personFlow1.4,266.84,172.044
44.75,personFlow1.2,280.221,188.614
44.75,personFlow1.3,266.94,186.216
44.75,personFlow1.4,266.84,172.101
44.8,personFlow1.2,280.297,188.614
44.8,personFlow1.3,266.94,186.273
44.8,personFlow1.4,266.84,172.15
44.85,personFlow1.2,280.369,188.614
44.85,personFlow1.3,266.94,186.34
44.85,personFlow1.4,266.84,172.203
44.9,personFlow1.2,280.435,188.615
44.9,personFlow1.3,266.94,186.405
44.9,personFlow1.4,266.84,172.26
44.95,personFlow1.2,280.502,188.615
44.95,personFlow1.3,266.94,186.463
44.95,personFlow1.4,266.84,172.312
45,personFlow1.2,280.568,188.615
45,personFlow1.3,266.94,186.527
45,personFlow1.4,266.84,172.359
45.05,personFlow1.2,280.634,188.615
45.05,personFlow1.3,266.94,186.598
45.05,personFlow1.4,266.84,172.412
45.1,personFlow1.2,280.707,188.615
45.1,personFlow1.3,266.94,186.666
45.1,personFlow1.4,266.84,172.458
45.15,personFlow1.2,280.785,188.615
45.15,personFlow1.3,266.94,186.737
45.15,personFlow1.4,266.84,172.506
45.2,personFlow1.2,280.859,188.615
45.2,personFlow1.3,266.94,186.808
45.2,personFlow1.4,266.84,172.556
45.25,personFlow1.2,280.928,188.615
45.25,personFlow1.3,266.94,186.872
45.25,personFlow1.4,266.84,172.603
45.3,personFlow1.2,280.993,188.616
45.3,personFlow1.3,266.94,186.943
45.3,personFlow1.4,266.84,172.651
45.35,personFlow1.2,281.065,188.616
45.35,personFlow1.3,266.94,187.003
45.35,personFlow1.4,266.84,172.701
45.4,personFlow1.2,281.136,188.616
45.4,personFlow1.3,266.94,187.067
45.4,personFlow1.4,266.84,172.757
45.45,personFlow1.2,281.205,188.616
45.45,personFlow1.3,266.94,187.13
45.45,personFlow1.4,266.84,172.808
45.5,personFlow1.2,281.281,188.616
