timestamp,x_gt,y_gt
55.1,283.95,161.74
55.2,283.95,161.634
55.3,283.95,161.525
55.4,283.95,161.407
55.5,283.95,161.309
55.6,283.95,161.212
55.7,283.95,161.106
55.8,283.95,161.003
55.9,283.95,160.89
56,283.95,160.775
56.1,283.95,160.678
56.2,283.95,160.573
56.3,283.95,160.471
56.4,283.95,160.375
56.5,283.95,160.266
56.6,283.95,160.159
56.7,283.95,160.06
56.8,283.95,159.953
56.9,283.95,159.857
57,283.95,159.743
57.1,283.95,159.644
57.2,283.95,159.54
57.3,283.95,159.442
57.4,283.95,159.323
57.5,283.95,159.22
57.6,283.95,159.111
57.7,283.95,158.999
57.8,283.95,158.893
57.9,283.95,158.776
58,283.95,158.675
58.1,283.95,158.575
58.2,283.95,158.458
58.3,283.95,158.347
58.4,283.95,158.247
58.5,283.95,158.134
58.6,283.95,158.037
58.7,283.95,157.927
58.8,283.95,157.823
58.9,283.95,157.723
59,283.95,157.62
59.1,283.95,157.516
59.2,283.95,157.398
59.3,283.95,157.289
59.4,283.95,157.185
59.5,283.95,157.085
59.6,283.95,156.989
59.7,283.95,156.879
59.8,283.935,156.726
59.9,283.916,156.608
60,283.898,156.503
60.1,283.88,156.391
60.2,283.863,156.29
60.3,283.847,156.193
60.4,283.828,156.081
60.5,283.812,155.982
60.6,283.795,155.878
60.7,283.776,155.763
60.8,283.757,155.652
60.9,283.738,155.534
61,283.721,155.434
61.1,283.702,155.319
61.2,283.683,155.205
61.3,283.665,155.094
61.4,283.646,154.979
61.5,283.63,154.881
61.6,283.614,154.786
61.7,283.596,154.68
61.8,283.578,154.566
61.9,283.561,154.467
62,283.543,154.355
62.1,283.525,154.251
62.2,283.509,154.155
62.3,283.493,154.057
62.4,283.475,153.948
62.5,283.457,153.839
62.6,283.441,153.744
62.7,283.425,153.648
62.8,283.408,153.541
62.9,283.089,153.258
63,282.988,153.233
63.1,282.876,153.206
63.2,282.779,153.182
63.3,282.673,153.156
63.4,282.571,153.131
63.5,282.472,153.107
63.6,282.376,153.084
63.7,282.281,153.06
63.8,282.177,153.035
63.9,282.074,153.01
64,281.971,152.984
64.1,281.863,152.958
64.2,281.761,152.933
64.3,281.66,152.908
64.4,281.548,152.881
64.5,281.452,152.857
64.6,281.348,152.832
64.7,281.236,152.804
64.8,281.127,152.778
64.9,281.028,152.754
65,280.928,152.729
65.1,280.828,152.705
65.2,280.72,152.678
65.3,280.618,152.653
65.4,280.519,152.629
65.5,280.425,152.606
65.6,280.329,152.582
65.7,280.215,152.555
65.8,280.12,152.531
65.9,280.011,152.504
66,279.9,152.477
66.1,279.789,152.45
66.2,279.614,152.44
66.3,279.499,152.441
66.4,279.383,152.442
66.5,279.266,152.442
66.6,279.169,152.443
66.7,279.053,152.443
66.8,278.94,152.444
66.9,278.842,152.444
67,278.732,152.445
67.1,278.617,152.445
67.2,278.503,152.446
67.3,278.391,152.447
67.4,278.293,152.447
67.5,278.191,152.448
67.6,278.087,152.448
67.7,277.973,152.449
67.8,277.869,152.449
67.9,277.762,152.45
68,277.659,152.45
68.1,277.559,152.451
68.2,277.449,152.451
68.3,277.34,152.452
68.4,277.242,152.452
68.5,277.133,152.453
68.6,277.037,152.453
68.7,276.934,152.454
68.8,276.825,152.454
68.9,276.707,152.455
69,276.596,152.456
69.1,276.489,152.456
69.2,276.37,152.457
69.3,276.259,152.457
69.4,276.157,152.458
69.5,276.038,152.458
69.6,275.939,152.459
69.7,275.827,152.459
69.8,275.713,152.46
69.9,275.595,152.461
70,275.478,152.461
70.1,275.36,152.462
70.2,275.242,152.462
70.3,275.139,152.463
70.4,275.043,152.463
70.5,274.939,152.464
70.6,274.822,152.464
70.7,274.724,152.465
70.8,274.61,152.465
70.9,274.508,152.466
71,274.405,152.466
71.1,274.289,152.467
71.2,274.19,152.468
71.3,274.089,152.468
71.4,273.983,152.469
71.5,273.885,152.469
71.6,273.77,152.47
71.7,273.663,152.47
71.8,273.565,152.471
71.9,273.454,152.471
72,273.352,152.472
72.1,273.256,152.472
72.2,273.138,152.473
72.3,273.018,152.473
72.4,272.913,152.474
72.5,272.798,152.475
72.6,272.683,152.475
72.7,272.566,152.476
72.8,272.466,152.476
72.9,272.36,152.477
73,272.242,152.477
73.1,272.129,152.478
73.2,272.016,152.478
73.3,271.899,152.479
73.4,271.792,152.48
73.5,271.672,152.79
73.6,271.558,152.791
73.7,271.451,152.791
73.8,271.322,152.792
73.9,271.193,152.793
74,271.066,152.793
74.1,270.946,152.794
74.2,270.819,152.794
74.3,270.688,152.795
74.4,270.563,152.784
74.5,270.447,152.769
74.6,270.325,152.753
74.7,270.2,152.736
74.8,270.09,152.722
74.9,269.978,152.707
75,269.858,152.692
75.1,269.731,152.675
75.2,269.611,152.659
75.3,269.484,152.643
75.4,269.37,152.628
75.5,269.239,152.611
75.6,269.118,152.595
75.7,268.991,152.578
75.8,268.875,152.563
75.9,268.77,152.549
76,268.648,152.534
76.1,268.522,152.517
76.2,268.399,152.501
76.3,268.285,152.486
76.4,268.168,152.471
76.5,268.041,152.454
76.6,267.921,152.438
76.7,267.81,152.424
76.8,267.681,152.407
76.9,267.567,152.392
77,267.55,152.479
77.1,267.55,152.592
77.2,267.55,152.723
77.3,267.55,152.83
77.4,267.55,152.955
77.5,267.55,153.081
77.6,267.55,153.196
77.7,267.55,153.32
77.8,267.55,153.435
77.9,267.24,153.558
78,267.24,153.666
78.1,267.24,153.791
78.2,267.24,153.901
78.3,267.24,154.027
78.4,267.24,154.145
78.5,267.24,154.26
78.6,267.24,154.367
78.7,267.24,154.495
78.8,267.24,154.6
78.9,267.24,154.717
79,267.24,154.823
79.1,267.24,154.942
79.2,267.24,155.067
79.3,267.24,155.196
79.4,267.24,155.312
79.5,267.24,155.438
79.6,267.24,155.565
79.7,267.24,155.673
79.8,267.24,155.78
79.9,267.24,155.911
80,267.24,156.019
80.1,267.24,156.149
80.2,267.24,156.259
80.3,267.24,156.387
80.4,267.24,156.509
80.5,267.24,156.628
80.6,267.24,156.736
80.7,267.24,156.844
80.8,267.24,156.957
80.9,267.24,157.069
81,267.24,157.188
81.1,267.24,157.296
81.2,267.24,157.419
81.3,267.24,157.526
81.4,267.24,157.634
81.5,267.24,157.739
81.6,267.24,157.87
81.7,267.24,158
81.8,267.24,158.131
81.9,267.24,158.251
82,267.24,158.357
82.1,267.24,158.473
82.2,267.24,158.595
82.3,267.24,158.701
82.4,267.24,158.812
82.5,267.24,158.92
82.6,267.24,159.028
82.7,267.24,159.141
82.8,267.24,159.249
82.9,267.24,159.367
83,267.24,159.492
83.1,267.24,159.61
83.2,267.24,159.727
83.3,267.24,159.848
83.4,267.24,159.955
83.5,267.24,160.067
83.6,267.24,160.189
83.7,267.24,160.309
83.8,267.24,160.428
83.9,267.24,160.551
84,267.24,160.682
84.1,267.24,160.811
84.2,267.24,160.927
84.3,267.24,161.037
84.4,267.24,161.162
84.5,267.24,161.283
84.6,267.24,161.406
84.7,267.24,161.53
84.8,267.24,161.638
84.9,267.24,161.749
85,267.24,161.873
85.1,267.24,161.996
85.2,267.24,162.118
85.3,267.24,162.231
85.4,267.24,162.341
85.5,267.24,162.459
85.6,267.24,162.582
85.7,267.24,162.695
85.8,267.24,162.809
85.9,267.24,162.924
86,267.24,163.035
86.1,267.24,163.162
86.2,267.24,163.284
86.3,267.24,163.409
86.4,267.24,163.535
86.5,267.24,163.645
86.6,267.24,163.756
86.7,267.24,163.878
86.8,267.24,163.999
86.9,267.24,164.127
87,267.24,164.244
87.1,267.24,164.35
87.2,267.24,164.457
87.3,267.24,164.563
87.4,267.24,164.693
87.5,267.24,164.809
87.6,267.24,164.917
87.7,267.24,165.023
87.8,267.24,165.141
87.9,267.24,165.257
88,267.24,165.377
88.1,267.24,165.487
88.2,267.24,165.6
88.3,267.24,165.705
88.4,267.24,165.819
88.5,267.24,165.935
