id,timestamp,x,y,confidence
car1,10.3,268.014,230.713,140
car1,10.35,268.001,230.65,138
car1,10.4,267.987,230.587,137
car1,10.45,267.974,230.523,135
car1,10.5,267.959,230.452,133
car1,10.6,267.929,230.313,129
car1,10.65,267.916,230.249,128
car1,10.7,267.9,230.178,126
car1,10.75,267.886,230.111,124
car1,10.8,267.873,230.051,122
car1,10.85,267.861,229.99,121
car1,10.9,267.847,229.926,119
car1,10.95,267.832,229.858,117
car1,11,267.82,229.801,116
car1,11.05,267.806,229.736,114
car1,11.1,267.792,229.665,112
car1,11.15,267.778,229.601,110
car1,11.2,267.763,229.53,108
car1,11.25,267.749,229.465,107
car1,11.35,267.719,229.326,103
car1,11.4,267.707,229.267,101
car1,11.45,267.694,229.207,100
car1,11.5,267.68,229.14,98
car1,11.55,267.668,229.082,96
car1,11.6,267.653,229.012,95
car1,11.65,267.637,228.937,93
car1,11.7,267.622,228.866,91
car1,11.75,267.606,228.795,89
car1,11.8,267.592,228.728,87
car1,11.85,267.578,228.66,85
car1,11.9,267.565,228.599,83
car1,11.95,267.552,228.539,82
car1,12,267.538,228.474,80
car1,12.05,267.526,228.417,79
car1,12.1,267.512,228.351,77
car1,12.15,267.498,228.282,75
car1,12.2,267.483,228.216,73
car1,12.25,267.47,228.153,72
car1,12.3,267.456,228.084,70
car1,12.35,267.441,228.015,68
car1,12.4,267.426,227.946,66
car1,12.45,267.414,227.889,65
car1,12.5,267.4,227.822,63
car1,12.6,267.373,227.696,59
car1,12.65,267.354,227.605,57
car1,12.7,267.338,227.534,55
car1,12.75,267.324,227.464,53
car1,12.85,267.296,227.336,50
car1,12.9,267.284,227.277,48
car1,13,267.262,227.172,45
car1,13.05,267.247,227.105,44
car1,13.1,267.233,227.037,42
car1,13.15,267.218,226.968,40
car1,13.2,267.205,226.908,38
car1,13.25,267.191,226.839,37
car1,13.3,267.176,226.769,35
car1,13.35,267.161,226.698,33
car1,13.45,267.133,226.568,29
car1,13.5,267.119,226.501,27
car1,13.55,267.107,226.445,26
car1,13.6,267.095,226.387,24
car1,13.65,267.082,226.326,23
car1,13.7,267.067,226.256,21
car1,13.75,267.055,226.199,19
car1,13.8,267.041,226.135,18
car1,13.85,267.026,226.063,16
car1,13.9,267.012,225.998,14
car1,13.95,267,225.941,13
car1,14,266.988,225.884,11
car1,14.05,266.976,225.829,10
car1,14.1,266.964,225.774,8
car1,14.15,266.95,225.706,6
car1,14.2,266.937,225.645,5
car1,14.25,266.925,225.586,3
car1,14.25,266.925,225.586,3
car1,14.3,266.914,225.538,2
car1,14.3,266.914,225.538,2
car1,14.3,266.914,225.538,2
car1,14.3,266.914,225.538,2
car1,14.5,266.998,225.208,3
car1,14.65,266.933,225.151,1
car1,14.85,266.938,224.779,1
car1,14.95,266.975,224.785,2
car1,15.25,267.087,224.4,5
car1,15.3,267.186,224.386,8
car1,15.3,267.186,224.386,8
car1,15.6,267.093,223.91,7
car1,15.65,267.131,223.877,8
car1,15.65,267.131,223.877,8
car1,15.7,267.18,223.834,10
car1,15.75,267.246,223.777,12
car1,15.75,267.246,223.777,12
car1,15.75,267.246,223.777,12
car1,15.75,267.246,223.777,12
car1,15.9,266.952,223.486,7
car1,15.95,266.966,223.418,8
car1,16,266.98,223.351,10
car1,16.05,266.994,223.285,12
car1,16.1,267.008,223.222,14
car1,16.15,267.02,223.163,15
car1,16.2,267.033,223.102,17
car1,16.25,267.046,223.044,18
car1,16.3,267.06,222.975,20
car1,16.35,267.073,222.914,22
car1,16.4,267.086,222.855,23
car1,16.45,267.099,222.792,25
car1,16.55,267.126,222.665,28
car1,16.6,267.14,222.599,30
car1,16.65,267.153,222.541,32
car1,16.7,267.167,222.471,34
car1,16.8,267.195,222.34,37
car1,16.85,267.21,222.272,39
car1,16.9,267.225,222.202,41
car1,16.95,267.239,222.133,43
car1,17,267.254,222.065,44
car1,17.05,267.266,222.006,46
car1,17.1,267.28,221.941,48
car1,17.15,267.293,221.882,49
car1,17.2,267.304,221.831,51
car1,17.25,267.316,221.773,52
car1,17.3,267.326,221.724,54
car1,17.35,267.338,221.668,55
car1,17.4,267.351,221.607,57
car1,17.45,267.364,221.548,58
car1,17.5,267.377,221.487,60
car1,17.55,267.388,221.431,61
car1,17.6,267.402,221.366,63
car1,17.65,267.416,221.303,65
car1,17.7,267.43,221.236,67
car1,17.75,267.445,221.167,68
car1,17.85,267.47,221.049,72
car1,17.9,267.484,220.984,73
car1,17.95,267.497,220.921,75
car1,18,267.51,220.86,77
car1,18.05,267.524,220.794,78
car1,18.1,267.539,220.724,80
car1,18.15,267.553,220.658,82
car1,18.2,267.569,220.581,84
car1,18.25,267.584,220.513,86
car1,18.3,267.597,220.449,88
car1,18.35,267.611,220.384,89
car1,18.4,267.625,220.317,91
car1,18.45,267.637,220.264,92
car1,18.5,267.65,220.199,94
car1,18.55,267.663,220.139,96
car1,18.6,267.677,220.072,98
car1,18.65,267.692,220.005,99
car1,18.7,267.704,219.948,101
car1,18.75,267.716,219.889,102
car1,18.8,267.731,219.82,104
car1,18.85,267.745,219.752,106
car1,18.9,267.76,219.683,108
car1,18.95,267.772,219.625,110
car1,19,267.785,219.567,111
car1,19.05,267.798,219.505,113
car1,19.1,267.811,219.442,114
car1,19.15,267.824,219.38,116
car1,19.2,267.838,219.315,118
car1,19.25,267.853,219.244,120
car1,19.3,267.867,219.182,121
car1,19.35,267.88,219.119,123
car1,19.4,267.894,219.051,125
car1,19.45,267.909,218.982,127
car1,19.55,267.938,218.844,130
car1,19.65,267.969,218.7,134
car1,19.7,267.984,218.628,136
car1,19.75,267.999,218.558,138
car1,19.8,268.013,218.494,140
car1,19.85,268.029,218.416,142
