timestamp,car_id,sensor_id,track_id,gt_x,gt_y,track_x,track_y
21.15,car0,0,145,266.84,168.646,267.741,168.638
21.2,car0,0,145,266.84,168.71,267.729,168.696
21.25,car0,0,145,266.84,168.78,267.715,168.761
21.3,car0,0,145,266.84,168.852,267.701,168.827
21.35,car0,0,145,266.84,168.924,267.687,168.892
21.4,car0,0,145,266.84,168.996,267.672,168.965
21.45,car0,0,145,266.84,169.063,267.657,169.034
21.5,car0,0,145,266.84,169.124,267.644,169.095
21.55,car0,0,145,266.84,169.191,267.63,169.163
21.6,car0,0,145,266.84,169.262,267.615,169.233
21.65,car0,0,145,266.84,169.33,267.6,169.301
21.7,car0,0,145,266.84,169.398,267.583,169.38
21.75,car0,0,145,266.84,169.47,267.566,169.46
21.8,car0,0,145,266.84,169.538,267.551,169.532
21.85,car0,0,145,266.84,169.608,267.536,169.605
21.9,car0,0,145,266.84,169.676,267.521,169.675
21.95,car0,0,145,266.84,169.744,267.506,169.746
22.0,car0,0,145,266.84,169.811,267.491,169.815
22.05,car0,0,145,266.84,169.885,267.475,169.892
22.1,car0,0,145,266.84,169.958,267.459,169.966
22.15,car0,0,145,266.84,170.03,267.443,170.04
22.2,car0,0,145,266.84,170.091,267.43,170.103
22.25,car0,0,145,266.84,170.165,267.414,170.178
22.3,car0,0,145,266.84,170.233,267.399,170.249
22.35,car0,0,145,266.84,170.308,267.383,170.323
22.4,car0,0,145,266.84,170.379,267.368,170.393
22.45,car0,0,145,266.84,170.447,267.354,170.459
22.5,car0,0,145,266.84,170.519,267.34,170.527
22.55,car0,0,145,266.84,170.58,267.327,170.584
22.6,car0,0,145,266.84,170.652,267.313,170.652
22.65,car0,0,145,266.84,170.714,267.301,170.707
22.7,car0,0,145,266.84,170.782,267.289,170.766
22.75,car0,0,145,266.84,170.852,267.277,170.824
22.8,car0,0,145,266.84,170.915,267.27,170.854
22.85,car0,0,145,266.84,170.979,267.257,170.915
22.9,car0,0,145,266.84,171.053,267.242,170.984
22.95,car0,0,145,266.84,171.121,267.229,171.049
23.0,car0,0,145,266.84,171.183,267.216,171.11
23.05,car0,0,145,266.84,171.246,267.202,171.173
23.1,car0,0,145,266.84,171.319,267.187,171.243
23.15,car0,0,145,266.84,171.385,267.174,171.308
23.2,car0,0,145,266.84,171.448,267.161,171.369
