timestamp,x_gt,y_gt,car_id,sensor_id
64.1,266.84,168.646,car0,0
64.15,266.84,168.709,car0,0
64.2,266.84,168.782,car0,0
64.25,266.84,168.857,car0,0
64.3,266.84,168.919,car0,0
64.35,266.84,168.988,car0,0
64.4,266.84,169.054,car0,0
64.45,266.84,169.123,car0,0
64.5,266.84,169.185,car0,0
64.55,266.84,169.247,car0,0
64.6,266.84,169.318,car0,0
64.65,266.84,169.383,car0,0
64.7,266.84,169.452,car0,0
64.75,266.84,169.523,car0,0
64.8,266.84,169.589,car0,0
64.85,266.84,169.65,car0,0
64.9,266.84,169.714,car0,0
64.95,266.84,169.778,car0,0
65.0,266.84,169.853,car0,0
65.05,266.84,169.926,car0,0
65.1,266.84,169.997,car0,0
65.15,266.84,170.063,car0,0
65.2,266.84,170.132,car0,0
65.25,266.84,170.198,car0,0
65.3,266.84,170.258,car0,0
65.35,266.84,170.332,car0,0
65.4,266.84,170.401,car0,0
65.45,266.84,170.468,car0,0
65.5,266.84,170.542,car0,0
65.55,266.84,170.607,car0,0
65.6,266.84,170.679,car0,0
65.65,266.84,170.754,car0,0
65.7,266.84,170.815,car0,0
65.75,266.84,170.885,car0,0
65.8,266.84,170.956,car0,0
65.85,266.84,171.018,car0,0
65.9,266.84,171.09,car0,0
65.95,266.84,171.161,car0,0
66.0,266.84,171.225,car0,0
66.05,266.84,171.296,car0,0
66.1,266.84,171.362,car0,0
66.15,266.84,171.428,car0,0
66.2,266.84,171.496,car0,0
66.25,266.84,171.559,car0,0
66.3,266.84,171.628,car0,0
66.35,266.84,171.703,car0,0
66.4,266.84,171.778,car0,0
66.45,266.84,171.843,car0,0
66.5,266.84,171.908,car0,0
66.55,266.84,171.981,car0,0
66.6,266.84,172.05,car0,0
66.65,266.84,172.116,car0,0
66.7,266.84,172.18,car0,0
66.75,266.84,172.251,car0,0
66.8,266.84,172.323,car0,0
66.85,266.84,172.386,car0,0
66.9,266.84,172.456,car0,0
66.95,266.84,172.527,car0,0
67.0,266.84,172.599,car0,0
67.05,266.84,172.672,car0,0
67.1,266.84,172.734,car0,0
67.15,266.84,172.797,car0,0
67.2,266.84,172.857,car0,0
67.25,266.84,172.929,car0,0
67.3,266.84,172.998,car0,0
67.35,266.84,173.069,car0,0
67.4,266.84,173.137,car0,0
67.45,266.84,173.21,car0,0
67.5,266.84,173.282,car0,0
67.55,266.84,173.35,car0,0
67.6,266.84,173.424,car0,0
67.65,266.84,173.488,car0,0
67.7,266.84,173.562,car0,0
67.75,266.84,173.626,car0,0
67.8,266.84,173.7,car0,0
67.85,266.84,173.761,car0,0
67.9,266.84,173.83,car0,0
67.95,266.84,173.9,car0,0
68.0,266.84,173.971,car0,0
68.05,266.84,174.04,car0,1
68.1,266.84,174.11,car0,1
68.15,266.84,174.173,car0,1
68.2,266.84,174.243,car0,1
68.25,266.84,174.311,car0,1
68.3,266.84,174.384,car0,1
68.35,266.84,174.448,car0,1
68.4,266.84,174.52,car0,1
68.45,266.84,174.591,car0,2
68.5,266.84,174.661,car0,2
68.55,266.84,174.722,car0,2
68.6,266.84,174.788,car0,2
68.65,266.84,174.86,car0,2
68.7,266.84,174.935,car0,2
68.75,266.84,175.008,car0,3
68.8,266.84,175.07,car0,3
68.85,266.84,175.135,car0,3
68.9,266.84,175.204,car0,3
68.95,266.84,175.27,car0,3
69.0,266.84,175.336,car0,3
69.05,266.84,175.404,car0,3
69.1,266.84,175.479,car0,4
69.15,266.84,175.549,car0,4
69.2,266.84,175.618,car0,4
69.25,266.84,175.68,car0,4
69.3,266.84,175.755,car0,4
69.35,266.84,175.817,car0,4
69.4,266.84,175.887,car0,4
69.45,266.84,175.961,car0,4
69.5,266.84,176.03,car0,4
69.55,266.84,176.099,car0,4
69.6,266.84,176.173,car0,5
69.65,266.84,176.245,car0,5
69.7,266.84,176.318,car0,5
69.75,266.84,176.383,car0,5
69.8,266.84,176.45,car0,5
69.85,266.84,176.518,car0,5
69.9,266.84,176.594,car0,5
69.95,266.84,176.663,car0,5
70.0,266.84,176.735,car0,5
70.05,266.84,176.81,car0,5
70.1,266.84,176.877,car0,5
70.15,266.84,176.95,car0,5
70.2,266.84,177.019,car0,5
70.25,266.84,177.091,car0,5
70.3,266.84,177.153,car0,5
70.35,266.84,177.214,car0,5
70.4,266.84,177.28,car0,5
70.45,266.84,177.355,car0,5
70.5,266.84,177.428,car0,5
70.55,266.84,177.502,car0,5
70.6,266.84,177.564,car0,5
70.65,266.84,177.631,car0,5
70.7,266.84,177.701,car0,5
70.75,266.84,177.774,car0,5
70.8,266.84,177.836,car0,5
70.85,266.84,177.904,car0,5
70.9,266.84,177.976,car0,5
70.95,266.84,178.039,car0,5
71.0,266.84,178.102,car0,5
71.05,266.84,178.169,car0,5
71.1,266.87,178.24,car0,5
71.15,266.84,178.309,car0,5
71.2,266.84,178.379,car0,5
71.25,266.84,178.45,car0,5
71.3,266.84,178.523,car0,5
71.35,266.84,178.589,car0,5
71.4,266.84,178.653,car0,5
71.45,266.84,178.726,car0,5
71.5,266.84,178.79,car0,5
71.55,266.84,178.865,car0,5
71.6,266.84,178.927,car0,5
71.65,266.84,179.002,car0,5
71.7,266.84,179.069,car0,5
71.75,266.84,179.131,car0,5
71.8,266.84,179.193,car0,5
71.85,266.84,179.263,car0,5
71.9,266.84,179.328,car0,5
71.95,266.84,179.401,car0,5
72.0,266.84,179.475,car0,5
72.05,266.84,179.546,car0,5
72.1,266.84,179.617,car0,5
72.15,266.84,179.691,car0,5
72.2,266.84,179.755,car0,5
72.25,266.84,179.82,car0,5
72.3,266.84,179.894,car0,5
72.35,266.84,179.969,car0,5
72.4,266.84,180.04,car0,5
72.45,266.84,180.112,car0,5
72.5,266.84,180.175,car0,5
72.55,266.84,180.243,car0,5
72.6,266.84,180.317,car0,5
72.65,266.84,180.389,car0,5
72.7,266.84,180.457,car0,5
72.75,266.84,180.519,car0,5
72.8,266.84,180.592,car0,5
72.85,266.84,180.658,car0,5
72.9,266.84,180.722,car0,5
72.95,266.84,180.787,car0,5
73.0,266.84,180.862,car0,5
73.05,266.84,180.927,car0,5
73.1,266.84,180.993,car0,5
73.15,266.84,181.059,car0,5
73.2,266.84,181.134,car0,5
73.25,266.84,181.199,car0,5
73.3,266.84,181.272,car0,5
73.35,266.84,181.342,car0,5
73.4,266.84,181.416,car0,5
73.45,266.84,181.484,car0,5
73.5,266.84,181.556,car0,5
73.55,266.84,181.619,car0,5
73.6,266.84,181.693,car0,5
