71.6066,82,5,237.519,168.654,237.562,168.685
71.6066,82,5,237.556,168.681,237.519,168.654
71.6566,82,5,237.585,168.744,237.575,168.746
71.7066,82,5,237.602,168.807,237.588,168.809
71.7566,82,5,237.614,168.862,237.598,168.858
71.8066,82,5,237.624,168.912,237.608,168.905
71.8566,82,5,237.633,168.959,237.617,168.947
71.9066,82,5,237.642,169.005,237.627,168.994
71.9566,82,5,237.653,169.062,237.643,169.069
72.0566,82,5,237.669,169.142,237.67,169.193
72.0566,82,5,237.681,169.181,237.669,169.142
72.1066,82,5,237.692,169.24,237.681,169.248
72.1566,82,5,237.703,169.297,237.692,169.3
72.2066,82,5,237.714,169.353,237.704,169.354
72.2566,82,5,237.725,169.411,237.718,169.421
72.3566,82,5,237.741,169.486,237.745,169.549
72.3566,82,5,237.752,169.531,237.741,169.486
72.4066,82,5,237.764,169.591,237.757,169.603
72.4566,82,5,237.776,169.651,237.77,169.664
72.5066,82,5,237.788,169.71,237.781,169.718
72.6066,82,5,237.801,169.774,237.8,169.807
72.6066,82,5,237.812,169.822,237.801,169.774
72.6566,82,5,237.823,169.878,237.814,169.871
72.7066,82,5,237.835,169.934,237.826,169.93
72.7566,82,5,237.846,169.99,237.838,169.986
72.8066,82,5,237.858,170.049,237.854,170.061
72.8566,82,5,237.871,170.112,237.872,170.145
72.9066,82,5,237.884,170.173,237.884,170.2
72.9566,82,5,237.897,170.234,237.896,170.258
73.0066,82,5,237.909,170.294,237.907,170.307
73.0566,82,5,237.921,170.351,237.915,170.346
73.1066,82,5,237.933,170.407,237.924,170.39
73.1566,82,5,237.944,170.461,237.934,170.437
73.2066,82,5,237.956,170.518,237.95,170.514
73.3066,82,5,237.97,170.583,237.978,170.643
73.3066,82,5,237.981,170.635,237.97,170.583
73.3566,82,5,237.993,170.693,237.99,170.702
73.4066,82,5,238.005,170.751,238,170.749
73.5066,82,5,238.018,170.81,238.018,170.83
73.5066,82,5,238.029,170.863,238.018,170.81
73.5566,82,5,238.041,170.919,238.034,170.905
73.6566,82,5,238.054,170.981,238.061,171.033
73.7066,82,5,238.067,171.043,238.071,171.082
73.7066,82,5,238.078,171.096,238.067,171.043
73.7566,82,5,238.09,171.15,238.079,171.12
73.8566,82,5,238.1,171.201,238.081,171.126
73.8566,82,5,238.112,171.254,238.1,171.201
73.8566,82,5,238.123,171.306,238.112,171.254
73.8566,82,5,238.134,171.358,238.123,171.306
73.8566,82,5,238.146,171.411,238.134,171.358
74.1066,82,5,238.156,171.462,238.137,171.39
74.1066,82,5,238.168,171.514,238.156,171.462
74.1066,82,5,238.179,171.566,238.168,171.514
74.1066,82,5,238.19,171.619,238.179,171.566
74.1066,82,5,238.201,171.671,238.19,171.619
74.1066,82,5,238.213,171.723,238.201,171.671
74.3066,0,4,236.408,172.373,236.45,172.404
74.1066,82,5,238.224,171.775,238.213,171.723
74.4066,0,4,236.712,172.627,236.693,172.616
74.1066,82,5,238.235,171.827,238.224,171.775
74.4066,0,4,236.772,172.676,236.712,172.627
74.1066,82,5,238.246,171.879,238.235,171.827
74.4566,0,4,236.81,172.712,236.752,172.667
74.1066,82,5,238.258,171.931,238.246,171.879
74.5066,0,4,236.846,172.745,236.794,172.703
74.1066,82,5,238.269,171.983,238.258,171.931
74.5566,0,4,236.885,172.78,236.842,172.745
74.1066,82,5,238.28,172.035,238.269,171.983
74.6066,0,4,236.936,172.825,236.909,172.803
74.1066,82,5,238.291,172.087,238.28,172.035
74.6566,0,4,236.984,172.867,236.954,172.843
74.1066,82,5,238.303,172.139,238.291,172.087
74.7066,0,4,237.025,172.903,236.988,172.871
74.1066,82,5,238.314,172.191,238.303,172.139
74.7566,0,4,237.062,172.935,237.018,172.898
74.1066,82,5,238.325,172.243,238.314,172.191
74.8066,0,4,237.1,172.968,237.06,172.934
74.1066,82,5,238.336,172.295,238.325,172.243
74.8566,0,4,237.137,173,237.095,172.965
74.9066,82,4,238.279,172.388,237.144,173.007
74.8566,0,4,237.174,173.033,237.137,173
74.9566,82,4,238.226,172.477,237.182,173.041
74.8566,0,4,237.212,173.065,237.174,173.033
74.9566,82,4,238.235,172.531,238.226,172.477
75.0066,0,4,237.244,173.093,237.193,173.05
75.1066,82,4,238.191,172.617,237.284,173.129
75.0066,0,4,237.28,173.125,237.244,173.093
75.1066,82,4,238.198,172.671,238.191,172.617
75.0066,0,4,237.316,173.156,237.28,173.125
75.1566,82,4,238.158,172.752,237.32,173.16
