timestamp,x_gt,y_gt
205.1,250.474,153.03
205.2,250.586,153.342
205.3,250.715,153.344
205.4,250.828,153.346
205.5,250.957,153.348
205.6,251.074,153.35
205.7,251.196,153.353
205.8,251.311,153.355
205.9,251.431,153.357
206,251.543,153.359
206.1,251.658,153.363
206.2,251.785,153.367
206.3,251.921,153.371
206.4,252.046,153.375
206.5,252.159,153.379
206.6,252.274,153.383
206.7,252.406,153.387
206.8,252.523,153.391
206.9,252.659,153.396
207,252.785,153.4
207.1,252.915,153.404
207.2,253.05,153.409
207.3,253.183,153.413
207.4,253.303,153.417
207.5,253.418,153.421
207.6,253.549,153.425
207.7,253.675,153.43
207.8,253.836,153.43
207.9,253.959,153.43
208,254.083,153.43
208.1,254.208,153.43
208.2,254.326,153.43
208.3,254.455,153.43
208.4,254.593,153.43
208.5,254.718,153.43
208.6,254.856,153.12
208.7,254.978,153.12
208.8,255.106,153.12
208.9,255.229,153.12
209,255.365,153.12
209.1,255.487,153.12
209.2,255.609,153.12
209.3,255.73,153.12
209.4,255.854,153.12
209.5,255.973,153.12
209.6,256.087,153.12
209.7,256.207,153.12
209.8,256.324,153.12
209.9,256.444,153.12
210,256.571,153.12
210.1,256.701,153.12
210.2,256.836,153.12
210.3,256.972,153.12
210.4,257.091,153.12
210.5,257.217,153.12
210.6,257.353,153.12
210.7,257.476,153.12
210.8,257.617,153.12
210.9,257.756,153.12
211,257.874,153.12
211.1,258.013,153.12
211.2,258.13,153.12
211.3,258.248,153.12
211.4,258.383,153.12
211.5,258.524,153.12
211.6,258.643,153.12
211.7,258.78,153.12
211.8,258.908,153.12
211.9,259.039,153.12
212,259.178,153.12
212.1,259.31,153.12
212.2,259.43,153.12
212.3,259.561,153.12
212.4,259.694,153.12
212.5,259.831,153.12
212.6,259.966,153.12
212.7,260.079,153.12
212.8,260.198,153.12
212.9,260.321,153.12
213,260.455,153.12
213.1,260.594,153.12
213.2,260.727,153.12
213.3,260.845,153.12
213.4,260.968,153.12
213.5,261.104,153.12
213.6,261.226,153.12
213.7,261.341,153.12
213.8,261.473,153.12
213.9,261.613,153.12
214,261.737,153.12
214.1,261.867,153.12
214.2,261.991,153.12
214.3,262.113,153.12
214.4,262.232,153.12
214.5,262.353,153.12
214.6,262.493,153.12
214.7,262.627,153.12
214.8,262.745,153.12
214.9,262.863,153.12
215,263,153.12
215.1,263.114,153.12
215.2,263.248,153.12
215.3,263.377,153.12
215.4,263.495,153.12
215.5,263.631,153.12
215.6,263.748,153.12
215.7,263.876,153.12
215.8,263.991,153.12
215.9,264.105,153.12
216,264.241,153.12
216.1,264.37,153.12
216.2,264.487,153.12
216.3,264.612,153.12
216.4,264.738,153.12
216.5,264.868,153.12
216.6,264.981,153.12
216.7,265.097,153.12
216.8,265.235,153.12
216.9,265.359,153.12
217,265.493,153.12
217.1,265.63,153.12
217.2,265.764,153.12
217.3,265.889,153.12
217.4,266.023,153.12
217.5,266.142,153.12
217.6,266.261,153.12
217.7,266.381,153.12
217.8,266.497,153.12
217.9,266.621,153.12
218,266.752,153.12
218.1,266.891,153.12
218.2,267.005,153.12
218.3,267.122,153.12
218.4,267.236,153.12
218.5,267.361,153.12
218.6,267.496,153.43
218.7,266.901,152.903
218.8,266.904,153.031
218.9,266.907,153.15
219,266.91,153.265
219.1,266.91,153.366
219.2,267.24,153.483
219.3,267.24,153.602
219.4,267.24,153.737
219.5,267.24,153.868
219.6,267.24,153.996
219.7,267.24,154.117
219.8,267.24,154.233
219.9,267.24,154.348
220,267.24,154.478
220.1,267.24,154.619
220.2,267.24,154.742
220.3,267.24,154.855
220.4,267.24,154.986
220.5,267.24,155.119
220.6,267.24,155.251
220.7,267.24,155.384
220.8,267.24,155.52
220.9,267.24,155.634
221,267.24,155.76
221.1,267.24,155.887
221.2,267.24,156.005
221.3,267.24,156.142
221.4,267.24,156.264
221.5,267.24,156.403
221.6,267.24,156.536
221.7,267.24,156.668
221.8,267.24,156.793
221.9,267.24,156.916
222,267.24,157.049
222.1,267.24,157.175
222.2,267.24,157.313
222.3,267.24,157.446
222.4,267.24,157.563
222.5,267.24,157.699
222.6,267.24,157.816
222.7,267.24,157.954
222.8,267.24,158.088
222.9,267.24,158.228
223,267.24,158.369
223.1,267.24,158.494
223.2,267.24,158.618
223.3,267.24,158.737
223.4,267.24,158.863
223.5,267.24,158.994
223.6,267.24,159.119
223.7,267.24,159.235
223.8,267.24,159.364
223.9,267.24,159.49
224,267.24,159.616
224.1,267.24,159.74
224.2,267.24,159.867
224.3,267.24,159.999
224.4,267.24,160.134
224.5,267.24,160.27
224.6,267.24,160.401
224.7,267.24,160.516
224.8,267.24,160.649
224.9,267.24,160.79
225,267.24,160.917
225.1,267.24,161.043
225.2,267.24,161.18
225.3,267.24,161.307
225.4,267.24,161.434
225.5,267.24,161.565
225.6,267.24,161.678
225.7,267.24,161.793
225.8,267.24,161.93
225.9,267.24,162.051
226,267.24,162.168
226.1,267.24,162.284
226.2,267.24,162.402
226.3,267.24,162.533
226.4,267.24,162.667
226.5,267.24,162.786
226.6,267.24,162.904
226.7,267.24,163.02
226.8,267.24,163.157
226.9,267.24,163.292
227,267.24,163.426
227.1,267.24,163.546
227.2,267.24,163.661
227.3,267.24,163.789
227.4,267.24,163.906
227.5,267.24,164.041
227.6,267.24,164.165
227.7,267.24,164.301
227.8,267.24,164.426
227.9,267.24,164.555
228,267.24,164.677
228.1,267.24,164.814
228.2,267.24,164.947
228.3,267.24,165.08
228.4,267.24,165.214
228.5,267.24,165.343
228.6,267.24,165.467
228.7,267.24,165.599
228.8,267.24,165.732
228.9,267.24,165.854
229,267.24,165.969
229.1,267.24,166.083
229.2,267.24,166.206
229.3,267.24,166.34
229.4,267.24,166.469
229.5,267.24,166.592
229.6,267.24,166.713
229.7,267.24,166.842
229.8,267.24,166.956
229.9,267.24,167.09
230,267.24,167.209
230.1,267.24,167.322
230.2,267.24,167.443
230.3,267.24,167.577
230.4,267.24,167.699
230.5,267.24,167.836
230.6,267.24,167.961
230.7,267.24,168.084
230.8,267.24,168.223
230.9,267.24,168.352
231,267.24,168.49
231.1,267.24,168.625
231.2,267.24,168.749
231.3,267.24,168.882
231.4,267.24,168.998
231.5,267.24,169.134
231.6,267.24,169.253
231.7,267.24,169.394
231.8,267.24,169.513
231.9,267.24,169.636
232,267.24,169.765
232.1,267.24,169.896
232.2,267.24,170.033
232.3,267.24,170.163
232.4,267.24,170.279
232.5,267.24,170.396
232.6,267.24,170.53
232.7,267.24,170.643
232.8,267.24,170.756
232.9,267.24,170.885
233,267.24,171.002
233.1,267.24,171.121
233.2,267.24,171.261
233.3,267.24,171.396
233.4,267.24,171.523
233.5,267.24,171.663
233.6,267.24,171.779
233.7,267.24,171.907
233.8,267.24,172.025
233.9,267.24,172.149
234,267.24,172.277
234.1,267.24,172.402
234.2,267.24,172.538
234.3,267.24,172.653
234.4,267.24,172.789
234.5,267.24,172.927
234.6,267.24,173.05
234.7,267.24,173.176
234.8,267.24,173.313
234.9,267.24,173.446
235,267.24,173.585
235.1,267.24,173.71
235.2,267.24,173.844
235.3,267.24,173.961
235.4,267.24,174.095
235.5,267.24,174.227
235.6,267.24,174.361
235.7,267.24,174.488
235.8,267.24,174.613
235.9,267.24,174.742
236,267.24,174.861
236.1,267.24,174.975
236.2,267.24,175.092
236.3,267.24,175.205
236.4,267.24,175.335
236.5,267.24,175.472
236.6,267.24,175.59
236.7,267.24,175.707
236.8,267.24,175.837
236.9,267.24,175.968
237,267.24,176.105
237.1,267.24,176.244
237.2,267.24,176.375
237.3,267.24,176.501
237.4,267.24,176.619
237.5,267.24,176.754
237.6,267.24,176.882
237.7,267.24,177.011
237.8,267.24,177.151
237.9,267.24,177.289
238,267.24,177.403
238.1,267.24,177.536
238.2,267.24,177.654
238.3,267.24,177.789
238.4,267.24,177.902
238.5,267.24,178.04
238.6,267.24,178.175
238.7,267.24,178.297
238.8,267.24,178.421
238.9,267.24,178.554
239,267.24,178.671
239.1,267.24,178.81
239.2,267.24,178.944
239.3,267.24,179.059
239.4,267.24,179.19
239.5,267.24,179.328
239.6,267.24,179.46
239.7,267.24,179.597
239.8,267.24,179.738
239.9,267.24,179.868
240,267.24,179.982
240.1,267.24,180.109
240.2,267.24,180.235
240.3,267.24,180.369
240.4,267.24,180.502
240.5,267.24,180.617
240.6,267.24,180.751
240.7,267.24,180.887
240.8,267.24,181.024
240.9,267.24,181.138
241,267.24,181.275
241.1,267.24,181.39
241.2,267.24,181.522
241.3,267.24,181.649
241.4,267.24,181.765
241.5,267.24,181.903
241.6,267.24,182.024
241.7,267.24,182.147
241.8,267.24,182.285
241.9,267.304,182.285
242,267.368,182.285
242.1,267.432,182.285
242.2,267.376,182.406
242.3,267.629,182.529
242.4,267.573,182.667
242.5,267.55,182.791
242.6,267.55,182.912
242.7,267.55,183.037
242.8,267.55,183.154
242.9,267.55,183.282
243,267.55,183.41
243.1,267.55,183.538
243.2,267.634,183.565
243.3,267.761,183.546
243.4,267.898,183.525
243.5,268.018,183.507
243.6,268.148,183.488
243.7,268.272,183.47
243.8,268.4,183.451
243.9,268.528,183.432
244,268.664,183.412
244.1,268.792,183.393
244.2,268.908,183.375
244.3,269.028,183.357
244.4,269.163,183.337
244.5,269.287,183.319
244.6,269.408,183.301
244.7,269.523,183.284
244.8,269.659,183.264
244.9,269.78,183.246
245,269.896,183.228
245.1,270.031,183.208
245.2,270.154,183.19
245.3,270.285,183.171
245.4,270.41,183.152
245.5,270.527,183.135
245.6,270.665,183.114
245.7,270.798,183.094
245.8,270.911,183.078
245.9,271.045,183.08
246,271.172,183.082
246.1,271.308,183.085
246.2,271.448,183.088
246.3,271.579,183.091
246.4,271.693,183.093
246.5,271.825,183.096
246.6,271.955,183.098
246.7,272.073,183.411
246.8,272.181,183.413
246.9,272.307,183.415
247,272.431,183.418
247.1,272.533,183.42
247.2,272.653,183.422
247.3,272.763,183.424
247.4,272.869,183.426
247.5,272.979,183.429
247.6,273.082,183.431
247.7,273.207,183.433
247.8,273.309,183.435
247.9,273.432,183.438
248,273.555,183.44
248.1,273.675,183.443
248.2,273.781,183.445
248.3,273.903,183.447
248.4,274.016,183.449
248.5,274.12,183.451
248.6,274.234,183.454
248.7,274.361,183.456
248.8,274.486,183.459
248.9,274.599,183.461
249,274.715,183.463
249.1,274.834,183.466
249.2,274.943,183.468
249.3,275.066,183.47
249.4,275.177,183.473
249.5,275.289,183.475
249.6,275.402,183.477
249.7,275.528,183.48
249.8,275.644,183.482
249.9,275.763,183.484
250,275.888,183.487
250.1,276.013,183.489
250.2,276.127,183.491
250.3,276.237,183.494
250.4,276.341,183.496
250.5,276.463,183.498
250.6,276.566,183.5
250.7,276.689,183.503
250.8,276.808,183.505
250.9,276.928,183.507
251,277.039,183.51
251.1,277.165,183.512
251.2,277.274,183.514
251.3,277.39,183.517
251.4,277.496,183.519
251.5,277.613,183.521
251.6,277.738,183.524
251.7,277.861,183.526
251.8,277.987,183.529
251.9,278.106,183.531
252,278.226,183.533
252.1,278.343,183.536
252.2,278.455,183.538
252.3,278.57,183.54
252.4,278.692,183.543
252.5,278.795,183.545
252.6,278.919,183.547
252.7,279.021,183.549
252.8,279.125,183.551
252.9,279.241,183.554
253,279.344,183.556
253.1,279.462,183.558
253.2,279.585,183.561
253.3,279.689,183.563
253.4,279.802,183.565
253.5,279.91,183.567
253.6,280.031,183.569
253.7,280.251,183.523
253.8,280.361,183.487
253.9,280.478,183.449
254,280.589,183.412
254.1,280.695,183.377
