timestamp,car_id,sensor_id,x_gt,y_gt,x_track,y_track
51,184,0,266.84,168.648,267.741,168.639
51,184,0,266.84,168.711,267.741,168.639
51,184,0,266.84,168.777,267.741,168.639
51,184,0,266.84,168.837,267.741,168.639
51,184,0,266.84,168.908,267.741,168.639
51,184,0,266.84,168.967,267.741,168.639
51,184,0,266.84,169.03,267.741,168.639
51,184,0,266.84,169.096,267.741,168.639
51,184,0,266.84,169.157,267.741,168.639
51,184,0,266.84,169.226,267.741,168.639
51,184,0,266.84,169.293,267.741,168.639
51,184,0,266.84,169.358,267.741,168.639
51,184,0,266.84,169.421,267.741,168.639
51,184,0,266.84,169.484,267.741,168.639
51,184,0,266.84,169.544,267.741,168.639
51,184,0,266.84,169.611,267.741,168.639
51,184,0,266.84,169.681,267.741,168.639
51,184,0,266.84,168.648,267.729,168.697
51,184,0,266.84,168.711,267.729,168.697
51,184,0,266.84,168.777,267.729,168.697
51,184,0,266.84,168.837,267.729,168.697
51,184,0,266.84,168.908,267.729,168.697
51,184,0,266.84,168.967,267.729,168.697
51,184,0,266.84,169.03,267.729,168.697
51,184,0,266.84,169.096,267.729,168.697
51,184,0,266.84,169.157,267.729,168.697
51,184,0,266.84,169.226,267.729,168.697
51,184,0,266.84,169.293,267.729,168.697
51,184,0,266.84,169.358,267.729,168.697
51,184,0,266.84,169.421,267.729,168.697
51,184,0,266.84,169.484,267.729,168.697
51,184,0,266.84,169.544,267.729,168.697
51,184,0,266.84,169.611,267.729,168.697
51,184,0,266.84,169.681,267.729,168.697
51,184,0,266.84,168.648,267.715,168.759
51,184,0,266.84,168.711,267.715,168.759
51,184,0,266.84,168.777,267.715,168.759
51,184,0,266.84,168.837,267.715,168.759
51,184,0,266.84,168.908,267.715,168.759
51,184,0,266.84,168.967,267.715,168.759
51,184,0,266.84,169.03,267.715,168.759
51,184,0,266.84,169.096,267.715,168.759
51,184,0,266.84,169.157,267.715,168.759
51,184,0,266.84,169.226,267.715,168.759
51,184,0,266.84,169.293,267.715,168.759
51,184,0,266.84,169.358,267.715,168.759
51,184,0,266.84,169.421,267.715,168.759
51,184,0,266.84,169.484,267.715,168.759
51,184,0,266.84,169.544,267.715,168.759
51,184,0,266.84,169.611,267.715,168.759
51,184,0,266.84,169.681,267.715,168.759
51,184,0,266.84,168.648,267.704,168.814
51,184,0,266.84,168.711,267.704,168.814
51,184,0,266.84,168.777,267.704,168.814
51,184,0,266.84,168.837,267.704,168.814
51,184,0,266.84,168.908,267.704,168.814
51,184,0,266.84,168.967,267.704,168.814
51,184,0,266.84,169.03,267.704,168.814
51,184,0,266.84,169.096,267.704,168.814
51,184,0,266.84,169.157,267.704,168.814
51,184,0,266.84,169.226,267.704,168.814
51,184,0,266.84,169.293,267.704,168.814
51,184,0,266.84,169.358,267.704,168.814
51,184,0,266.84,169.421,267.704,168.814
51,184,0,266.84,169.484,267.704,168.814
51,184,0,266.84,169.544,267.704,168.814
51,184,0,266.84,169.611,267.704,168.814
51,184,0,266.84,169.681,267.704,168.814
51,184,0,266.84,168.648,267.69,168.878
51,184,0,266.84,168.711,267.69,168.878
51,184,0,266.84,168.777,267.69,168.878
51,184,0,266.84,168.837,267.69,168.878
51,184,0,266.84,168.908,267.69,168.878
51,184,0,266.84,168.967,267.69,168.878
51,184,0,266.84,169.03,267.69,168.878
51,184,0,266.84,169.096,267.69,168.878
51,184,0,266.84,169.157,267.69,168.878
51,184,0,266.84,169.226,267.69,168.878
51,184,0,266.84,169.293,267.69,168.878
51,184,0,266.84,169.358,267.69,168.878
51,184,0,266.84,169.421,267.69,168.878
51,184,0,266.84,169.484,267.69,168.878
51,184,0,266.84,169.544,267.69,168.878
51,184,0,266.84,169.611,267.69,168.878
51,184,0,266.84,169.681,267.69,168.878
51,184,0,266.84,168.648,267.678,168.935
51,184,0,266.84,168.711,267.678,168.935
51,184,0,266.84,168.777,267.678,168.935
51,184,0,266.84,168.837,267.678,168.935
51,184,0,266.84,168.908,267.678,168.935
51,184,0,266.84,168.967,267.678,168.935
51,184,0,266.84,169.03,267.678,168.935
51,184,0,266.84,169.096,267.678,168.935
51,184,0,266.84,169.157,267.678,168.935
51,184,0,266.84,169.226,267.678,168.935
51,184,0,266.84,169.293,267.678,168.935
51,184,0,266.84,169.358,267.678,168.935
51,184,0,266.84,169.421,267.678,168.935
51,184,0,266.84,169.484,267.678,168.935
51,184,0,266.84,169.544,267.678,168.935
51,184,0,266.84,169.611,267.678,168.935
51,184,0,266.84,169.681,267.678,168.935
51,184,0,266.84,168.648,267.664,169.001
51,184,0,266.84,168.711,267.664,169.001
51,184,0,266.84,168.777,267.664,169.001
51,184,0,266.84,168.837,267.664,169.001
51,184,0,266.84,168.908,267.664,169.001
51,184,0,266.84,168.967,267.664,169.001
