timestamp,x_gt,y_gt,car_id,sensor_id
21.5,267.48,180.869,car0,5
21.55,267.48,180.818,car0,5
21.6,267.48,180.759,car0,5
21.65,267.48,180.704,car0,5
21.7,267.48,180.646,car0,5
21.75,267.48,180.586,car0,5
21.8,267.48,180.532,car0,5
21.85,267.48,180.473,car0,5
21.9,267.48,180.412,car0,5
21.95,267.48,180.358,car0,5
22.0,267.48,180.308,car0,5
22.05,267.48,180.249,car0,5
22.1,267.48,180.193,car0,5
22.15,267.48,180.135,car0,5
22.2,267.48,180.081,car0,5
22.25,267.48,180.027,car0,5
22.3,267.48,179.976,car0,5
22.35,267.48,179.918,car0,5
22.4,267.48,179.857,car0,5
22.45,267.48,179.796,car0,5
22.5,267.48,179.736,car0,5
22.55,267.48,179.678,car0,5
22.6,267.48,179.623,car0,5
22.65,267.48,179.571,car0,5
22.7,267.48,179.512,car0,5
22.75,267.48,179.458,car0,5
22.8,267.48,179.399,car0,5
22.85,267.48,179.349,car0,5
22.9,267.48,179.299,car0,5
22.95,267.48,179.246,car0,5
23.0,267.48,179.185,car0,5
23.05,267.48,179.13,car0,5
23.1,267.48,179.07,car0,5
23.15,267.48,179.011,car0,5
23.2,267.48,178.954,car0,5
23.25,267.48,178.901,car0,5
23.3,267.48,178.84,car0,5
23.35,267.48,178.78,car0,5
23.4,267.48,178.729,car0,5
23.45,267.48,178.677,car0,5
23.5,267.48,178.62,car0,5
23.55,267.48,178.561,car0,5
23.6,267.48,178.502,car0,5
23.65,267.48,178.445,car0,5
23.7,267.48,178.385,car0,5
23.75,267.48,178.334,car0,5
23.8,267.48,178.282,car0,5
23.85,267.48,178.229,car0,5
23.9,267.48,178.174,car0,5
23.95,267.48,178.117,car0,5
24.0,267.48,178.059,car0,5
24.05,267.48,177.999,car0,5
24.1,267.48,177.941,car0,5
24.15,267.48,177.888,car0,5
24.2,267.48,177.837,car0,5
24.25,267.48,177.778,car0,5
24.3,267.48,177.718,car0,5
24.35,267.48,177.658,car0,5
24.4,267.48,177.598,car0,5
24.45,267.48,177.545,car0,5
