timestamp,x_gt,y_gt,sensor_id,track_id,x_track,y_track,car_id
11.15,266.84,168.636,0,56.0,267.695,168.598,car0
11.2,266.84,168.706,0,56.0,267.77,168.713,car0
11.25,266.84,168.773,0,56.0,267.747,168.772,car0
11.3,266.84,168.839,0,56.0,267.727,168.83,car0
11.35,266.84,168.898,0,56.0,267.71,168.884,car0
11.4,266.84,168.96,0,56.0,267.695,168.94,car0
11.45,266.84,169.024,0,56.0,267.68,169.0,car0
11.5,266.84,169.083,0,56.0,267.665,169.06,car0
11.55,266.84,169.147,0,56.0,267.65,169.122,car0
11.6,266.84,169.205,0,56.0,267.636,169.182,car0
11.65,266.84,169.273,0,56.0,267.622,169.244,car0
11.7,266.84,169.339,0,56.0,267.608,169.307,car0
11.75,266.84,169.405,0,56.0,267.593,169.375,car0
11.8,266.84,169.463,0,56.0,267.578,169.442,car0
11.85,266.84,169.532,0,56.0,267.563,169.511,car0
11.9,266.84,169.592,0,56.0,267.548,169.578,car0
11.95,266.84,169.657,0,56.0,267.533,169.645,car0
12.0,266.84,169.716,0,56.0,267.519,169.712,car0
12.05,266.84,169.775,0,56.0,267.505,169.777,car0
12.1,266.84,169.837,0,56.0,267.491,169.842,car0
12.15,266.84,169.902,0,56.0,267.477,169.907,car0
12.2,266.84,169.965,0,56.0,267.462,169.972,car0
12.25,266.84,170.026,0,56.0,267.448,170.037,car0
12.3,266.84,170.092,0,56.0,267.434,170.102,car0
12.35,266.84,170.155,0,56.0,267.42,170.168,car0
12.4,266.84,170.221,0,56.0,267.406,170.233,car0
12.45,266.84,170.278,0,56.0,267.392,170.297,car0
12.5,266.84,170.34,0,56.0,267.379,170.361,car0
12.55,266.84,170.397,0,56.0,267.365,170.424,car0
12.6,266.84,170.456,0,56.0,267.352,170.486,car0
12.65,266.84,170.525,0,56.0,267.339,170.549,car0
12.7,266.84,170.582,0,56.0,267.325,170.61,car0
12.75,266.84,170.648,0,56.0,267.312,170.671,car0
12.8,266.84,170.706,0,56.0,267.299,170.731,car0
12.85,266.84,170.776,0,56.0,267.286,170.792,car0
12.9,266.84,170.834,0,56.0,267.274,170.851,car0
12.95,266.84,170.903,0,56.0,267.261,170.909,car0
13.0,266.84,170.97,0,56.0,267.249,170.966,car0
13.05,266.84,171.033,0,56.0,267.237,171.023,car0
13.1,266.84,171.093,0,56.0,267.225,171.079,car0
13.15,266.84,171.16,0,56.0,267.213,171.137,car0
13.2,266.84,171.217,0,56.0,267.2,171.194,car0
13.25,266.84,171.284,0,56.0,267.188,171.252,car0
13.3,266.84,171.349,0,56.0,267.175,171.311,car0
13.35,266.84,171.417,0,56.0,267.163,171.37,car0
13.4,266.84,171.479,0,56.0,267.15,171.429,car0
13.45,266.84,171.548,0,56.0,267.138,171.489,car0
13.5,266.84,171.616,0,56.0,267.125,171.549,car0
13.55,266.84,171.68,0,56.0,267.112,171.609,car0
13.6,266.84,171.736,0,56.0,267.099,171.67,car0
13.65,266.84,171.794,0,56.0,267.086,171.731,car0
13.7,266.84,171.863,0,56.0,267.072,171.794,car0
13.75,266.84,171.928,0,56.0,267.059,171.857,car0
13.8,266.84,171.994,0,56.0,267.045,171.921,car0
13.85,266.84,172.061,0,56.0,267.032,171.985,car0
13.9,266.84,172.118,0,56.0,267.018,172.049,car0
13.95,266.84,172.179,0,56.0,267.005,172.112,car0
14.0,266.84,172.236,0,56.0,266.991,172.175,car0
14.05,266.84,172.299,0,56.0,266.978,172.237,car0
14.1,266.84,172.369,0,56.0,266.965,172.298,car0
14.15,266.84,172.426,0,56.0,266.953,172.357,car0
14.2,266.84,172.492,0,56.0,266.94,172.416,car0
14.25,266.84,172.56,0,56.0,266.927,172.476,car0
