timestamp,car_id,sensor_id,x_gt,y_gt,x_track,y_track
71,35,unknown,266.84,168.665,267.738,168.654
71,35,unknown,266.84,168.723,267.738,168.654
71,35,unknown,266.84,168.783,267.738,168.654
71,35,unknown,266.84,168.84,267.738,168.654
71,35,unknown,266.84,168.899,267.738,168.654
71,35,unknown,266.84,168.953,267.738,168.654
71,35,unknown,266.84,169.009,267.738,168.654
71,35,unknown,266.84,169.07,267.738,168.654
71,35,unknown,266.84,169.129,267.738,168.654
71,35,unknown,266.84,169.19,267.738,168.654
71,35,unknown,266.84,169.252,267.738,168.654
71,35,unknown,266.84,169.305,267.738,168.654
71,35,unknown,266.84,169.363,267.738,168.654
71,35,unknown,266.84,169.418,267.738,168.654
71,35,unknown,266.84,168.665,267.726,168.709
71,35,unknown,266.84,168.723,267.726,168.709
71,35,unknown,266.84,168.783,267.726,168.709
71,35,unknown,266.84,168.84,267.726,168.709
71,35,unknown,266.84,168.899,267.726,168.709
71,35,unknown,266.84,168.953,267.726,168.709
71,35,unknown,266.84,169.009,267.726,168.709
71,35,unknown,266.84,169.07,267.726,168.709
71,35,unknown,266.84,169.129,267.726,168.709
71,35,unknown,266.84,169.19,267.726,168.709
71,35,unknown,266.84,169.252,267.726,168.709
71,35,unknown,266.84,169.305,267.726,168.709
71,35,unknown,266.84,169.363,267.726,168.709
71,35,unknown,266.84,169.418,267.726,168.709
71,35,unknown,266.84,168.665,267.714,168.764
71,35,unknown,266.84,168.723,267.714,168.764
71,35,unknown,266.84,168.783,267.714,168.764
71,35,unknown,266.84,168.84,267.714,168.764
71,35,unknown,266.84,168.899,267.714,168.764
71,35,unknown,266.84,168.953,267.714,168.764
71,35,unknown,266.84,169.009,267.714,168.764
71,35,unknown,266.84,169.07,267.714,168.764
71,35,unknown,266.84,169.129,267.714,168.764
71,35,unknown,266.84,169.19,267.714,168.764
71,35,unknown,266.84,169.252,267.714,168.764
71,35,unknown,266.84,169.305,267.714,168.764
71,35,unknown,266.84,169.363,267.714,168.764
71,35,unknown,266.84,169.418,267.714,168.764
71,35,unknown,266.84,168.665,267.703,168.817
71,35,unknown,266.84,168.723,267.703,168.817
71,35,unknown,266.84,168.783,267.703,168.817
71,35,unknown,266.84,168.84,267.703,168.817
71,35,unknown,266.84,168.899,267.703,168.817
71,35,unknown,266.84,168.953,267.703,168.817
71,35,unknown,266.84,169.009,267.703,168.817
71,35,unknown,266.84,169.07,267.703,168.817
71,35,unknown,266.84,169.129,267.703,168.817
71,35,unknown,266.84,169.19,267.703,168.817
71,35,unknown,266.84,169.252,267.703,168.817
71,35,unknown,266.84,169.305,267.703,168.817
71,35,unknown,266.84,169.363,267.703,168.817
71,35,unknown,266.84,169.418,267.703,168.817
71,35,unknown,266.84,168.665,267.692,168.87
71,35,unknown,266.84,168.723,267.692,168.87
71,35,unknown,266.84,168.783,267.692,168.87
71,35,unknown,266.84,168.84,267.692,168.87
71,35,unknown,266.84,168.899,267.692,168.87
71,35,unknown,266.84,168.953,267.692,168.87
71,35,unknown,266.84,169.009,267.692,168.87
71,35,unknown,266.84,169.07,267.692,168.87
71,35,unknown,266.84,169.129,267.692,168.87
71,35,unknown,266.84,169.19,267.692,168.87
71,35,unknown,266.84,169.252,267.692,168.87
71,35,unknown,266.84,169.305,267.692,168.87
71,35,unknown,266.84,169.363,267.692,168.87
71,35,unknown,266.84,169.418,267.692,168.87
71,35,unknown,266.84,168.665,267.681,168.921
71,35,unknown,266.84,168.723,267.681,168.921
71,35,unknown,266.84,168.783,267.681,168.921
71,35,unknown,266.84,168.84,267.681,168.921
71,35,unknown,266.84,168.899,267.681,168.921
71,35,unknown,266.84,168.953,267.681,168.921
71,35,unknown,266.84,169.009,267.681,168.921
71,35,unknown,266.84,169.07,267.681,168.921
71,35,unknown,266.84,169.129,267.681,168.921
71,35,unknown,266.84,169.19,267.681,168.921
71,35,unknown,266.84,169.252,267.681,168.921
71,35,unknown,266.84,169.305,267.681,168.921
71,35,unknown,266.84,169.363,267.681,168.921
71,35,unknown,266.84,169.418,267.681,168.921
71,35,unknown,266.84,168.665,267.669,168.979
71,35,unknown,266.84,168.723,267.669,168.979
71,35,unknown,266.84,168.783,267.669,168.979
71,35,unknown,266.84,168.84,267.669,168.979
71,35,unknown,266.84,168.899,267.669,168.979
71,35,unknown,266.84,168.953,267.669,168.979
71,35,unknown,266.84,169.009,267.669,168.979
71,35,unknown,266.84,169.07,267.669,168.979
71,35,unknown,266.84,169.129,267.669,168.979
71,35,unknown,266.84,169.19,267.669,168.979
71,35,unknown,266.84,169.252,267.669,168.979
71,35,unknown,266.84,169.305,267.669,168.979
71,35,unknown,266.84,169.363,267.669,168.979
71,35,unknown,266.84,169.418,267.669,168.979
71,35,unknown,266.84,168.665,267.655,169.042
71,35,unknown,266.84,168.723,267.655,169.042
71,35,unknown,266.84,168.783,267.655,169.042
71,35,unknown,266.84,168.84,267.655,169.042
71,35,unknown,266.84,168.899,267.655,169.042
71,35,unknown,266.84,168.953,267.655,169.042
71,35,unknown,266.84,169.009,267.655,169.042
