id,timestamp,x,y,confidence
car0,0.1,267.907,244.189
car0,0.15,267.893,244.127
car0,0.2,267.878,244.054
car0,0.25,267.864,243.989
car0,0.3,267.85,243.925
car0,0.35,267.835,243.854
car0,0.4,267.822,243.793
car0,0.45,267.808,243.725
car0,0.5,267.794,243.661
car0,0.55,267.781,243.601
car0,0.6,267.766,243.53
car0,0.65,267.753,243.468
car0,0.7,267.739,243.402
car0,0.75,267.725,243.334
car0,0.8,267.711,243.268
car0,0.85,267.696,243.199
car0,0.9,267.681,243.128
car0,0.95,267.668,243.069
car0,1,267.654,243.001
car0,1.05,267.64,242.933
car0,1.1,267.623,242.857
car0,1.15,267.609,242.79
car0,1.2,267.594,242.72
car0,1.25,267.581,242.657
car0,1.3,267.568,242.598
car0,1.35,267.556,242.538
car0,1.4,267.543,242.481
car0,1.45,267.529,242.415
car0,1.5,267.516,242.352
car0,1.55,267.502,242.286
car0,1.6,267.487,242.216
car0,1.65,267.473,242.15
car0,1.7,267.461,242.091
car0,1.75,267.446,242.023
car0,1.8,267.434,241.967
car0,1.85,267.419,241.898
car0,1.9,267.406,241.837
car0,1.95,267.393,241.772
car0,2,267.377,241.696
car0,2.05,267.359,241.613
car0,2.1,267.343,241.538
car0,2.15,267.33,241.475
car0,2.2,267.315,241.405
car0,2.25,267.3,241.337
car0,2.3,267.287,241.273
car0,2.35,267.275,241.218
car0,2.4,267.264,241.167
car0,2.45,267.251,241.106
car0,2.5,267.236,241.034
car0,2.55,267.222,240.969
car0,2.6,267.209,240.906
car0,2.65,267.195,240.841
car0,2.7,267.181,240.778
car0,2.75,267.169,240.718
car0,2.8,267.156,240.658
car0,2.85,267.142,240.591
car0,2.9,267.128,240.525
car0,2.95,267.114,240.463
car0,3,267.1,240.394
car0,3.05,267.088,240.338
car0,3.1,267.074,240.272
car0,3.15,267.074,240.272
car0,3.2,267.046,240.14
car0,3.25,267.03,240.066
car0,3.3,267.016,239.999
car0,3.35,267.003,239.937
car0,3.4,266.991,239.883
car0,3.45,266.977,239.816
car0,3.5,266.964,239.754
car0,3.55,266.952,239.699
car0,3.6,266.938,239.633
car0,3.65,266.925,239.571
car0,3.7,266.912,239.513
car0,3.75,266.905,239.48
car0,3.8,267.141,239.322
car0,3.85,267.099,239.286
car0,3.9,266.985,239.186
car0,4.15,267.151,238.806
car0,4.2,266.964,238.78
car0,4.3,266.93,238.775
car0,4.5,266.918,238.427
car0,4.6,267.075,238.405
car0,4.65,267.134,238.396
car0,4.95,267.082,237.929
car0,5,267.118,237.898
car0,5.05,266.905,237.723
car0,5.1,266.91,237.697
car0,5.15,266.921,237.645
car0,5.2,266.921,237.645
car0,5.25,266.946,237.531
car0,5.3,266.958,237.475
car0,5.35,266.972,237.409
car0,5.4,266.985,237.346
car0,5.45,266.999,237.282
car0,5.5,267.011,237.224
car0,5.55,267.026,237.154
car0,5.6,267.04,237.089
car0,5.65,267.053,237.026
car0,5.7,267.066,236.966
car0,5.75,267.08,236.9
car0,5.8,267.093,236.839
car0,5.85,267.107,236.77
car0,5.9,267.12,236.709
car0,5.95,267.135,236.641
car0,6,267.147,236.582
car0,6.05,267.162,236.515
car0,6.1,267.175,236.452
car0,6.15,267.19,236.381
car0,6.2,267.204,236.317
car0,6.25,267.217,236.255
car0,6.3,267.229,236.197
car0,6.35,267.229,236.197
car0,6.4,267.256,236.069
car0,6.45,267.269,236.011
car0,6.5,267.283,235.944
car0,6.55,267.296,235.884
car0,6.6,267.306,235.834
car0,6.65,267.318,235.781
car0,6.7,267.33,235.723
car0,6.75,267.342,235.665
car0,6.8,267.354,235.61
car0,6.85,267.366,235.552
car0,6.9,267.379,235.492
car0,6.95,267.393,235.426
car0,7,267.405,235.369
car0,7.05,267.418,235.307
car0,7.1,267.431,235.249
car0,7.15,267.443,235.19
car0,7.2,267.457,235.125
car0,7.25,267.473,235.052
car0,7.3,267.485,234.991
car0,7.35,267.499,234.929
car0,7.4,267.513,234.86
car0,7.45,267.527,234.797
car0,7.5,267.542,234.723
car0,7.55,267.558,234.651
car0,7.6,267.572,234.586
car0,7.65,267.586,234.517
car0,7.7,267.601,234.446
car0,7.75,267.618,234.368
car0,7.8,267.63,234.31
car0,7.85,267.642,234.256
car0,7.9,267.656,234.189
car0,7.95,267.669,234.129
car0,8,267.681,234.073
car0,8.05,267.694,234.009
car0,8.1,267.708,233.943
car0,8.15,267.721,233.885
car0,8.2,267.733,233.826
car0,8.25,267.747,233.761
car0,8.3,267.759,233.704
car0,8.35,267.773,233.641
car0,8.4,267.785,233.582
car0,8.45,267.798,233.521
car0,8.5,267.812,233.455
car0,8.55,267.825,233.394
car0,8.6,267.84,233.326
car0,8.65,267.855,233.255
car0,8.7,267.87,233.183
car0,8.75,267.884,233.114
car0,8.8,267.9,233.043
car0,8.85,267.914,232.977
car0,8.9,267.929,232.907
car0,8.95,267.944,232.835
car0,9,267.958,232.769
car0,9.05,267.974,232.692
car0,9.1,267.989,232.621
car0,9.15,268.005,232.548
car0,9.2,268.018,232.484
car0,9.25,268.035,232.408
