timestamp,x,y,car_id,sensor_id
22.15,266.84,168.666,car0,0
22.2,266.84,168.728,car0,0
22.25,266.84,168.787,car0,0
22.3,266.84,168.846,car0,0
22.35,266.84,168.906,car0,0
22.4,266.84,168.967,car0,0
22.45,266.84,169.038,car0,0
22.5,266.84,169.102,car0,0
22.55,266.84,169.166,car0,0
22.6,266.84,169.227,car0,0
22.65,266.84,169.296,car0,0
22.7,266.84,169.358,car0,0
22.75,266.84,169.429,car0,0
22.8,266.84,169.5,car0,0
22.85,266.84,169.561,car0,0
22.9,266.84,169.63,car0,0
22.95,266.84,169.697,car0,0
23.0,266.84,169.762,car0,0
23.05,266.84,169.831,car0,0
23.1,266.84,169.892,car0,0
23.15,266.84,169.96,car0,0
23.2,266.84,170.028,car0,0
23.25,266.84,170.096,car0,0
23.3,266.84,170.154,car0,0
23.35,266.84,170.218,car0,0
23.4,266.84,170.282,car0,0
23.45,266.84,170.344,car0,0
23.5,266.84,170.412,car0,0
23.55,266.84,170.474,car0,0
23.6,266.84,170.534,car0,0
23.65,266.84,170.596,car0,0
23.7,266.84,170.658,car0,0
23.75,266.84,170.728,car0,0
23.8,266.84,170.789,car0,0
23.85,266.84,170.853,car0,0
23.9,266.84,170.913,car0,0
23.95,266.84,170.972,car0,0
24.0,266.84,171.043,car0,0
24.05,266.84,171.106,car0,0
24.1,266.84,171.17,car0,0
24.15,266.84,171.237,car0,0
24.2,266.84,171.304,car0,0
24.25,266.84,171.37,car0,0
24.3,266.84,171.428,car0,0
24.35,266.84,171.487,car0,0
24.4,266.84,171.547,car0,0
24.45,266.84,171.605,car0,0
24.5,266.84,171.674,car0,0
24.55,266.84,171.744,car0,0
24.6,266.84,171.808,car0,0
24.65,266.84,171.867,car0,0
24.7,266.84,171.935,car0,0
24.75,266.84,172.004,car0,0
24.8,266.84,172.07,car0,0
24.85,266.84,172.129,car0,0
24.9,266.84,172.187,car0,0
24.95,266.84,172.251,car0,0
25.0,266.84,172.309,car0,0
25.05,266.84,172.375,car0,0
25.1,266.84,172.445,car0,0
25.15,266.84,172.507,car0,0
25.2,266.84,172.573,car0,0
25.25,266.84,172.632,car0,0
25.3,266.84,172.699,car0,0
25.35,266.84,172.76,car0,0
25.4,266.84,172.82,car0,0
25.45,266.84,172.88,car0,0
25.5,266.84,172.951,car0,0
25.55,266.84,173.016,car0,0
25.6,266.84,173.084,car0,0
25.65,266.84,173.153,car0,0
25.7,266.84,173.214,car0,0
25.75,266.84,173.28,car0,0
25.8,266.84,173.349,car0,0
25.85,266.84,173.418,car0,0
25.9,266.84,173.481,car0,0
25.95,266.84,173.544,car0,0
26.0,266.84,173.609,car0,0
26.05,266.84,173.675,car0,0
26.1,266.84,173.741,car0,0
26.15,266.84,173.806,car0,0
26.2,266.84,173.869,car0,0
26.25,266.84,173.927,car0,0
26.3,266.84,173.995,car0,1
26.35,266.84,174.064,car0,1
26.4,266.84,174.127,car0,1
26.45,266.84,174.188,car0,1
26.5,266.84,174.254,car0,1
26.55,266.84,174.316,car0,1
26.6,266.84,174.378,car0,1
26.65,266.84,174.437,car0,1
26.7,266.84,174.506,car0,1
26.75,266.84,174.567,car0,1
26.8,266.84,174.633,car0,2
26.85,266.84,174.704,car0,2
26.9,266.84,174.774,car0,2
26.95,266.84,174.837,car0,2
27.0,266.84,174.906,car0,2
27.05,266.84,174.971,car0,2
27.1,266.84,175.041,car0,3
27.15,266.84,175.104,car0,3
27.2,266.84,175.169,car0,3
27.25,266.84,175.23,car0,3
27.3,266.84,175.291,car0,3
27.35,266.84,175.361,car0,3
27.4,266.84,175.426,car0,3
27.45,266.84,175.489,car0,4
27.5,266.84,175.555,car0,4
27.55,266.84,175.622,car0,4
27.6,266.84,175.686,car0,4
27.65,266.84,175.756,car0,4
27.7,266.84,175.817,car0,4
27.75,266.84,175.885,car0,4
27.8,266.84,175.953,car0,4
27.85,266.84,176.018,car0,4
27.9,266.84,176.081,car0,4
27.95,266.84,176.143,car0,4
28.0,266.84,176.211,car0,5
28.05,266.84,176.279,car0,5
28.1,266.84,176.346,car0,5
28.15,266.84,176.416,car0,5
28.2,266.84,176.484,car0,5
28.25,266.84,176.545,car0,5
28.3,266.84,176.616,car0,5
28.35,266.84,176.679,car0,5
28.4,266.84,176.746,car0,5
28.45,266.84,176.803,car0,5
28.5,266.84,176.872,car0,5
28.55,266.84,176.937,car0,5
28.6,266.84,177.004,car0,5
28.65,266.84,177.072,car0,5
28.7,266.84,177.133,car0,5
28.75,266.84,177.2,car0,5
28.8,266.84,177.269,car0,5
28.85,266.84,177.329,car0,5
28.9,266.84,177.4,car0,5
28.95,266.84,177.465,car0,5
29.0,266.84,177.529,car0,5
29.05,266.84,177.599,car0,5
29.1,266.84,177.661,car0,5
29.15,266.84,177.725,car0,5
29.2,266.84,177.785,car0,5
29.25,266.84,177.854,car0,5
29.3,266.84,177.913,car0,5
29.35,266.84,177.984,car0,5
29.4,266.84,178.053,car0,5
29.45,266.84,178.123,car0,5
29.5,266.84,178.18,car0,5
29.55,266.84,178.241,car0,5
29.6,266.84,178.307,car0,5
29.65,266.84,178.367,car0,5
29.7,266.84,178.432,car0,5
29.75,266.84,178.49,car0,5
29.8,266.84,178.559,car0,5
29.85,266.84,178.623,car0,5
29.9,266.84,178.693,car0,5
29.95,266.84,178.762,car0,5
30.0,266.84,178.821,car0,5
30.05,266.84,178.889,car0,5
30.1,266.84,178.949,car0,5
30.15,266.84,179.017,car0,5
30.2,266.84,179.08,car0,5
30.25,266.84,179.14,car0,5
30.3,266.84,179.203,car0,5
30.35,266.84,179.263,car0,5
30.4,266.84,179.329,car0,5
30.45,266.84,179.39,car0,5
30.5,266.84,179.453,car0,5
30.55,266.84,179.512,car0,5
30.6,266.84,179.578,car0,5
30.65,266.84,179.642,car0,5
30.7,266.84,179.706,car0,5
30.75,266.84,179.766,car0,5
30.8,266.84,179.825,car0,5
30.85,266.84,179.883,car0,5
30.9,266.84,179.947,car0,5
30.95,266.84,180.012,car0,5
31.0,266.84,180.074,car0,5
31.05,266.84,180.133,car0,5
31.1,266.84,180.203,car0,5
31.15,266.84,180.269,car0,5
31.2,266.84,180.34,car0,5
31.25,266.84,180.406,car0,5
31.3,266.84,180.475,car0,5
31.35,266.84,180.542,car0,5
31.4,266.84,180.606,car0,5
31.45,266.84,180.664,car0,5
31.5,266.84,180.729,car0,5
31.55,266.84,180.8,car0,5
31.6,266.84,180.872,car0,5
31.65,266.84,180.942,car0,5
31.7,266.84,181.0,car0,5
31.75,266.84,181.06,car0,5
31.8,266.84,181.129,car0,5
31.85,266.84,181.192,car0,5
31.9,266.84,181.252,car0,5
31.95,266.84,181.32,car0,5
32.0,266.84,181.378,car0,5
32.05,266.84,181.444,car0,5
32.1,266.84,181.506,car0,5
32.15,266.84,181.572,car0,5
