timestamp,x_gt,y_gt,sensor_id,track_id,x_track,y_track,car_id
81.4,266.84,168.636,0,52.0,267.695,168.598,car0
81.45,266.84,168.688,0,52.0,267.773,168.698,car0
81.5,266.84,168.737,0,52.0,267.754,168.74,car0
81.55,266.84,168.788,0,52.0,267.737,168.783,car0
81.6,266.84,168.846,0,52.0,267.722,168.83,car0
81.65,266.84,168.898,0,52.0,267.708,168.877,car0
81.7,266.84,168.956,0,52.0,267.695,168.928,car0
81.75,266.84,169.006,0,52.0,267.682,168.979,car0
81.8,266.84,169.065,0,52.0,267.669,169.033,car0
81.85,266.84,169.12,0,52.0,267.656,169.088,car0
81.9,266.84,169.17,0,52.0,267.644,169.142,car0
81.95,266.84,169.222,0,52.0,267.632,169.195,car0
82.0,266.84,169.274,0,52.0,267.62,169.247,car0
82.05,266.84,169.333,0,52.0,267.608,169.301,car0
82.1,266.84,169.386,0,52.0,267.596,169.357,car0
82.15,266.84,169.441,0,52.0,267.583,169.415,car0
82.2,266.84,169.5,0,52.0,267.57,169.474,car0
82.25,266.84,169.551,0,52.0,267.557,169.532,car0
82.3,266.84,169.607,0,52.0,267.545,169.59,car0
82.35,266.84,169.656,0,52.0,267.532,169.647,car0
82.4,266.84,169.712,0,52.0,267.52,169.704,car0
82.45,266.84,169.772,0,52.0,267.507,169.762,car0
82.5,266.84,169.822,0,52.0,267.495,169.819,car0
82.55,266.84,169.879,0,52.0,267.483,169.876,car0
82.6,266.84,169.929,0,52.0,267.47,169.933,car0
82.65,266.84,169.98,0,52.0,267.458,169.989,car0
82.7,266.84,170.028,0,52.0,267.446,170.043,car0
82.75,266.84,170.086,0,52.0,267.435,170.099,car0
82.8,266.84,170.137,0,52.0,267.423,170.154,car0
82.85,266.84,170.192,0,52.0,267.411,170.209,car0
82.9,266.84,170.249,0,52.0,267.399,170.265,car0
82.95,266.84,170.304,0,52.0,267.387,170.32,car0
83.0,266.84,170.359,0,52.0,267.375,170.376,car0
83.05,266.84,170.412,0,52.0,267.363,170.431,car0
83.1,266.84,170.465,0,52.0,267.352,170.485,car0
83.15,266.84,170.517,0,52.0,267.34,170.539,car0
83.2,266.84,170.569,0,52.0,267.329,170.592,car0
83.25,266.84,170.625,0,52.0,267.317,170.646,car0
83.3,266.84,170.673,0,52.0,267.306,170.698,car0
83.35,266.84,170.724,0,52.0,267.295,170.75,car0
83.4,266.84,170.782,0,52.0,267.284,170.801,car0
83.45,266.84,170.831,0,52.0,267.273,170.852,car0
83.5,266.84,170.886,0,52.0,267.263,170.901,car0
83.55,266.84,170.942,0,52.0,267.252,170.949,car0
83.6,266.84,170.995,0,52.0,267.242,170.997,car0
83.65,266.84,171.049,0,52.0,267.232,171.045,car0
83.7,266.84,171.099,0,52.0,267.222,171.093,car0
83.75,266.84,171.156,0,52.0,267.211,171.142,car0
