timestamp,x,y,car_id,sensor_id
29.45,266.84,168.669,car0,0
29.5,266.84,168.726,car0,0
29.55,266.84,168.776,car0,0
29.6,266.84,168.826,car0,0
29.65,266.84,168.883,car0,0
29.7,266.84,168.931,car0,0
29.75,266.84,168.987,car0,0
29.8,266.84,169.038,car0,0
29.85,266.84,169.092,car0,0
29.9,266.84,169.142,car0,0
29.95,266.84,169.195,car0,0
30.0,266.84,169.245,car0,0
30.05,266.84,169.299,car0,0
30.1,266.84,169.356,car0,0
30.15,266.84,169.404,car0,0
30.2,266.84,169.453,car0,0
30.25,266.84,169.51,car0,0
30.3,266.84,169.563,car0,0
30.35,266.84,169.613,car0,0
30.4,266.84,169.663,car0,0
30.45,266.84,169.72,car0,0
30.5,266.84,169.776,car0,0
30.55,266.84,169.83,car0,0
30.6,266.84,169.886,car0,0
30.65,266.84,169.94,car0,0
30.7,266.84,169.992,car0,0
30.75,266.84,170.045,car0,0
30.8,266.84,170.103,car0,0
30.85,266.84,170.156,car0,0
30.9,266.84,170.203,car0,0
30.95,266.84,170.252,car0,0
31.0,266.84,170.307,car0,0
31.05,266.84,170.355,car0,0
31.1,266.84,170.411,car0,0
31.15,266.84,170.464,car0,0
31.2,266.84,170.521,car0,0
31.25,266.84,170.571,car0,0
31.3,266.84,170.621,car0,0
31.35,266.84,170.671,car0,0
31.4,266.84,170.726,car0,0
31.45,266.84,170.777,car0,0
31.5,266.84,170.823,car0,0
31.55,266.84,170.88,car0,0
31.6,266.84,170.929,car0,0
31.65,266.84,170.982,car0,0
31.7,266.84,171.04,car0,0
31.75,266.84,171.091,car0,0
31.8,266.84,171.146,car0,0
31.85,266.84,171.199,car0,0
31.9,266.84,171.249,car0,0
31.95,266.84,171.296,car0,0
32.0,266.84,171.344,car0,0
32.05,266.84,171.4,car0,0
32.1,266.84,171.456,car0,0
32.15,266.84,171.508,car0,0
32.2,266.84,171.556,car0,0
32.25,266.84,171.605,car0,0
32.3,266.84,171.654,car0,0
32.35,266.84,171.705,car0,0
32.4,266.84,171.757,car0,0
32.45,266.84,171.814,car0,0
32.5,266.84,171.867,car0,0
32.55,266.84,171.925,car0,0
32.6,266.84,171.973,car0,0
32.65,266.84,172.024,car0,0
32.7,266.84,172.071,car0,0
32.75,266.84,172.12,car0,0
32.8,266.84,172.168,car0,0
32.85,266.84,172.218,car0,0
32.9,266.84,172.273,car0,0
32.95,266.84,172.325,car0,0
33.0,266.84,172.382,car0,0
33.05,266.84,172.433,car0,0
33.1,266.84,172.488,car0,0
33.15,266.84,172.541,car0,0
33.2,266.84,172.592,car0,0
33.25,266.84,172.648,car0,0
33.3,266.84,172.705,car0,0
33.35,266.84,172.757,car0,0
33.4,266.84,172.811,car0,0
33.45,266.84,172.862,car0,0
33.5,266.84,172.915,car0,0
33.55,266.84,172.965,car0,0
33.6,266.84,173.012,car0,0
33.65,266.84,173.062,car0,0
33.7,266.84,173.116,car0,0
33.75,266.84,173.174,car0,0
33.8,266.84,173.222,car0,0
33.85,266.84,173.279,car0,0
33.9,266.84,173.334,car0,0
33.95,266.84,173.387,car0,0
34.0,266.84,173.439,car0,0
34.05,266.84,173.486,car0,0
34.1,266.84,173.54,car0,0
34.15,266.84,173.591,car0,0
34.2,266.84,173.639,car0,0
34.25,266.84,173.685,car0,0
34.3,266.84,173.741,car0,0
34.35,266.84,173.791,car0,0
34.4,266.84,173.844,car0,0
34.45,266.84,173.891,car0,0
34.5,266.84,173.948,car0,0
34.55,266.84,173.997,car0,1
34.6,266.84,174.053,car0,1
34.65,266.84,174.104,car0,1
34.7,266.84,174.155,car0,1
34.75,266.84,174.211,car0,1
34.8,266.84,174.264,car0,1
34.85,266.84,174.318,car0,1
34.9,266.84,174.37,car0,1
34.95,266.84,174.419,car0,1
35.0,266.84,174.466,car0,1
35.05,266.84,174.522,car0,1
35.1,266.84,174.569,car0,1
35.15,266.84,174.626,car0,2
35.2,266.84,174.679,car0,2
35.25,266.84,174.736,car0,2
35.3,266.84,174.787,car0,2
35.35,266.84,174.836,car0,2
35.4,266.84,174.889,car0,2
35.45,266.84,174.94,car0,2
35.5,266.84,174.993,car0,3
35.55,266.84,175.043,car0,3
35.6,266.84,175.094,car0,3
35.65,266.84,175.149,car0,3
35.7,266.84,175.2,car0,3
35.75,266.84,175.25,car0,3
35.8,266.84,175.299,car0,3
35.85,266.84,175.352,car0,3
35.9,266.84,175.402,car0,3
35.95,266.84,175.448,car0,3
36.0,266.84,175.5,car0,4
36.05,266.84,175.552,car0,4
36.1,266.84,175.609,car0,4
36.15,266.84,175.661,car0,4
36.2,266.84,175.71,car0,4
36.25,266.84,175.768,car0,4
36.3,266.84,175.819,car0,4
36.35,266.84,175.871,car0,4
36.4,266.84,175.923,car0,4
36.45,266.84,175.969,car0,4
36.5,266.84,176.023,car0,4
36.55,266.84,176.07,car0,4
36.6,266.84,176.127,car0,4
36.65,266.84,176.183,car0,5
36.7,266.84,176.236,car0,5
36.75,266.84,176.293,car0,5
36.8,266.84,176.342,car0,5
36.85,266.84,176.399,car0,5
36.9,266.84,176.455,car0,5
36.95,266.84,176.505,car0,5
37.0,266.84,176.556,car0,5
37.05,266.84,176.613,car0,5
37.1,266.84,176.662,car0,5
37.15,266.84,176.714,car0,5
37.2,266.84,176.771,car0,5
37.25,266.84,176.824,car0,5
37.3,266.84,176.877,car0,5
37.35,266.84,176.931,car0,5
37.4,266.84,176.981,car0,5
37.45,266.84,177.036,car0,5
37.5,266.84,177.087,car0,5
37.55,266.84,177.14,car0,5
37.6,266.84,177.192,car0,5
37.65,266.84,177.248,car0,5
37.7,266.84,177.296,car0,5
37.75,266.84,177.354,car0,5
37.8,266.84,177.407,car0,5
37.85,266.84,177.454,car0,5
37.9,266.84,177.503,car0,5
37.95,266.84,177.559,car0,5
38.0,266.84,177.615,car0,5
38.05,266.84,177.664,car0,5
38.1,266.84,177.72,car0,5
