timestamp,track_id,sensor_id,x_track,y_track,x_raw,y_raw
21.4,car0,0,267.525,169.619,2
21.4,car0,5,267.448,179.701,2
21.5,car0,0,267.496,169.755,2
21.5,car0,5,267.47,179.804,2
21.6,car0,0,267.471,169.872,2
21.6,car0,5,267.495,179.921,2
21.7,car0,0,267.446,169.987,2
21.7,car0,5,267.518,180.03,2
21.8,car0,0,267.418,170.119,2
21.8,car0,5,267.541,180.139,2
21.9,car0,0,267.392,170.243,2
21.9,car0,5,267.566,180.256,2
22,car0,0,267.366,170.366,2
22,car0,5,267.592,180.379,2
22.1,car0,0,267.342,170.479,2
22.1,car0,5,267.62,180.509,2
22.2,car0,0,267.321,170.576,2
22.2,car0,5,267.647,180.638,2
22.3,car0,0,267.3,170.675,2
22.3,car0,5,267.672,180.756,2
22.4,car0,0,267.274,170.799,2
22.4,car0,5,267.7,180.887,2
22.5,car0,0,267.247,170.924,2
22.5,car0,5,267.728,181.015,2
22.6,car0,0,267.22,171.052,2
22.55,car0,5,267.741,181.081,2
22.7,car0,0,267.195,171.168,2
22.8,car0,0,267.171,171.284,2
22.9,car0,0,267.144,171.409,2
23,car0,0,267.115,171.544,2
23.1,car0,0,267.086,171.683,2
23.2,car0,0,267.056,171.822,2
23.3,car0,0,267.03,171.945,2
23.4,car0,0,267.004,172.068,2
23.5,car0,0,266.984,172.164,2
23.6,car0,0,266.961,172.272,2
23.7,car0,0,266.934,172.396,2
23.8,car0,0,266.909,172.518,2
23.9,car0,0,266.883,172.637,2
24,car0,0,266.86,172.746,2
24.1,car0,0,266.834,172.868,2
24.2,car0,0,266.81,172.98,2
24.3,car0,0,266.786,173.095,2
24.4,car0,0,266.764,173.195,2
24.5,car0,0,266.752,173.255,2
24.6,car0,1,267.317,173.694,2
24.7,car0,1,267.231,173.769,2
24.8,car0,1,267.079,173.901,2
24.9,car0,1,266.998,173.972,2
25,car0,1,266.935,174.026,2
25.1,car0,1,266.879,174.075,2
25.15,car0,1,266.872,174.081,2
25.3,car0,2,267.178,174.585,2
25.4,car0,2,266.955,174.616,2
25.5,car0,2,266.918,174.621,2
25.6,car0,2,266.942,174.618,2
25.7,car0,2,267.13,175.089,2
25.8,car0,3,266.916,175.059,2
25.9,car0,3,266.932,175.061,2
26,car0,3,267.073,175.081,2
26.05,car0,3,267.204,175.099,2
26.2,car0,4,266.864,175.592,2
26.3,car0,4,266.903,175.626,2
26.4,car0,4,266.963,175.678,2
26.5,car0,4,267.034,175.74,2
26.6,car0,4,267.154,175.844,2
26.7,car0,4,267.255,175.932,2
26.8,car0,4,266.736,176.352,2
26.9,car0,5,266.752,176.424,2
27,car0,5,266.776,176.54,2
27.1,car0,5,266.799,176.649,2
27.2,car0,5,266.825,176.767,2
27.3,car0,5,266.849,176.884,2
27.4,car0,5,266.874,176.998,2
27.5,car0,5,266.9,177.123,2
27.6,car0,5,266.928,177.255,2
27.7,car0,5,266.953,177.373,2
27.8,car0,5,266.979,177.493,2
27.9,car0,5,267.004,177.613,2
28,car0,5,267.026,177.717,2
28.1,car0,5,267.05,177.827,2
28.2,car0,5,267.075,177.944,2
28.3,car0,5,267.102,178.071,2
28.4,car0,5,267.124,178.175,2
28.5,car0,5,267.148,178.29,2
28.6,car0,5,267.174,178.412,2
28.7,car0,5,267.2,178.532,2
28.8,car0,5,267.227,178.662,2
28.9,car0,5,267.259,178.811,2
29,car0,5,267.289,178.952,2
29.1,car0,5,267.316,179.078,2
29.2,car0,5,267.342,179.201,2
29.3,car0,5,267.366,179.314,2
29.4,car0,5,267.388,179.418,2
29.5,car0,5,267.414,179.539,2
29.6,car0,5,267.439,179.659,2
29.7,car0,5,267.465,179.779,2
29.8,car0,5,267.488,179.889,2
29.9,car0,5,267.516,180.02,2
30,car0,5,267.541,180.137,2
30.1,car0,5,267.566,180.256,2
30.2,car0,5,267.594,180.386,2
30.3,car0,5,267.621,180.513,2
30.4,car0,5,267.65,180.65,2
30.5,car0,5,267.678,180.783,2
30.6,car0,5,267.707,180.919,2
30.7,car0,5,267.739,181.067,2
