0.2,90,0,267.247,155.283,267.295,155.311
0.3,90,0,267.314,155.426,267.274,155.409
0.4,90,0,267.282,155.533,267.25,155.521
0.5,90,0,267.25,155.647,267.225,155.641
0.6,90,0,267.22,155.764,267.199,155.761
0.7,90,0,267.192,155.88,267.175,155.875
0.8,90,0,267.165,155.996,267.15,155.991
0.9,90,0,267.138,156.114,267.124,156.114
1,90,0,267.112,156.229,267.101,156.223
1.1,90,0,267.086,156.344,267.077,156.339
1.2,90,0,267.061,156.459,267.052,156.454
1.3,90,0,267.036,156.572,267.029,156.564
1.4,90,0,267.012,156.683,267.007,156.666
1.5,90,0,266.988,156.793,266.984,156.776
1.6,90,0,266.964,156.903,266.96,156.888
1.7,90,0,266.94,157.013,266.937,156.997
1.8,90,0,266.917,157.12,266.916,157.092
2,90,1,266.905,157.338,267.03,157.405
2.4,90,2,266.854,157.743,266.942,157.86
2.5,90,2,266.854,157.854,266.956,157.858
2.7,90,3,266.84,158.08,266.944,158.22
2.8,90,3,266.84,158.195,266.938,158.219
2.9,90,3,266.87,158.298,267.155,158.25
3.3,90,4,266.87,158.725,267.138,158.77
3.4,90,5,266.866,158.85,266.913,158.973
3.5,90,5,266.865,158.974,266.935,159.075
3.6,90,5,266.866,159.095,266.957,159.179
3.7,90,5,266.871,159.216,266.982,159.297
3.8,90,5,266.877,159.336,267.006,159.408
3.9,90,5,266.886,159.456,267.031,159.529
4,90,5,266.896,159.576,267.056,159.645
4.1,90,5,266.908,159.696,267.082,159.765
4.2,90,5,266.921,159.816,267.106,159.879
4.3,90,5,266.936,159.935,267.13,159.991
4.4,90,5,266.952,160.053,267.154,160.105
4.5,90,5,266.968,160.171,267.177,160.213
4.6,90,5,266.985,160.289,267.201,160.328
4.7,90,5,267.003,160.406,267.225,160.441
4.8,90,5,267.022,160.523,267.251,160.561
4.9,90,5,267.042,160.64,267.273,160.668
5,90,5,267.062,160.756,267.296,160.776
5.1,90,5,267.082,160.87,267.316,160.869
5.2,90,5,267.102,160.982,267.336,160.962
5.3,90,5,267.122,161.094,267.356,161.058
5.4,90,5,267.143,161.205,267.379,161.166
5.5,90,5,267.164,161.316,267.402,161.274
5.6,90,5,267.186,161.427,267.427,161.39
5.7,90,5,267.207,161.538,267.45,161.499
5.8,90,5,267.229,161.649,267.475,161.616
5.9,90,5,267.252,161.761,267.501,161.739
6,90,5,267.275,161.874,267.527,161.86
6.1,90,5,267.298,161.987,267.553,161.984
6.2,90,5,267.322,162.102,267.581,162.113
6.3,90,5,267.345,162.216,267.605,162.227
6.4,90,5,267.369,162.331,267.629,162.341
6.5,90,5,267.393,162.444,267.651,162.443
6.6,90,5,267.417,162.557,267.673,162.549
6.7,90,5,267.441,162.67,267.697,162.659
6.8,90,5,267.466,162.783,267.72,162.769
6.9,90,5,267.49,162.896,267.743,162.878
7,90,5,267.514,163.008,267.767,162.991
7.1,90,5,267.538,163.121,267.79,163.099
7.2,90,5,267.563,163.233,267.813,163.208
7.3,90,5,267.587,163.345,267.838,163.324
7.4,90,5,267.612,163.457,267.862,163.437
7.5,90,5,267.636,163.57,267.887,163.554
7.6,90,5,267.661,163.683,267.912,163.673
7.7,90,5,267.686,163.797,267.939,163.798
7.8,90,5,267.711,163.911,267.966,163.927
7.9,90,5,267.736,164.026,267.993,164.053
8,90,5,267.762,164.141,268.019,164.173
10.1,215,0,267.268,155.182,267.316,155.21
10.2,215,0,267.331,155.348,267.29,155.333
10.3,215,0,267.297,155.462,267.266,155.447
10.4,215,0,267.263,155.584,267.239,155.576
10.5,215,0,267.233,155.703,267.214,155.693
10.6,215,0,267.202,155.831,267.184,155.831
10.7,215,0,267.173,155.957,267.158,155.954
10.8,215,0,267.144,156.085,267.131,156.084
10.9,215,0,267.116,156.211,267.104,156.209
11,215,0,267.088,156.335,267.079,156.329
11.1,215,0,267.061,156.46,267.052,156.456
11.2,215,0,267.032,156.589,267.022,156.594
11.3,215,0,267.004,156.717,266.995,156.72
11.4,215,0,266.978,156.84,266.973,156.828
11.5,215,0,266.952,156.96,266.949,156.94
11.6,215,0,266.926,157.078,266.925,157.051
11.8,215,1,266.927,157.31,267.114,157.331
12,215,1,266.909,157.545,266.923,157.498
12.2,215,2,266.889,157.782,266.962,157.857
12.3,215,2,266.883,157.897,266.94,157.86
12.5,215,3,266.902,158.126,266.936,158.219
12.6,215,3,266.898,158.243,266.953,158.222
12.8,215,4,266.907,158.482,266.925,158.584
13,215,4,266.913,158.711,267.1,158.736
13.1,215,5,266.904,158.846,266.91,158.959
13.2,215,5,266.898,158.974,266.924,159.022
13.3,215,5,266.895,159.1,266.949,159.141
13.4,215,5,266.896,159.226,266.975,159.264
13.5,215,5,266.9,159.352,267.002,159.39
13.6,215,5,266.906,159.477,267.026,159.505
13.7,215,5,266.914,159.602,267.052,159.627
13.8,215,5,266.924,159.727,267.08,159.756
13.9,215,5,266.936,159.852,267.105,159.875
14,215,5,266.95,159.975,267.129,159.988
14.1,215,5,266.965,160.099,267.156,160.116
14.2,215,5,266.981,160.223,267.182,160.235
14.3,215,5,266.998,160.347,267.21,160.367
14.4,215,5,267.017,160.471,267.236,160.492
14.5,215,5,267.036,160.595,267.262,160.613
14.6,215,5,267.056,160.719,267.287,160.732
14.7,215,5,267.076,160.841,267.31,160.84
14.8,215,5,267.097,160.962,267.332,160.941
14.9,215,5,267.118,161.081,267.353,161.044
15,215,5,267.139,161.2,267.377,161.155
15.1,215,5,267.161,161.319,267.404,161.281
15.2,215,5,267.184,161.439,267.431,161.409
15.3,215,5,267.207,161.559,267.459,161.539
15.4,215,5,267.23,161.68,267.485,161.662
15.5,215,5,267.254,161.801,267.512,161.79
15.6,215,5,267.279,161.923,267.54,161.922
15.7,215,5,267.304,162.046,267.57,162.062
15.8,215,5,267.329,162.17,267.599,162.198
15.9,215,5,267.354,162.295,267.626,162.328
16,215,5,267.38,162.419,267.651,162.443
16.1,215,5,267.406,162.542,267.674,162.554
16.2,215,5,267.432,162.664,267.7,162.673
16.3,215,5,267.457,162.787,267.724,162.786
16.4,215,5,267.483,162.909,267.749,162.906
16.5,215,5,267.509,163.03,267.774,163.023
16.6,215,5,267.535,163.152,267.8,163.143
16.7,215,5,267.562,163.274,267.826,163.269
16.8,215,5,267.588,163.395,267.851,163.386
16.9,215,5,267.614,163.518,267.879,163.518
17,215,5,267.641,163.64,267.904,163.634
17.1,215,5,267.668,163.762,267.934,163.774
17.2,215,5,267.695,163.886,267.964,163.917
17.3,215,5,267.722,164.011,267.993,164.054
17.4,215,5,267.75,164.136,268.021,164.186
