timestamp,track_id,sensor_id,x_track,y_track,x_raw,y_raw
0.2,car1,0,267.295,155.311,0
0.3,car1,0,267.274,155.409,1
0.4,car1,0,267.25,155.521,1
0.5,car1,0,267.225,155.641,1
0.6,car1,0,267.199,155.761,1
0.7,car1,0,267.175,155.875,1
0.8,car1,0,267.15,155.991,1
0.9,car1,0,267.124,156.114,1
1,car1,0,267.101,156.223,1
1.1,car1,0,267.077,156.339,1
1.2,car1,0,267.052,156.454,1
1.3,car1,0,267.029,156.564,1
1.4,car1,0,267.007,156.666,1
1.5,car1,0,266.984,156.776,1
1.6,car1,0,266.96,156.888,1
1.7,car1,0,266.937,156.997,1
1.8,car1,0,266.916,157.092,1
1.85,car1,0,266.911,157.118,1
2,car1,1,267.03,157.405,1
2.4,car1,2,266.942,157.86,1
2.5,car1,2,266.956,157.858,1
2.7,car1,3,266.944,158.22,1
2.8,car1,3,266.938,158.219,1
2.9,car1,3,267.155,158.25,1
3.05,car1,4,266.918,158.578,1
3.3,car1,4,267.138,158.77,1
3.4,car1,4,266.913,158.973,1
3.5,car1,5,266.935,159.075,1
3.6,car1,5,266.957,159.179,1
3.7,car1,5,266.982,159.297,1
3.8,car1,5,267.006,159.408,1
3.9,car1,5,267.031,159.529,1
4,car1,5,267.056,159.645,1
4.1,car1,5,267.082,159.765,1
4.2,car1,5,267.106,159.879,1
4.3,car1,5,267.13,159.991,1
4.4,car1,5,267.154,160.105,1
4.5,car1,5,267.177,160.213,1
4.6,car1,5,267.201,160.328,1
4.7,car1,5,267.225,160.441,1
4.8,car1,5,267.251,160.561,1
4.9,car1,5,267.273,160.668,1
5,car1,5,267.296,160.776,1
5.1,car1,5,267.316,160.869,1
5.2,car1,5,267.336,160.962,1
5.3,car1,5,267.356,161.058,1
5.4,car1,5,267.379,161.166,1
5.5,car1,5,267.402,161.274,1
5.6,car1,5,267.427,161.39,1
5.7,car1,5,267.45,161.499,1
5.8,car1,5,267.475,161.616,1
5.9,car1,5,267.501,161.739,1
6,car1,5,267.527,161.86,1
6.1,car1,5,267.553,161.984,1
6.2,car1,5,267.581,162.113,1
6.3,car1,5,267.605,162.227,1
6.4,car1,5,267.629,162.341,1
6.5,car1,5,267.651,162.443,1
6.6,car1,5,267.673,162.549,1
6.7,car1,5,267.697,162.659,1
6.8,car1,5,267.72,162.769,1
6.9,car1,5,267.743,162.878,1
7,car1,5,267.767,162.991,1
7.1,car1,5,267.79,163.099,1
7.2,car1,5,267.813,163.208,1
7.3,car1,5,267.838,163.324,1
7.4,car1,5,267.862,163.437,1
7.5,car1,5,267.887,163.554,1
7.6,car1,5,267.912,163.673,1
7.7,car1,5,267.939,163.798,1
7.8,car1,5,267.966,163.927,1
7.9,car1,5,267.993,164.053,1
8,car1,5,268.019,164.173,1
8.05,car1,5,268.032,164.238,1
10.1,car1,0,267.316,155.21,1
10.2,car1,0,267.29,155.333,2
10.3,car1,0,267.266,155.447,2
10.4,car1,0,267.239,155.576,2
10.5,car1,0,267.214,155.693,2
10.6,car1,0,267.184,155.831,2
10.7,car1,0,267.158,155.954,2
10.8,car1,0,267.131,156.084,2
10.9,car1,0,267.104,156.209,2
11,car1,0,267.079,156.329,2
11.1,car1,0,267.052,156.456,2
11.2,car1,0,267.022,156.594,2
11.3,car1,0,266.995,156.72,2
11.4,car1,0,266.973,156.828,2
11.5,car1,0,266.949,156.94,2
11.6,car1,0,266.925,157.051,2
11.65,car1,0,266.915,157.1,2
11.8,car1,1,267.114,157.331,2
11.85,car1,1,267.003,157.428,2
12,car1,1,266.923,157.498,2
12.2,car1,2,266.962,157.857,2
12.3,car1,2,266.94,157.86,2
12.35,car1,2,267.152,157.83,2
12.5,car1,3,266.936,158.219,2
12.6,car1,3,266.953,158.222,2
12.65,car1,3,267.11,158.244,2
12.8,car1,4,266.925,158.584,2
13,car1,4,267.1,158.736,2
13.1,car1,4,266.91,158.959,2
13.2,car1,4,266.924,159.022,2
13.3,car1,5,266.949,159.141,2
13.4,car1,5,266.975,159.264,2
13.5,car1,5,267.002,159.39,2
13.6,car1,5,267.026,159.505,2
13.7,car1,5,267.052,159.627,2
13.8,car1,5,267.08,159.756,2
13.9,car1,5,267.105,159.875,2
14,car1,5,267.129,159.988,2
14.1,car1,5,267.156,160.116,2
14.2,car1,5,267.182,160.235,2
14.3,car1,5,267.21,160.367,2
14.4,car1,5,267.236,160.492,2
14.5,car1,5,267.262,160.613,2
14.6,car1,5,267.287,160.732,2
14.7,car1,5,267.31,160.84,2
14.8,car1,5,267.332,160.941,2
14.9,car1,5,267.353,161.044,2
15,car1,5,267.377,161.155,2
15.1,car1,5,267.404,161.281,2
15.2,car1,5,267.431,161.409,2
15.3,car1,5,267.459,161.539,2
15.4,car1,5,267.485,161.662,2
15.5,car1,5,267.512,161.79,2
15.6,car1,5,267.54,161.922,2
15.7,car1,5,267.57,162.062,2
15.8,car1,5,267.599,162.198,2
15.9,car1,5,267.626,162.328,2
16,car1,5,267.651,162.443,2
16.1,car1,5,267.674,162.554,2
16.2,car1,5,267.7,162.673,2
16.3,car1,5,267.724,162.786,2
16.4,car1,5,267.749,162.906,2
16.5,car1,5,267.774,163.023,2
16.6,car1,5,267.8,163.143,2
16.7,car1,5,267.826,163.269,2
16.8,car1,5,267.851,163.386,2
16.9,car1,5,267.879,163.518,2
17,car1,5,267.904,163.634,2
17.1,car1,5,267.934,163.774,2
17.2,car1,5,267.964,163.917,2
17.3,car1,5,267.993,164.054,2
17.4,car1,5,268.021,164.186,2
17.45,car1,5,268.037,164.261,2
