track_id,car_id,sensor_id,timestamp,gt_x,gt_y,track_x,track_y
212,car0,4,52.2,267.48,176.974,268.214,176.743
212,car0,4,52.25,267.48,176.9,268.174,176.709
212,car0,4,52.3,267.48,176.826,268.131,176.67
212,car0,4,52.35,267.48,176.752,268.041,176.592
212,car0,4,52.45,267.48,176.611,267.949,176.513
212,car0,4,52.5,267.48,176.541,267.842,176.42
212,car0,4,52.55,267.48,176.478,267.79,176.375
212,car0,4,52.6,267.48,176.407,267.75,176.34
212,car0,4,52.65,267.48,176.334,267.703,176.299
212,car0,4,52.7,267.48,176.265,267.669,176.27
212,car0,4,52.75,267.48,176.203,267.628,176.234
212,car0,4,52.8,267.48,176.132,267.591,176.201
212,car0,4,52.85,267.48,176.064,267.557,176.172
212,car0,4,52.9,267.48,175.999,267.521,176.14
212,car0,4,52.95,267.48,175.926,267.485,176.11
212,car0,4,53.0,267.48,175.857,267.455,176.083
212,car0,4,53.05,267.48,175.788,267.427,176.059
212,car0,4,53.1,267.48,175.718,267.4,176.035
212,car0,4,53.15,267.48,175.649,267.375,176.014
212,car0,4,53.2,267.48,175.585,267.362,176.003
212,car0,4,53.25,267.48,175.523,267.424,176.056
212,car0,3,53.4,267.48,175.309,267.777,175.172
212,car0,3,53.45,267.48,175.245,267.613,175.149
212,car0,3,53.5,267.48,175.18,267.564,175.142
212,car0,3,53.55,267.48,175.104,267.542,175.139
212,car0,3,53.6,267.48,175.033,267.527,175.137
212,car0,3,53.65,267.48,174.962,267.512,175.135
212,car0,3,53.7,267.48,174.895,267.505,175.134
212,car0,3,53.75,267.48,174.833,267.504,175.134
212,car0,3,53.8,267.48,174.766,267.504,175.134
212,car0,3,53.85,267.48,174.704,267.508,175.134
212,car0,2,53.9,267.48,174.642,267.695,174.519
212,car0,2,53.95,267.48,174.576,267.508,174.546
212,car0,2,54.0,267.48,174.512,267.502,174.547
212,car0,2,54.05,267.48,174.442,267.504,174.546
212,car0,2,54.1,267.48,174.372,267.511,174.545
212,car0,2,54.15,267.48,174.299,267.519,174.544
212,car0,2,54.2,267.48,174.228,267.535,174.542
212,car0,2,54.25,267.48,174.158,267.557,174.539
212,car0,2,54.3,267.48,174.09,267.578,174.536
212,car0,2,54.35,267.48,174.02,267.614,174.531
212,car0,2,54.4,267.48,173.947,267.794,174.505
212,car0,1,54.6,267.48,173.665,267.383,173.66
212,car0,1,54.65,267.48,173.601,267.394,173.65
212,car0,1,54.7,267.48,173.529,267.422,173.626
212,car0,1,54.75,267.48,173.467,267.448,173.603
212,car0,1,54.8,267.48,173.403,267.476,173.578
212,car0,1,54.85,267.48,173.329,267.512,173.547
212,car0,1,54.9,267.48,173.262,267.546,173.517
212,car0,1,54.95,267.48,173.191,267.58,173.488
212,car0,1,55.0,267.48,173.117,267.62,173.454
212,car0,1,55.05,267.48,173.049,267.661,173.418
212,car0,1,55.1,267.48,172.983,267.694,173.389
212,car0,1,55.15,267.48,172.912,267.741,173.348
212,car0,1,55.2,267.48,172.844,267.776,173.318
212,car0,1,55.25,267.48,172.778,267.82,173.28
212,car0,1,55.3,267.48,172.704,267.861,173.244
212,car0,1,55.35,267.48,172.639,267.905,173.206
212,car0,1,55.4,267.48,172.567,267.958,173.16
212,car0,1,55.45,267.48,172.493,268.025,173.101
212,car0,1,55.5,267.48,172.417,268.077,173.056
212,car0,1,55.55,267.48,172.348,268.141,173.0
212,car0,0,55.75,267.48,172.081,266.995,172.146
212,car0,0,55.8,267.48,172.014,267.006,172.096
212,car0,0,55.85,267.48,171.943,267.021,172.028
212,car0,0,55.9,267.48,171.881,267.036,171.954
212,car0,0,55.95,267.48,171.818,267.048,171.9
212,car0,0,56.0,267.48,171.754,267.057,171.857
212,car0,0,56.05,267.48,171.689,267.069,171.801
212,car0,0,56.1,267.48,171.621,267.083,171.735
212,car0,0,56.15,267.48,171.554,267.093,171.687
212,car0,0,56.2,267.48,171.487,267.103,171.64
212,car0,0,56.25,267.48,171.417,267.115,171.584
212,car0,0,56.3,267.48,171.354,267.127,171.528
212,car0,0,56.35,267.48,171.292,267.14,171.467
212,car0,0,56.4,267.48,171.22,267.156,171.393
212,car0,0,56.45,267.48,171.147,267.168,171.332
212,car0,0,56.5,267.48,171.084,267.18,171.279
212,car0,0,56.55,267.48,171.009,267.195,171.208
212,car0,0,56.6,267.48,170.937,267.21,171.137
212,car0,0,56.65,267.48,170.873,267.225,171.068
212,car0,0,56.7,267.48,170.812,267.239,171.001
212,car0,0,56.75,267.48,170.738,267.254,170.93
212,car0,0,56.8,267.48,170.668,267.267,170.871
212,car0,0,56.85,267.48,170.596,267.28,170.805
212,car0,0,56.9,267.48,170.523,267.295,170.735
212,car0,0,56.95,267.48,170.448,267.312,170.658
212,car0,0,57.0,267.48,170.38,267.326,170.592
212,car0,0,57.05,267.48,170.313,267.339,170.528
212,car0,0,57.1,267.48,170.244,267.352,170.471
212,car0,0,57.15,267.48,170.18,267.364,170.413
212,car0,0,57.2,267.48,170.117,267.377,170.353
212,car0,0,57.25,267.48,170.051,267.388,170.301
212,car0,0,57.3,267.48,169.982,267.399,170.248
212,car0,0,57.35,267.48,169.913,267.411,170.192
