track_id,car_id,sensor_id,timestamp,gt_x,gt_y,track_x,track_y
32,car0,3,27.05,267.48,174.653,267.525,175.137
32,car0,2,27.1,267.48,174.596,267.517,174.544
32,car0,2,27.15,267.48,174.545,267.504,174.546
32,car0,2,27.2,267.48,174.487,267.504,174.546
32,car0,2,27.25,267.48,174.429,267.506,174.546
32,car0,2,27.3,267.48,174.373,267.511,174.545
32,car0,2,27.35,267.48,174.313,267.518,174.544
32,car0,2,27.4,267.48,174.256,267.529,174.543
32,car0,2,27.45,267.48,174.199,267.543,174.541
32,car0,2,27.5,267.48,174.137,267.561,174.538
32,car0,2,27.55,267.48,174.083,267.579,174.536
32,car0,2,27.6,267.48,174.026,267.609,174.532
32,car0,2,27.65,267.48,173.971,267.669,174.523
32,car0,2,27.7,267.48,173.913,267.827,174.501
32,car0,1,27.9,267.48,173.692,267.393,173.65
32,car0,1,27.95,267.48,173.642,267.383,173.659
32,car0,1,28.0,267.48,173.592,267.398,173.646
32,car0,1,28.05,267.48,173.533,267.42,173.627
32,car0,1,28.1,267.48,173.481,267.442,173.608
32,car0,1,28.15,267.48,173.427,267.469,173.584
32,car0,1,28.2,267.48,173.374,267.489,173.567
32,car0,1,28.25,267.48,173.316,267.518,173.542
32,car0,1,28.3,267.48,173.261,267.547,173.517
32,car0,1,28.35,267.48,173.211,267.57,173.497
32,car0,1,28.4,267.48,173.15,267.607,173.465
32,car0,1,28.45,267.48,173.09,267.634,173.441
32,car0,1,28.5,267.48,173.037,267.669,173.41
32,car0,1,28.55,267.48,172.977,267.698,173.385
32,car0,1,28.6,267.48,172.927,267.731,173.357
32,car0,1,28.65,267.48,172.867,267.762,173.33
32,car0,1,28.7,267.48,172.811,267.797,173.299
32,car0,1,28.75,267.48,172.755,267.835,173.267
32,car0,1,28.8,267.48,172.706,267.86,173.244
32,car0,1,28.85,267.48,172.655,267.894,173.216
32,car0,1,28.9,267.48,172.602,267.929,173.185
32,car0,1,28.95,267.48,172.546,267.977,173.143
32,car0,1,29.0,267.48,172.491,268.026,173.1
32,car0,1,29.2,267.48,172.267,268.263,172.895
32,car0,0,29.35,267.48,172.102,266.993,172.157
32,car0,0,29.4,267.48,172.051,267.0,172.126
32,car0,0,29.45,267.48,171.997,267.009,172.081
32,car0,0,29.5,267.48,171.942,267.021,172.027
32,car0,0,29.55,267.48,171.885,267.035,171.959
32,car0,0,29.6,267.48,171.833,267.046,171.908
32,car0,0,29.65,267.48,171.781,267.053,171.876
32,car0,0,29.7,267.48,171.726,267.062,171.833
32,car0,0,29.75,267.48,171.676,267.071,171.789
32,car0,0,29.8,267.48,171.617,267.084,171.731
32,car0,0,29.85,267.48,171.567,267.091,171.696
32,car0,0,29.9,267.48,171.517,267.098,171.663
32,car0,0,29.95,267.48,171.461,267.107,171.62
32,car0,0,30.0,267.48,171.403,267.118,171.571
32,car0,0,30.05,267.48,171.347,267.128,171.521
32,car0,0,30.1,267.48,171.298,267.138,171.473
32,car0,0,30.15,267.48,171.24,267.151,171.415
32,car0,0,30.2,267.48,171.191,267.161,171.368
32,car0,0,30.25,267.48,171.132,267.171,171.32
32,car0,0,30.3,267.48,171.074,267.182,171.27
32,car0,0,30.35,267.48,171.018,267.193,171.217
32,car0,0,30.4,267.48,170.965,267.204,171.165
32,car0,0,30.45,267.48,170.907,267.217,171.105
32,car0,0,30.5,267.48,170.853,267.229,171.046
32,car0,0,30.55,267.48,170.803,267.241,170.992
32,car0,0,30.6,267.48,170.748,267.252,170.94
32,car0,0,30.65,267.48,170.688,267.263,170.888
32,car0,0,30.7,267.48,170.637,267.273,170.842
32,car0,0,30.75,267.48,170.576,267.284,170.787
32,car0,0,30.8,267.48,170.523,267.295,170.735
32,car0,0,30.85,267.48,170.468,267.307,170.679
32,car0,0,30.9,267.48,170.411,267.32,170.621
32,car0,0,30.95,267.48,170.353,267.331,170.566
32,car0,0,31.0,267.48,170.299,267.342,170.518
32,car0,0,31.05,267.48,170.24,267.352,170.467
32,car0,0,31.1,267.48,170.187,267.363,170.419
32,car0,0,31.15,267.48,170.128,267.374,170.364
32,car0,0,31.2,267.48,170.069,267.385,170.315
32,car0,0,31.25,267.48,170.016,267.393,170.275
32,car0,0,31.3,267.48,169.96,267.403,170.23
32,car0,0,31.35,267.48,169.905,267.412,170.185
32,car0,0,31.4,267.48,169.849,267.423,170.136
32,car0,0,31.45,267.48,169.798,267.432,170.09
32,car0,5,31.5,267.48,169.737,267.558,180.18
181,car0,5,31.5,267.48,169.737,267.558,180.18
32,car0,0,31.55,267.48,169.686,267.455,169.986
181,car0,5,31.55,267.48,169.686,267.548,180.132
32,car0,0,31.6,267.48,169.627,267.467,169.928
181,car0,5,31.6,267.48,169.627,267.538,180.085
32,car0,0,31.65,267.48,169.575,267.478,169.875
181,car0,5,31.65,267.48,169.575,267.526,180.031
32,car0,0,31.7,267.48,169.517,267.491,169.814
181,car0,5,31.7,267.48,169.517,267.518,179.992
32,car0,0,31.75,267.48,169.466,267.503,169.761
181,car0,5,31.75,267.48,169.466,267.506,179.936
32,car0,0,31.8,267.48,169.409,267.516,169.697
181,car0,5,31.8,267.48,169.409,267.493,179.873
32,car0,0,31.85,267.48,169.35,267.531,169.627
181,car0,5,31.85,267.48,169.35,267.478,179.806
32,car0,0,31.9,267.48,169.301,267.539,169.59
181,car0,5,31.9,267.48,169.301,267.465,179.744
32,car0,0,31.95,267.48,169.241,267.529,169.638
181,car0,5,31.95,267.48,169.241,267.453,179.686
32,car0,0,32.0,267.48,169.181,267.515,169.704
181,car0,5,32.0,267.48,169.181,267.44,179.625
32,car0,0,32.05,267.48,169.126,267.501,169.766
181,car0,5,32.05,267.48,169.126,267.429,179.572
32,car0,0,32.1,267.48,169.067,267.487,169.833
181,car0,5,32.1,267.48,169.067,267.417,179.515
32,car0,0,32.15,267.48,169.013,267.473,169.899
181,car0,5,32.15,267.48,169.013,267.405,179.459
32,car0,0,32.2,267.48,168.957,267.458,169.969
181,car0,5,32.2,267.48,168.957,267.393,179.405
32,car0,0,32.25,267.48,168.902,267.443,170.039
181,car0,5,32.25,267.48,168.902,267.383,179.356
32,car0,0,32.3,267.48,168.843,267.43,170.101
181,car0,5,32.3,267.48,168.843,267.373,179.309
32,car0,0,32.35,267.48,168.79,267.416,170.166
181,car0,5,32.35,267.48,168.79,267.363,179.261
32,car0,0,32.4,267.48,168.738,267.401,170.236
181,car0,5,32.4,267.48,168.738,267.352,179.211
32,car0,0,32.45,267.48,168.683,267.388,170.301
181,car0,5,32.45,267.48,168.683,267.342,179.163
32,car0,0,32.5,267.48,168.627,267.373,170.368
181,car0,5,32.5,267.48,168.627,267.329,179.105
32,car0,0,32.55,267.48,168.572,267.36,170.43
181,car0,5,32.55,267.48,168.572,267.316,179.044
32,car0,0,32.6,267.48,168.522,267.348,170.489
181,car0,5,32.6,267.48,168.522,267.304,178.986
32,car0,0,32.65,267.48,168.461,267.335,170.549
181,car0,5,32.65,267.48,168.461,267.293,178.933
32,car0,0,32.7,267.48,168.411,267.323,170.606
181,car0,5,32.7,267.48,168.411,267.281,178.879
181,car0,5,32.75,267.48,168.355,267.271,178.83
181,car0,5,32.8,267.48,168.296,267.259,178.775
181,car0,5,32.85,267.48,168.241,267.247,178.718
