timestamp,x,y,car,sensor
21.15,266.84,168.688,car0,0
21.2,266.84,168.751,car0,0
21.25,266.84,168.818,car0,0
21.3,266.84,168.886,car0,0
21.35,266.84,168.951,car0,0
21.4,266.84,169.022,car0,0
21.45,266.84,169.086,car0,0
21.5,266.84,169.151,car0,0
21.55,266.84,169.22,car0,0
21.6,266.84,169.288,car0,0
21.65,266.84,169.356,car0,0
21.7,266.84,169.428,car0,0
21.75,266.84,169.496,car0,0
21.8,266.84,169.569,car0,0
21.85,266.84,169.638,car0,0
21.9,266.84,169.699,car0,0
21.95,266.84,169.763,car0,0
22.0,266.84,169.824,car0,0
22.05,266.84,169.884,car0,0
22.1,266.84,169.952,car0,0
22.15,266.84,170.022,car0,0
22.2,266.84,170.095,car0,0
22.25,266.84,170.166,car0,0
22.3,266.84,170.236,car0,0
22.35,266.84,170.311,car0,0
22.4,266.84,170.372,car0,0
22.45,266.84,170.44,car0,0
22.5,266.84,170.511,car0,0
22.55,266.84,170.585,car0,0
22.6,266.84,170.656,car0,0
22.65,266.84,170.722,car0,0
22.7,266.84,170.795,car0,0
22.75,266.84,170.87,car0,0
22.8,266.84,170.931,car0,0
22.85,266.84,171.003,car0,0
22.9,266.84,171.073,car0,0
22.95,266.84,171.144,car0,0
23.0,266.84,171.215,car0,0
23.05,266.84,171.278,car0,0
23.1,266.84,171.346,car0,0
23.15,266.84,171.419,car0,0
23.2,266.84,171.488,car0,0
23.25,266.84,171.557,car0,0
23.3,266.84,171.617,car0,0
23.35,266.84,171.679,car0,0
23.4,266.84,171.749,car0,0
23.45,266.84,171.816,car0,0
23.5,266.84,171.888,car0,0
23.55,266.84,171.949,car0,0
23.6,266.84,172.014,car0,0
23.65,266.84,172.079,car0,0
23.7,266.84,172.146,car0,0
23.75,266.84,172.207,car0,0
23.8,266.84,172.271,car0,0
23.85,266.84,172.341,car0,0
23.9,266.84,172.411,car0,0
23.95,266.84,172.483,car0,0
24.0,266.84,172.555,car0,0
24.05,266.84,172.618,car0,0
24.1,266.84,172.685,car0,0
24.15,266.84,172.749,car0,0
24.2,266.84,172.816,car0,0
24.25,266.84,172.877,car0,0
24.3,266.84,172.937,car0,0
24.35,266.84,173.012,car0,0
24.4,266.84,173.078,car0,0
24.45,266.84,173.148,car0,0
24.5,266.84,173.211,car0,0
24.55,266.84,173.282,car0,0
24.6,266.84,173.351,car0,0
24.65,266.84,173.425,car0,0
24.7,266.84,173.488,car0,0
24.75,266.84,173.562,car0,0
24.8,266.84,173.626,car0,0
24.85,266.84,173.699,car0,0
24.9,266.84,173.768,car0,0
24.95,266.84,173.842,car0,0
25.0,266.84,173.915,car0,0
25.05,266.84,173.986,car0,1
25.1,266.84,174.051,car0,1
25.15,266.84,174.12,car0,1
25.2,266.84,174.189,car0,1
25.25,266.84,174.258,car0,1
25.3,266.84,174.323,car0,1
25.35,266.84,174.387,car0,1
25.4,266.84,174.461,car0,1
25.45,266.84,174.524,car0,1
25.5,266.84,174.598,car0,2
25.55,266.84,174.666,car0,2
25.6,266.84,174.731,car0,2
25.65,266.84,174.805,car0,2
25.7,266.84,174.873,car0,2
25.75,266.84,174.935,car0,2
25.8,266.84,174.997,car0,3
25.85,266.84,175.062,car0,3
25.9,266.84,175.129,car0,3
25.95,266.84,175.194,car0,3
26.0,266.84,175.256,car0,3
26.05,266.84,175.318,car0,3
26.1,266.84,175.382,car0,3
26.15,266.84,175.446,car0,3
26.2,266.84,175.514,car0,4
26.25,266.84,175.585,car0,4
26.3,266.84,175.656,car0,4
26.35,266.84,175.73,car0,4
26.4,266.84,175.802,car0,4
26.45,266.84,175.87,car0,4
26.5,266.84,175.945,car0,4
26.55,266.84,176.011,car0,4
26.6,266.84,176.075,car0,4
26.65,266.84,176.148,car0,5
26.7,266.84,176.213,car0,5
26.75,266.84,176.274,car0,5
26.8,266.84,176.338,car0,5
26.85,266.84,176.412,car0,5
26.9,266.84,176.481,car0,5
26.95,266.84,176.554,car0,5
27.0,266.84,176.615,car0,5
27.05,266.84,176.683,car0,5
27.1,266.84,176.751,car0,5
27.15,266.84,176.824,car0,5
27.2,266.84,176.897,car0,5
27.25,266.84,176.958,car0,5
27.3,266.84,177.022,car0,5
27.35,266.84,177.088,car0,5
27.4,266.84,177.15,car0,5
27.45,266.84,177.223,car0,5
27.5,266.84,177.297,car0,5
27.55,266.84,177.358,car0,5
27.6,266.84,177.424,car0,5
27.65,266.84,177.498,car0,5
27.7,266.84,177.571,car0,5
27.75,266.84,177.642,car0,5
27.8,266.84,177.704,car0,5
27.85,266.84,177.769,car0,5
27.9,266.84,177.833,car0,5
27.95,266.84,177.906,car0,5
28.0,266.84,177.968,car0,5
28.05,266.84,178.028,car0,5
28.1,266.84,178.093,car0,5
28.15,266.84,178.156,car0,5
28.2,266.84,178.228,car0,5
28.25,266.84,178.29,car0,5
28.3,266.84,178.351,car0,5
28.35,266.84,178.422,car0,5
28.4,266.84,178.484,car0,5
28.45,266.84,178.547,car0,5
28.5,266.84,178.61,car0,5
28.55,266.84,178.673,car0,5
28.6,266.84,178.738,car0,5
28.65,266.84,178.808,car0,5
28.7,266.84,178.88,car0,5
28.75,266.84,178.941,car0,5
28.8,266.84,179.006,car0,5
28.85,266.84,179.07,car0,5
28.9,266.84,179.144,car0,5
28.95,266.84,179.213,car0,5
29.0,266.84,179.281,car0,5
29.05,266.84,179.35,car0,5
29.1,266.84,179.411,car0,5
29.15,266.84,179.477,car0,5
29.2,266.84,179.537,car0,5
29.25,266.84,179.61,car0,5
29.3,266.84,179.674,car0,5
29.35,266.84,179.743,car0,5
29.4,266.84,179.811,car0,5
29.45,266.84,179.883,car0,5
29.5,266.84,179.945,car0,5
29.55,266.84,180.017,car0,5
29.6,266.84,180.082,car0,5
29.65,266.84,180.145,car0,5
29.7,266.84,180.22,car0,5
29.75,266.84,180.288,car0,5
29.8,266.84,180.35,car0,5
29.85,266.84,180.421,car0,5
29.9,266.84,180.493,car0,5
29.95,266.84,180.553,car0,5
30.0,266.84,180.622,car0,5
30.05,266.84,180.693,car0,5
30.1,266.84,180.754,car0,5
30.15,266.84,180.824,car0,5
30.2,266.84,180.895,car0,5
30.25,266.84,180.968,car0,5
30.3,266.84,181.043,car0,5
30.35,266.84,181.114,car0,5
30.4,266.84,181.18,car0,5
30.45,266.84,181.249,car0,5
30.5,266.84,181.322,car0,5
30.55,266.84,181.392,car0,5
30.6,266.84,181.462,car0,5
30.65,266.84,181.525,car0,5
30.7,266.84,181.586,car0,5
30.75,266.84,181.66,car0,5
30.8,266.84,181.73,car0,5
