track_id,car_id,sensor_id,timestamp,gt_x,gt_y,track_x,track_y
16,car0,0,21.15,266.84,168.688,267.733,168.676
16,car0,0,21.2,266.84,168.751,267.721,168.734
16,car0,0,21.25,266.84,168.818,267.708,168.796
16,car0,0,21.3,266.84,168.886,267.694,168.858
16,car0,0,21.35,266.84,168.951,267.681,168.919
16,car0,0,21.4,266.84,169.022,267.666,168.992
16,car0,0,21.45,266.84,169.086,267.652,169.057
16,car0,0,21.5,266.84,169.151,267.638,169.122
16,car0,0,21.55,266.84,169.22,267.624,169.191
16,car0,0,21.6,266.84,169.288,267.609,169.258
16,car0,0,21.65,266.84,169.356,267.594,169.332
16,car0,0,21.7,266.84,169.428,267.576,169.414
16,car0,0,21.75,266.84,169.496,267.561,169.488
16,car0,0,21.8,266.84,169.569,267.544,169.564
16,car0,0,21.85,266.84,169.638,267.529,169.636
16,car0,0,21.9,266.84,169.699,267.516,169.699
16,car0,0,21.95,266.84,169.763,267.502,169.765
16,car0,0,22.0,266.84,169.824,267.488,169.828
16,car0,0,22.05,266.84,169.884,267.475,169.891
16,car0,0,22.1,266.84,169.952,267.46,169.96
16,car0,0,22.15,266.84,170.022,267.445,170.032
16,car0,5,22.2,266.84,170.095,267.561,180.195
186,car0,5,22.2,266.84,170.095,267.561,180.195
16,car0,0,22.25,266.84,170.166,267.414,170.179
186,car0,5,22.25,266.84,170.166,267.551,180.145
16,car0,0,22.3,266.84,170.236,267.398,170.252
186,car0,5,22.3,266.84,170.236,267.541,180.101
16,car0,0,22.35,266.84,170.311,267.382,170.326
186,car0,5,22.35,266.84,170.311,267.531,180.052
16,car0,0,22.4,266.84,170.372,267.37,170.386
186,car0,5,22.4,266.84,170.372,267.52,180.004
16,car0,0,22.45,266.84,170.44,267.356,170.452
186,car0,5,22.45,266.84,170.44,267.51,179.954
16,car0,0,22.5,266.84,170.511,267.341,170.521
186,car0,5,22.5,266.84,170.511,267.497,179.892
16,car0,0,22.55,266.84,170.585,267.326,170.59
186,car0,5,22.55,266.84,170.585,267.484,179.831
16,car0,0,22.6,266.84,170.656,267.313,170.655
186,car0,5,22.6,266.84,170.656,267.472,179.775
16,car0,0,22.65,266.84,170.722,267.3,170.714
186,car0,5,22.65,266.84,170.722,267.461,179.724
16,car0,0,22.7,266.84,170.795,267.286,170.778
186,car0,5,22.7,266.84,170.795,267.449,179.666
16,car0,0,22.75,266.84,170.87,267.274,170.837
186,car0,5,22.75,266.84,170.87,267.437,179.612
16,car0,0,22.8,266.84,170.931,267.267,170.869
186,car0,5,22.8,266.84,170.931,267.425,179.556
16,car0,0,22.85,266.84,171.003,267.252,170.938
186,car0,5,22.85,266.84,171.003,267.415,179.506
16,car0,0,22.9,266.84,171.073,267.238,171.003
186,car0,5,22.9,266.84,171.073,267.404,179.457
16,car0,0,22.95,266.84,171.144,267.224,171.071
186,car0,5,22.95,266.84,171.144,267.393,179.405
16,car0,0,23.0,266.84,171.215,267.209,171.142
186,car0,5,23.0,266.84,171.215,267.381,179.349
16,car0,0,23.05,266.84,171.278,267.196,171.203
186,car0,5,23.05,266.84,171.278,267.371,179.3
16,car0,0,23.1,266.84,171.346,267.182,171.27
186,car0,5,23.1,266.84,171.346,267.36,179.247
16,car0,0,23.15,266.84,171.419,267.167,171.34
186,car0,5,23.15,266.84,171.419,267.35,179.201
16,car0,0,23.2,266.84,171.488,267.153,171.406
186,car0,5,23.2,266.84,171.488,267.339,179.149
16,car0,0,23.25,266.84,171.557,267.139,171.471
186,car0,5,23.25,266.84,171.557,267.326,179.09
16,car0,0,23.3,266.84,171.617,267.127,171.528
186,car0,5,23.3,266.84,171.617,267.313,179.026
16,car0,0,23.35,266.84,171.679,267.113,171.593
186,car0,5,23.35,266.84,171.679,267.3,178.967
16,car0,0,23.4,266.84,171.749,267.095,171.676
186,car0,5,23.4,266.84,171.749,267.29,178.918
16,car0,0,23.45,266.84,171.816,267.079,171.752
186,car0,5,23.45,266.84,171.816,267.28,178.871
16,car0,0,23.5,266.84,171.888,267.062,171.833
186,car0,5,23.5,266.84,171.888,267.269,178.822
16,car0,0,23.55,266.84,171.949,267.048,171.9
186,car0,5,23.55,266.84,171.949,267.257,178.764
16,car0,0,23.6,266.84,172.014,267.033,171.97
186,car0,5,23.6,266.84,172.014,267.246,178.711
16,car0,0,23.65,266.84,172.079,267.019,172.037
186,car0,5,23.65,266.84,172.079,267.236,178.667
16,car0,0,23.7,266.84,172.146,267.005,172.1
186,car0,5,23.7,266.84,172.146,267.225,178.613
16,car0,0,23.75,266.84,172.207,266.993,172.157
186,car0,5,23.75,266.84,172.207,267.214,178.563
16,car0,0,23.8,266.84,172.271,266.982,172.212
186,car0,5,23.8,266.84,172.271,267.204,178.513
16,car0,0,23.85,266.84,172.341,266.97,172.266
186,car0,5,23.85,266.84,172.341,267.193,178.465
16,car0,0,23.9,266.84,172.411,266.963,172.297
186,car0,5,23.9,266.84,172.411,267.183,178.418
16,car0,0,23.95,266.84,172.483,266.947,172.372
186,car0,5,23.95,266.84,172.483,267.173,178.371
16,car0,0,24.0,266.84,172.555,266.932,172.444
186,car0,5,24.0,266.84,172.555,267.161,178.312
16,car0,0,24.05,266.84,172.618,266.919,172.505
186,car0,5,24.05,266.84,172.618,267.149,178.257
16,car0,0,24.1,266.84,172.685,266.906,172.568
186,car0,5,24.1,266.84,172.685,267.138,178.207
16,car0,0,24.15,266.84,172.749,266.894,172.625
186,car0,5,24.15,266.84,172.749,267.13,178.166
16,car0,0,24.2,266.84,172.816,266.879,172.694
186,car0,5,24.2,266.84,172.816,267.12,178.12
16,car0,0,24.25,266.84,172.877,266.866,172.756
186,car0,5,24.25,266.84,172.877,267.108,178.064
16,car0,0,24.3,266.84,172.937,266.854,172.813
186,car0,5,24.3,266.84,172.937,267.095,178.0
16,car0,0,24.35,266.84,173.012,266.84,172.88
186,car0,5,24.35,266.84,173.012,267.081,177.935
16,car0,0,24.4,266.84,173.078,266.826,172.944
186,car0,5,24.4,266.84,173.078,267.068,177.874
16,car0,0,24.45,266.84,173.148,266.812,173.011
186,car0,5,24.45,266.84,173.148,267.058,177.826
16,car0,0,24.5,266.84,173.211,266.8,173.065
186,car0,5,24.5,266.84,173.211,267.048,177.782
16,car0,0,24.55,266.84,173.282,266.786,173.133
186,car0,5,24.55,266.84,173.282,267.039,177.74
16,car0,0,24.6,266.84,173.351,266.773,173.191
186,car0,5,24.6,266.84,173.351,267.024,177.668
16,car0,0,24.65,266.84,173.425,266.759,173.257
186,car0,5,24.65,266.84,173.425,267.01,177.603
16,car0,0,24.7,266.84,173.488,266.748,173.309
186,car0,5,24.7,266.84,173.488,267.0,177.555
16,car0,0,24.75,266.84,173.562,266.738,173.358
186,car0,5,24.75,266.84,173.562,266.993,177.521
186,car0,5,24.8,266.84,173.626,266.982,177.47
16,car0,1,24.85,266.84,173.699,267.287,173.743
186,car0,5,24.85,266.84,173.699,266.97,177.416
16,car0,1,24.9,266.84,173.768,267.235,173.788
186,car0,5,24.9,266.84,173.768,266.963,177.379
16,car0,1,24.95,266.84,173.842,267.189,173.828
186,car0,4,24.95,266.84,173.842,268.226,176.753
16,car0,1,25.0,266.84,173.915,267.083,173.92
186,car0,4,25.0,266.84,173.915,268.189,176.721
16,car0,1,25.05,266.84,173.986,267.025,173.971
186,car0,4,25.05,266.84,173.986,268.169,176.704
16,car0,1,25.1,266.84,174.051,266.984,174.006
186,car0,4,25.1,266.84,174.051,268.126,176.667
16,car0,1,25.15,266.84,174.12,266.946,174.04
186,car0,4,25.15,266.84,174.12,268.054,176.604
16,car0,1,25.2,266.84,174.189,266.909,174.071
186,car0,4,25.2,266.84,174.189,268.008,176.564
16,car0,1,25.25,266.84,174.258,266.878,174.098
186,car0,4,25.25,266.84,174.258,267.974,176.534
16,car0,1,25.3,266.84,174.323,266.854,174.119
186,car0,4,25.3,266.84,174.323,267.947,176.511
16,car0,1,25.35,266.84,174.387,266.848,174.124
186,car0,4,25.35,266.84,174.387,267.851,176.428
186,car0,4,25.4,266.84,174.461,267.799,176.382
186,car0,4,25.45,266.84,174.524,267.76,176.348
16,car0,2,25.5,266.84,174.598,267.105,174.602
186,car0,4,25.5,266.84,174.598,267.729,176.321
16,car0,2,25.55,266.84,174.666,266.938,174.626
186,car0,4,25.55,266.84,174.666,267.692,176.289
16,car0,2,25.6,266.84,174.731,266.906,174.63
186,car0,4,25.6,266.84,174.731,267.669,176.269
16,car0,4,25.65,266.84,174.805,267.628,176.234
186,car0,2,25.65,266.84,174.805,266.889,174.633
16,car0,4,25.7,266.84,174.873,267.605,176.213
186,car0,2,25.7,266.84,174.873,266.886,174.633
16,car0,2,25.75,266.84,174.935,266.914,174.629
186,car0,4,25.75,266.84,174.935,267.571,176.184
16,car0,2,25.8,266.84,174.997,267.12,174.6
186,car0,4,25.8,266.84,174.997,267.543,176.16
16,car0,4,25.85,266.84,175.062,267.512,176.133
186,car0,3,25.85,266.84,175.062,267.083,175.075
16,car0,4,25.9,266.84,175.129,267.487,176.111
186,car0,3,25.9,266.84,175.129,266.891,175.048
16,car0,3,25.95,266.84,175.194,266.886,175.047
186,car0,4,25.95,266.84,175.194,267.462,176.089
16,car0,3,26.0,266.84,175.256,266.892,175.048
186,car0,4,26.0,266.84,175.256,267.438,176.069
16,car0,3,26.05,266.84,175.318,266.908,175.05
186,car0,4,26.05,266.84,175.318,267.415,176.049
16,car0,3,26.1,266.84,175.382,266.96,175.057
186,car0,4,26.1,266.84,175.382,267.392,176.028
16,car0,4,26.15,266.84,175.446,267.375,176.014
186,car0,3,26.15,266.84,175.446,267.105,175.078
186,car0,4,26.2,266.84,175.514,267.362,176.003
186,car0,4,26.25,266.84,175.585,267.402,176.037
186,car0,4,26.3,266.84,175.656,266.84,175.549
186,car0,4,26.35,266.84,175.73,266.859,175.565
186,car0,4,26.4,266.84,175.802,266.888,175.59
16,car0,3,26.45,266.84,175.87,267.771,175.171
186,car0,4,26.45,266.84,175.87,266.919,175.618
16,car0,3,26.5,266.84,175.945,267.629,175.151
186,car0,4,26.5,266.84,175.945,266.959,175.652
16,car0,3,26.55,266.84,176.011,267.574,175.144
186,car0,4,26.55,266.84,176.011,266.999,175.687
16,car0,3,26.6,266.84,176.075,267.558,175.141
186,car0,4,26.6,266.84,176.075,267.054,175.734
16,car0,3,26.65,266.84,176.148,267.542,175.139
186,car0,4,26.65,266.84,176.148,267.145,175.814
16,car0,3,26.7,266.84,176.213,267.529,175.137
186,car0,4,26.7,266.84,176.213,267.183,175.846
16,car0,3,26.75,266.84,176.274,267.517,175.136
186,car0,4,26.75,266.84,176.274,267.228,175.886
186,car0,4,26.8,266.84,176.338,267.309,175.957
186,car0,5,26.85,266.84,176.412,266.725,176.259
186,car0,5,26.9,266.84,176.481,266.734,176.304
186,car0,5,26.95,266.84,176.554,266.747,176.365
186,car0,5,27.0,266.84,176.615,266.758,176.418
186,car0,5,27.05,266.84,176.683,266.772,176.481
186,car0,3,27.1,266.84,176.751,267.599,175.147
186,car0,5,27.25,266.84,176.958,266.825,176.731
186,car0,5,27.3,266.84,177.022,266.838,176.794
186,car0,5,27.35,266.84,177.088,266.85,176.851
186,car0,5,27.4,266.84,177.15,266.863,176.909
186,car0,5,27.45,266.84,177.223,266.878,176.98
186,car0,5,27.5,266.84,177.297,266.893,177.052
186,car0,5,27.55,266.84,177.358,266.905,177.108
